date,NANYANG COMMERCIAL BANK LTD,ICBC INTERNATIONAL SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,1.9635295017793593,0.0,0.0,0.0,1.0187663107947804,1.1057080189798338,4.088003831553974
2024-03-04,0.0,0.0,10.705596702253855,1.958381221826809,0.0,0.0,0.0,1.0223724792408067,1.1033829893238434,14.789733392645315
2024-03-05,0.0,0.0,10.70049587188612,1.958072799525504,2.457688766310795,0.0,0.0,1.0223724792408067,1.1058266429418742,17.2444565599051
2024-03-06,0.0,0.0,10.697696346381969,1.951240059311981,2.457688766310795,0.0,0.0,1.022894424673784,1.106514661921708,17.236034258600238
2024-03-07,0.0,0.0,10.699262182680902,1.9507892882562279,2.455316287069988,0.0,0.0,1.0218268090154212,1.105399596678529,17.23259416370107
2024-03-08,0.0,0.0,10.696889703440094,1.9499589205219454,2.4557907829181493,0.0,0.0,1.0218268090154212,1.1055656702253855,17.230031886120997
2024-03-11,0.0,0.0,10.69451722419929,1.9499589205219454,2.4563601779359434,0.0,0.0,1.0218268090154212,1.106063890865955,17.228727022538553
2024-03-12,0.0,0.0,10.695513665480426,1.9499826453143534,2.4563601779359434,0.0,1.3077342823250298,1.0195966785290629,1.1101682799525505,18.539355729537366
2024-03-13,0.0,0.0,10.692405717674971,1.9499826453143534,2.4563601779359434,0.0,1.3077342823250298,1.0130723606168446,1.1147471648873073,18.534302348754448
2024-03-14,0.0,0.0,10.687281162514829,1.9502673428232504,2.4563601779359434,0.0,1.3077342823250298,1.0195729537366547,1.1136558244365362,18.534871743772243
2024-03-15,0.0,0.0,10.67421340450771,1.9451190628707,2.4563601779359434,0.0,1.3077342823250298,1.0112930011862395,1.1065858362989325,18.501305765124552
2024-03-18,0.0,0.0,10.671081731909846,2.01370743772242,2.4563601779359434,0.0,1.3077342823250298,1.0153024911032027,1.1049488256227757,18.56913494661922
2024-03-19,0.0,0.0,10.671081731909846,2.0129051245551604,2.4563795729537365,0.0,1.3077342823250298,1.0153024911032027,1.1045217793594306,18.567924982206403
2024-03-20,0.0,0.0,10.681757888493475,2.009773451957295,2.4563558481613286,0.0,1.3077342823250298,1.014590747330961,1.1070128825622776,18.57722510083037
2024-03-21,0.0,0.0,10.685601304863583,2.0042455753262156,2.4563558481613286,0.0,1.3077342823250298,1.014590747330961,1.1055656702253855,18.5740934282325
2024-03-22,0.0,0.0,10.685601304863583,2.0065706049822065,2.4563083985765126,0.0,1.3077342823250298,1.0130486358244366,1.1051148991696322,18.5743781257414
2024-03-25,0.0,0.0,10.686787544483986,2.0077568446026097,2.456427022538553,0.0,1.3077342823250298,1.0116251482799525,1.1030508422301304,18.573381684460262
2024-03-26,0.0,0.0,10.687214590747331,2.0123831791221827,2.456427022538553,0.0,1.3077342823250298,1.0116251482799525,1.099681921708185,18.575066144721234
2024-03-27,0.0,0.0,10.686028351126927,2.018765148279953,2.456427022538553,0.0,1.3077342823250298,1.0116251482799525,1.0944150177935943,18.574994970344008
2024-03-28,0.0,0.0,10.659156809015421,2.026451981020166,2.456427022538553,0.0,1.3077342823250298,1.0100830367734281,1.1149369632265718,18.574790094899168
2024-04-02,0.0,0.0,10.651185278766311,2.027828018979834,2.4579928588374855,0.0,1.3077342823250298,1.008944246737841,1.114723440094899,18.5684081257414
2024-04-03,0.0,0.0,10.636575421115065,1.9880652669039145,2.458989300118624,0.0,1.3076156583629892,1.00785290628707,1.1124221352313166,18.51152068801898
2024-04-05,21.576037959667854,0.0,10.628508991696323,1.98075803084223,2.4585622538552787,0.0,1.309228944246738,1.0165124555160143,1.1138693475682087,40.08347798339265
2024-04-08,21.576037959667854,0.0,10.625543392645314,1.9798802135231317,2.4585622538552787,0.0,1.309228944246738,1.0124317912218268,1.1137507236061683,40.07543527876631
2024-04-09,21.576037959667854,0.0,10.625543392645314,1.9710408778173192,2.4588469513641757,0.0,1.3032977461447213,1.0129537366548043,1.1088159667852906,40.056536631079474
2024-04-10,21.576037959667854,0.0,10.597310889679715,1.9451708422301304,2.4585622538552787,0.0,1.3032977461447213,1.019240806642942,1.110713950177936,40.010334448398574
2024-04-11,21.576037959667854,0.0,10.593752170818506,1.95011931198102,2.4585622538552787,0.0,1.3032977461447213,1.016393831553974,1.1327424199288256,40.03090569395018
2024-04-12,21.58393831553974,0.0,10.578995349940689,1.9469401897983394,2.4585622538552787,0.0,1.3032977461447213,1.0319572953736655,1.122184887307236,40.02587603795967
2024-04-15,21.58393831553974,0.0,10.544365112692763,1.946513143534994,2.4585624911032027,0.0,1.303155397390273,1.0181494661921708,1.11857871886121,39.97326264531436
2024-04-16,21.593546856465007,0.0,10.50538527876631,1.9527527639383158,2.457566049822064,0.0,1.3041043890865955,1.020379596678529,1.1117697034400948,39.945504638196915
2024-04-17,21.59532621589561,0.0,10.452953487544484,1.9628595255041519,2.4588709134045077,0.0,1.3040569395017794,1.019311981020166,1.0849369632265717,39.87831602609727
2024-04-18,21.601020166073546,0.0,10.435966536180308,1.9635475444839858,2.458871115065243,0.0,1.3040569395017794,1.02,1.0856724317912219,39.86913473309608
2024-04-19,21.601020166073546,0.0,10.429588612099645,1.968007805456702,2.459108362989324,0.0,1.304317912218268,1.0197627520759194,1.0851979359430604,39.867003546856466
2024-04-22,21.601020166073546,0.0,10.424013285883749,1.994982894424674,2.4588948398576513,0.0,1.3050771055753263,1.0209489916963226,1.0759452669039147,39.88088255041519
2024-04-23,21.601020166073546,0.0,10.42866334519573,1.9876519335705813,2.4588948398576513,0.0,1.305053380782918,1.018220640569395,1.0743319810201661,39.873836287069985
2024-04-24,21.589750889679713,0.0,10.430561328588375,1.9835712692763938,2.4586575919335703,0.0,1.3079240806642942,1.018932384341637,1.0731220166073547,39.86251956109134
2024-04-25,21.589750889679713,0.0,10.432150889679717,1.9948642704626336,2.4586575919335703,0.0,1.3079240806642942,1.0169157769869512,1.0738574851720049,39.87412098457889
2024-04-26,21.600427046263345,0.0,10.420905338078292,1.9951252431791224,2.4586575919335703,0.0,1.3079003558718862,1.0036298932384342,1.0714375563463818,39.85808302491103
2024-04-29,21.600427046263345,0.0,10.382969395017794,2.0087432740213527,2.4586575919335703,0.0,1.3079003558718862,0.9870699881376038,1.0668112218268089,39.81257887307236
2024-04-30,21.600427046263345,0.0,10.386793131672597,2.0158844365361803,2.4599387307236062,0.0,1.3065480427046263,0.9729774614472122,1.06716709371293,39.809735943060495
2024-05-02,21.600427046263345,0.0,10.384634175563463,2.0159793357058127,2.460793024911032,0.0,1.306002372479241,0.9758244365361802,1.0660520284697508,39.80971241992883
2024-05-03,21.600427046263345,0.0,10.364468102016607,2.017165575326216,2.4600575563463822,0.0,1.3039620403321472,0.9759193357058126,1.0661469276393831,39.78814658362989
2024-05-06,21.61228944246738,0.0,10.314574863582443,2.0152201423487544,2.460555776986951,0.0,1.3023724792408067,0.9755160142348754,1.0710579596678529,39.75158667852906
2024-05-07,21.61228944246738,0.0,10.315879727164887,2.0165250059311983,2.461149134045077,0.0,1.3023724792408067,0.975349940688019,1.0713426571767497,39.75490838671411
2024-05-08,21.61228944246738,0.0,10.318086132858838,2.0106412574139974,2.4615052194543297,0.0,1.3023724792408067,0.9756346381969159,1.0594090865954924,39.73993825622776
2024-05-09,21.61228944246738,0.0,10.299011399762751,2.012847663107948,2.4625016607354686,0.0,1.3023724792408067,0.9763701067615659,1.0605478766310794,39.725940628706994
2024-05-10,21.61228944246738,0.0,10.285939039145907,2.0184941637010674,2.4629049822064055,0.0,1.3060498220640568,0.9786239620403321,1.0598124080664293,39.724113819691574
2024-05-13,21.643131672597864,0.0,10.199658137603794,2.0230255990510084,2.4652774614472124,0.0,1.3001186239620404,0.9714827995255042,1.0606190510083036,39.663313345195725
2024-05-14,21.651435349940687,0.0,10.110889181494661,2.010522633451957,2.4660366548042703,0.0,1.2964412811387902,0.9455278766310795,1.040073380782918,39.52092635824436
2024-05-16,21.651435349940687,0.0,10.06956059311981,2.0099057888493475,2.4638304270462634,0.0,1.2963701067615658,0.9536892052194543,1.0041421826809016,39.44893365361803
2024-05-17,21.651435349940687,0.0,10.071363677342823,2.010807330960854,2.4637829774614475,0.0,1.2963701067615658,0.9502491103202847,1.001864602609727,39.44587315539739
2024-05-20,21.651435349940687,0.0,10.092715990510083,2.0174502728351125,2.465135290628707,0.0,1.2963701067615658,0.9361328588374851,0.9891006642941874,39.44834053380783
2024-05-21,21.651435349940687,0.0,10.078433665480427,1.9890754211150652,2.457353558718861,0.0,1.2966785290628706,0.928232502965599,0.9877958007117438,39.38900482799526
2024-05-22,21.650842230130486,0.0,10.066286571767497,1.994389774614472,2.4607462040332146,0.0,1.296085409252669,0.9356346381969157,0.9830271174377224,39.387011945432974
2024-05-23,21.650842230130486,0.0,10.055444341637012,1.9936780308422302,2.4638541518386714,0.0,1.296085409252669,0.9453855278766311,0.9924458600237248,39.39773555160143
2024-05-24,21.650842230130486,0.0,10.042822752075919,1.9923257176749705,2.457448457888493,0.0,1.2961565836298932,0.9564887307236062,0.9952928351126927,39.39137730723606
2024-05-27,21.650842230130486,0.0,10.047591435349942,1.9862521708185052,2.460841459074733,0.0,1.2961565836298932,0.9535943060498221,0.9980211862396204,39.393299371293
2024-05-28,21.650842230130486,0.0,10.021446714116252,1.9877942823250296,2.4595128706998812,0.0,1.2961565836298932,0.9402846975088968,1.0048302016607356,39.36086758007117
