date,DL SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FORTHRIGHT SECURITIES CO LTD,RIFA SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,35.16054958846547,8.363952440453577,0.0,0.0,0.0,0.0,0.0,1.7461062825323452,2.0371992060951825,47.30780751754657
2024-03-04,35.16054958846547,8.358643512869108,0.0,3.32263710069682,0.0,0.0,0.0,1.7461062825323452,2.0389688486233393,50.626905333187075
2024-03-05,37.17086350045163,8.319711377249657,0.0,3.32263710069682,0.0,0.0,0.0,1.7461062825323452,2.0973670520525145,52.656685312982965
2024-03-06,37.15670636022638,8.319711377249657,5.40483070682016,3.32263710069682,0.0,0.0,0.0,1.7461062825323452,2.118602762390397,58.068594589915755
2024-03-07,37.15670636022638,8.340947087587539,5.40483070682016,3.32263710069682,0.0,0.0,0.0,1.7461062825323452,2.120372404918554,58.09159994278179
2024-03-08,37.11246529702245,8.330329232418597,5.40483070682016,3.32263710069682,0.0,0.0,1.9469961023287086,1.7461062825323452,2.1593045405380042,60.022669262357084
2024-03-11,37.15316707517006,8.330329232418597,5.399964189867728,3.32263710069682,3.1487514949873714,0.0,1.9452264598005518,1.7425669974760316,2.1539956129535334,63.1966381633707
2024-03-12,37.15316707517006,8.330329232418597,5.399964189867728,3.32263710069682,3.1487514949873714,0.0,1.943456817272395,1.7425669974760316,2.180540250875886,63.221413158764896
2024-03-13,37.15316707517006,8.328754250568537,5.465440963409531,3.32263710069682,3.1133586444242347,0.0,1.9257603919908266,1.7425669974760316,2.180540250875886,63.23222567461193
2024-03-14,37.17263314297979,8.34468103332195,5.465440963409531,3.32263710069682,3.0461122283542754,0.0,1.9257603919908266,1.7425669974760316,2.2035456037419245,63.22337746197114
2024-03-15,37.17263314297979,8.349105139642342,5.465440963409531,3.32263710069682,3.0248765180163937,0.0,1.9257603919908266,1.7425669974760316,2.214163458910866,63.217183713122594
2024-03-18,37.554875929061666,8.347335497114186,5.465440963409531,3.32263710069682,3.0248765180163937,0.0,1.9257603919908266,1.7425669974760316,2.212393816382709,63.59588721414816
2024-03-19,37.55841521411798,8.357953352283126,5.465440963409531,3.32263710069682,3.008949735262982,0.0,1.9257603919908266,1.7425669974760316,2.210624173854552,63.592347929091844
2024-03-20,37.55841521411798,8.3384872844734,5.465440963409531,3.32263710069682,3.008949735262982,0.0,1.9275300345189834,1.7425669974760316,2.2053152462700814,63.56934257622581
2024-03-21,37.26465455444394,8.336717641945244,5.491985601331884,3.32263710069682,2.9806354548124725,0.0,1.9275300345189834,1.7425669974760316,2.231859884192434,63.298587269417816
2024-03-22,37.26465455444394,8.342026569529715,5.491985601331884,3.32263710069682,2.9806354548124725,0.0,1.9275300345189834,1.7425669974760316,2.2371688117769044,63.309205124586754
2024-03-25,37.26465455444394,8.377419420092851,5.493755243860041,3.32263710069682,2.9010015410454155,0.0,1.9275300345189834,1.7425669974760316,2.212393816382709,63.2419587085168
2024-03-26,37.55841521411798,8.377419420092851,5.493755243860041,3.32263710069682,2.9010015410454155,0.0,1.931069319575297,1.7425669974760316,2.208854531326395,63.535719368190826
2024-03-27,37.70175625889868,8.350432371538458,5.493755243860041,3.32263710069682,2.895692613460945,7.828544616060189,1.931069319575297,1.7425669974760316,2.0690527716020055,71.33550729316846
