date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,SOOCHOW SECURITIES INTERNATIONAL,EDDID SECURITIES AND FUTURES LTD,HANG SENG SECURITIES LTD
2024-05-22,24.40361057382334,38.911147953701146,9.46010254520893,21.4723220042369,0.0,0.0,0.0,5.752816923029689
2024-05-23,24.41672938393721,38.80151135822569,9.541984732824428,21.483865022194234,0.0,0.0,0.0,5.7559095028184375
2024-05-24,24.414854404718024,38.78317360855142,9.564289224720483,21.48221525985993,0.0,0.0,0.0,5.755467502150141
2024-05-29,24.358738622782017,36.43391253715792,12.03226992736968,21.43283993748276,0.0,0.0,0.0,5.742238975207624
2024-05-30,24.355006741022184,36.428330677779144,12.049577154062998,21.429556318176246,0.0,0.0,0.0,5.737529108959431
2024-05-31,24.348478698718782,36.418566538264194,12.07315111924582,21.423812404751146,0.0,0.0,0.0,5.7359912390200565
2024-06-04,24.347546406910496,36.41717208846413,12.076517796973596,21.422992097040986,0.0,0.0,0.0,5.7357716106107945
2024-06-06,24.32891555201861,36.389305500290774,12.14379725138502,21.40659912460592,0.0,0.0,0.0,5.7313825716996725
2024-06-07,24.32891555201861,36.163570138655075,12.369532613020722,21.40659912460592,0.0,0.0,0.0,5.7313825716996725
2024-06-11,24.318680730310007,36.1483566495078,12.406397478946603,21.397593679009326,0.0,0.0,0.0,5.7289714622262675
2024-06-13,24.30009400866714,36.12072852895543,12.47334510352418,21.381239538669664,0.0,0.0,0.0,5.7245928201835845
2024-06-19,24.3765238193505,36.12072852895543,12.47334510352418,21.304809727986303,0.0,0.0,0.0,5.7245928201835845
2024-06-20,24.31056298306325,36.02298885619769,12.710184916993155,21.24716069332439,0.0,0.0,0.0,5.709102550421513
2024-06-25,21.227429134303723,31.454452275888688,11.104899200660237,18.55253612336854,12.675625128952605,0.0,0.0,4.9850581368262015
2024-06-27,21.22036740098071,31.4439883166222,11.220966207359997,18.546364247267114,12.671408326070033,0.0,0.0,4.896905501699945
2024-06-28,21.206258020332584,31.42308127048717,11.279995212734127,18.534032806069188,12.662983131536778,0.0,0.0,4.893649558840152
2024-07-03,21.192167389816543,31.402202007986762,11.33894577372607,18.521717752277425,12.654569133349725,0.0,0.0,4.890397942843474
2024-07-05,20.07945152009267,29.753398094926307,10.743583125051153,17.54921650224441,11.990128368977391,0.0,5.250599663810525,4.6336227248975375
2024-07-09,20.04537769705045,29.702908069310972,10.895046791821958,17.519436361236636,11.969781721964189,0.0,5.241689659290172,4.62575969932562
2024-07-12,71.53040826092206,10.567647703336657,3.8996990255224566,6.233033849566427,4.258587611300183,0.0,1.8648790064711749,1.6457445428810367
2024-07-16,71.51361779848385,10.522691859724269,3.964732103934776,6.231570758228468,4.2575879853080245,0.0,1.864441260040374,1.645358234280234
2024-07-17,71.51361779848385,10.477981038140566,4.009442925518478,6.231570758228468,4.2575879853080245,0.0,1.864441260040374,1.645358234280234
2024-07-23,71.51121980444142,10.48657155503494,4.009308480911355,6.225773135956579,4.257445219902802,0.0,1.8643787416114135,1.6453030621414872
2024-07-24,71.51121980444142,10.48657155503494,4.0104262139698745,6.225773135956579,4.257445219902802,0.0,1.8643787416114135,1.6441853290829673
2024-08-07,71.5080351633414,10.487743804830934,4.010874522674632,6.22646908899044,4.257921141824881,0.0,1.8645871526815176,1.6443691256561828
2024-08-16,71.50883453057264,10.487861044225193,4.01091935905777,6.225420822350255,4.257968739869298,0.0,1.8646079963512707,1.6443875075735728
2024-08-22,71.50564923115451,10.489033582348194,4.011367778028705,6.226116821583574,4.258444778849315,0.0,1.864816458682241,1.644571349353463
2024-08-30,71.50245165444751,10.493036317577008,4.01118839840894,6.225838403216106,4.258254350484854,0.0,1.8647330681566643,1.644497807708905
2024-09-03,71.16829012638284,10.452899639255902,4.450883389080648,6.196742398447532,4.238353707252047,0.0,1.85601837324663,1.6368123663344083
2024-09-04,71.17144770001046,10.447319663070049,4.460740809939745,6.193434447906866,4.236091185504984,0.0,1.8550275918672385,1.6359386017006643
2024-09-05,71.13980110674116,10.442674231695307,4.503222622162836,6.190680519087839,4.234207595116821,0.0,1.8542027483998051,1.6352111767962312
2024-09-09,71.08843537414967,10.397366000613179,4.609943258818877,6.186210604424657,4.231150330805085,0.0,1.8528639411349124,1.6340304900536309
2024-09-17,71.07264545305122,10.39505657309635,4.631130973270489,6.184836544398886,4.230210522107265,0.0,1.8524523893081957,1.6336675447675995
2024-09-24,71.07264545305122,10.350633254407903,4.675554291958935,6.184836544398886,4.230210522107265,0.0,1.8524523893081957,1.6336675447675995
2024-09-26,71.06869906871684,10.350058524472558,4.680847283331742,6.184493124762626,4.229975635162658,0.0,1.8523495299163333,1.6335768336372463
2024-10-02,71.06712063769159,10.345386663823795,4.680743322028478,6.191018747404215,4.229881687688368,0.0,1.8523083893578887,1.6335405520056678
2024-10-03,71.06396398597283,10.34381669624158,4.6816458605855615,6.195185544641093,4.229693805258634,0.0,1.8522261137231302,1.633467993577173
2024-10-04,71.36510329661506,10.408837363867708,4.7472059843566345,5.730770860608115,4.2476174757844545,0.0,1.8600750720946364,1.6403899466733873
2024-10-07,71.36510329661506,10.408837363867708,4.769509042775036,5.708467802189714,4.2476174757844545,0.0,1.8600750720946364,1.6403899466733873
2024-10-08,71.36430747545576,10.409836431193602,4.7694558560487454,5.708404144754156,4.247570108882317,0.0,1.8600543296444487,1.6403716540209736
2024-10-09,71.37021155136928,10.406980503914603,4.76865819747619,5.707449453561051,4.246859732098857,0.0,1.8597432483961385,1.6400973131838847
2024-10-10,71.34396162402422,10.4276727877418,4.779164270397268,5.705350256568007,4.245297739259141,0.0,1.8590592357795341,1.639494086230033
2024-10-14,71.34475679266355,10.419987115728842,4.78590487484647,5.705413845910359,4.245345055493759,0.0,1.8590799560418985,1.6395123593151275
2024-10-16,71.33203622107963,10.413671830599815,4.807338713451856,5.70439658649978,4.244588122285147,0.0,1.8587484872595494,1.639220038824219
2024-10-17,71.2764370132661,10.40555497406684,4.881535902226755,5.699950338389316,4.2412797106710105,0.0,1.8572997000260556,1.6379423613539137
2024-10-21,71.25977414815739,10.404235612632029,4.902659280765189,5.698617815221844,4.24028819265091,0.0,1.8568655041590225,1.6375594464136223
2024-10-22,71.24311907205136,10.402916867928475,4.92377278524827,5.697285914938041,4.239297138112717,0.0,1.8564315112554508,1.6371767104656882
2024-10-23,71.23598356532693,10.402987798635193,4.932182490752158,5.69671529110115,4.238872542255183,0.0,1.8562455763931858,1.6370127355361968
2024-10-24,71.23677632882176,10.40199070086292,4.932237379504061,5.696778688104984,4.238919715372511,0.0,1.8562662339830265,1.6370309533507388
2024-10-25,71.23360538070682,10.408204598616988,4.9320178318262045,5.694299468739776,4.23873102920262,0.0,1.856183606382245,1.636958084525349
2024-10-28,71.23043471487485,10.412192402448985,4.93179830369284,5.6940460108294815,4.2385423598298795,0.0,1.8561009861371067,1.636885222186861
2024-10-30,71.23360538070682,10.408204598616988,4.9320178318262045,5.694299468739776,4.23873102920262,0.0,1.856183606382245,1.636958084525349
2024-11-01,71.25342843912517,10.38327277908385,4.9333903255681415,5.695884092042459,4.239910593431645,0.0,1.8567001496046163,1.6374136211441193
2024-11-04,71.25263530496072,10.385383435480389,4.932222293956442,5.695820690177186,4.239863398257749,0.0,1.8566794823559793,1.637395394811538
2024-11-06,71.2518421884531,10.388607149694787,4.93216739315307,5.695757289723371,4.239816204134517,0.0,1.8566588155674384,1.6351509592737214
2024-11-07,71.25104908960171,10.382926052818462,4.938791048065556,5.6956938906809675,4.239769011061913,0.0,1.8566381492389787,1.63513275853241
2024-11-08,71.25739437482049,10.38496389919828,4.939230873699514,5.686182398660608,4.2401465850623055,0.0,1.8568034927497836,1.6352783758090121
2024-11-11,71.26532757081243,10.387233388776444,4.939780765916515,5.674568979913562,4.240618647143567,0.0,1.8570102135561743,1.6354604338813072
2024-11-12,71.2264717794879,10.413838532649091,4.959341632654878,5.671475050850777,4.23830654673153,0.0,1.8559977211730618,1.6345687364527746
2024-11-13,71.22964209251916,10.409851023959906,4.959562374536537,5.671727490018561,4.238495195110986,0.0,1.8560803322250266,1.6346414916298342
2024-11-14,70.81773131430963,10.553346660908204,5.223800852193039,5.673495193613451,4.239816204134517,0.0,1.8566588155674384,1.6351509592737214
2024-11-15,70.81615479826537,10.510814685532631,5.268207763065334,5.673368892529897,4.239721819039902,0.0,1.8566174833705844,1.635114558196276
2024-11-18,70.83401004273837,10.50438396454562,5.264984571025566,5.66989781502584,4.237127874717173,0.0,1.8554815686606048,1.6341141632868275
2024-11-19,70.83159976772075,10.505963836523465,5.2652188519976235,5.6701501138034835,4.237316418182749,0.0,1.8555641337697097,1.6341868780022206
2024-11-21,70.83206325968018,10.505085115330104,5.265336000302593,5.6702762716125745,4.237410696208023,0.0,1.8556054190798068,1.634223237786712
2024-11-26,70.83252677226498,10.50420635503372,5.265453153820652,5.670402435035678,4.237504978428664,0.0,1.8556467062270963,1.6342595991892115
2024-11-28,70.84986724649421,10.453364906338118,5.29567421644274,5.671790603321842,4.2385423598298795,0.0,1.8561009861371067,1.634659681436097
2024-12-02,70.82228411760518,10.332499822026055,5.44933971666548,5.669582473125934,4.236892218979142,0.0,1.8553783726062507,1.6340232789919558
2024-12-03,70.8451371843003,10.303565745873566,5.451098119766156,5.671411944569932,4.23825938726052,0.0,1.8559770695590831,1.6345505486704395
2024-12-05,70.82937487067787,10.301273308577645,5.472134276986332,5.6701501138034835,4.237316418182749,0.0,1.8555641337697097,1.6341868780022206
2024-12-10,70.81249067785102,10.30723576855692,5.47530159239001,5.67343204236875,4.239769011061913,0.0,1.8566381492389787,1.63513275853241
2024-12-16,70.82287767829906,10.304618597743582,5.476276888753315,5.663309724148833,4.240524226318637,0.0,1.8569688657126506,1.635424019023911
2025-01-03,69.49827280692364,10.112983116988108,5.373853727175597,5.5573884753287786,4.16121342687779,1.869214012441034,1.8222378566637314,1.6048365776013318
2025-01-21,69.51498025434415,10.115414287244109,5.399185696583466,5.558724476527037,4.16221378633605,1.869663373174319,1.8226759242868291,1.5571422015040355
2025-01-22,69.51768573077125,10.1378228104838,5.399480705680766,5.532801216932142,4.1624412078401205,1.8697655307467698,1.8227755144860387,1.5572272830591156
2025-01-27,69.52680312316933,10.126037194743423,5.400188859063924,5.533526855584021,4.162987120861057,1.8700107544744735,1.823014575373128,1.5574315167306398
2025-02-03,69.51720640693851,10.136523396516752,5.399952787298035,5.53328495488564,4.162805133944184,1.8699290060851927,1.8229348814436594,1.5573634328880184
2025-02-04,69.5096097946909,10.123395271377806,5.4004554653658365,5.554535639509217,4.162350236256267,1.8697246663781764,1.8227356771004077,1.5571932493213916
2025-02-10,69.49442154990452,10.121183251976385,5.42112600348735,5.553321941903709,4.161440739073623,1.8693161209123048,1.8223373989957479,1.5568529937463673
2025-02-12,69.4781476513586,10.118972199041407,5.442879800067285,5.55210877458198,4.160531639264757,1.868907753946443,1.8219392949051239,1.5565128868344131
2025-02-13,69.46449008832703,10.112614777085644,5.485492875302505,5.531360026559265,4.159713788976157,1.8685403761980062,1.8215811499113235,1.5562069176400695
2025-02-14,69.47511217325581,10.09886974795423,5.486331683319716,5.5322058483006895,4.160349866964921,1.8688261019629775,1.8218596949586476,1.5564448832830173
2025-02-17,69.48346037634444,9.942781488205647,5.632276571433565,5.532870604016875,4.160849779012888,1.8690506620874379,1.822078611549881,1.5566319073492687
2025-02-18,69.49181058593203,9.929773807859041,5.635138442175919,5.533535519507761,4.1613498112152145,1.8692752761851488,1.822297580757936,1.5568189763669418
2025-02-24,69.49864406853736,9.887045773886136,5.669563545219932,5.534079660153971,4.161759017872947,1.8694590915149938,1.8224767765324428,1.5569720662822129
2025-02-28,69.49788472632554,9.886937748020209,5.670594199604915,5.534019194797476,4.161713546492317,1.869438665804241,1.8224568641504815,1.5569550548048179
2025-03-04,69.32669796884605,9.862584304442032,5.902945805377174,5.52038783313061,4.15146243956456,1.8648338761078922,1.8179677997358064,1.5531199727958775
2025-03-06,69.33123185183247,9.754231302482538,6.005789973927678,5.520748859880887,4.151733940234214,1.8649558340091208,1.8180866926517907,1.553221544981296
2025-03-07,69.26512896123214,9.732799905916993,6.107772955055764,5.5153984698444365,4.147710320165342,1.863148426831951,1.8163247083317908,1.5517162526215837
2025-03-10,69.24460980146992,9.743527187337989,6.176564126916357,5.454458322623368,4.1485686403499225,1.863533983627912,1.8167005755063452,1.5520373621681909
2025-03-11,69.20424714962975,9.777673296852077,6.193759876712508,5.450421624068922,4.145498395782454,1.862154832025145,1.8153560840549046,1.5508887408742442
2025-03-12,69.17547439919588,9.772993294664886,6.234308166932821,5.447812824986838,4.143514187375173,1.8612635270671882,1.8144871789293222,1.550146420847892
2025-03-13,69.15741896753481,9.753041844116636,6.29575816632373,5.426815209873106,4.1424326922658645,1.860777720259095,1.8140135811760203,1.5497418184507366
2025-03-14,69.05331896664089,9.82568799367402,6.287962391706711,5.455939729407982,4.137303290725662,1.8584735968578654,1.8117673638567617,1.5695466671301082
2025-03-17,69.07474129351071,9.833236992963531,6.290012038924407,5.421862165180997,4.138651901237358,1.859079391708354,1.8123579341727258,1.570058282301912
2025-03-18,69.07399077315566,9.834216685246393,6.289943695822712,5.421803254820407,4.138606933388964,1.8590591921839112,1.8123382422926733,1.570041223089276
2025-03-19,69.06798719739949,9.833361942901098,6.298088518726954,5.421332018017509,4.1382472257772935,1.85889761178917,1.8121807226559528,1.569904762732525
2025-03-20,68.9578545557921,9.808836198945766,6.451696906961453,5.4143907779578955,4.13294879223279,1.8565175593358636,1.8098604844957455,1.5678947242783885
2025-03-24,68.90626558589972,9.801497981151632,6.521682561573791,5.410340146675514,4.129856837412231,1.8551286555033675,1.8085064859027569,1.5667217458809855
2025-03-26,68.8678468327106,9.78643444790249,6.604840876975492,5.407408691732192,4.127619179721025,1.8541235013133828,1.8075265927473538,1.5441998768974694
2025-03-27,68.8678468327106,9.78426714982965,6.60700817504833,5.407408691732192,4.127619179721025,1.8541235013133828,1.8075265927473538,1.5441998768974694
2025-03-31,68.86418704243911,9.779720597987925,6.615533988999034,5.4072914996077275,4.127529723848864,1.854083317801367,1.8074874191073527,1.5441664102086197
2025-04-01,68.86351223656492,9.779932553683974,6.615677367339686,5.407408691732192,4.127619179721025,1.8541235013133828,1.8075265927473538,1.5441998768974694
2025-04-02,68.8503476731807,9.784067526869597,6.618474487705141,5.409694953914602,4.129364344581307,1.8549074280857485,1.8082908182624362,1.5448527674004626
2025-04-09,68.83110114038384,9.768513591872457,6.629254721918781,5.418506316523295,4.136090292512471,1.8579287189521758,1.811236179551274,1.5473690382857106
2025-04-10,68.80410297404795,9.78170909462169,6.639527836489273,5.419801063975376,4.137078607751945,1.858372669431236,1.8116689728879611,1.547738780794571
2025-04-16,68.8030168415702,9.78279522709944,6.639527836489273,5.419801063975376,4.137078607751945,1.858372669431236,1.8116689728879611,1.547738780794571
2025-04-22,68.79968894179387,9.786820863490629,6.639311501333728,5.419624471070718,4.136943809681036,1.8583121182368736,1.8116099434360637,1.5476883509570687
2025-04-30,68.79968894179387,9.78790696057902,6.639311501333728,5.419624471070718,4.136943809681036,1.8583121182368736,1.8116099434360637,1.546602253868678
