date,CMB INTERNATIONAL SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,FIRST SHANGHAI SECURITIES LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,2.4898348347762727,2.0794530163635154,0.0,0.0,0.0,1.3780470309429016,0.0,1.0134504730482974,6.960785355130987
2024-03-04,0.0,0.0,2.486557314937955,2.0829772312434267,0.0,0.0,0.0,1.3726021189534388,0.0,1.0120231660219332,6.954159831156755
2024-03-05,0.0,0.0,2.500583690160002,2.0674706857718177,0.0,0.0,0.0,1.379227642927672,0.0,0.9753200891865025,6.922602108045995
2024-03-06,0.0,0.0,2.5117202091805213,2.0674706857718177,0.0,0.0,0.0,1.3801615598708483,0.0,0.9766769119152683,6.936029366738455
2024-03-07,0.0,0.0,2.5152444240604326,2.0771270345427744,0.0,0.0,1.4192529618882461,1.391298078891368,0.0,0.9581042994981361,8.361026798880957
2024-03-08,0.0,0.0,2.5152444240604326,2.0771270345427744,0.0,0.0,1.4192529618882461,1.4031746830366687,0.0,0.898950352738826,8.313749456266947
2024-03-11,0.0,0.0,2.5152444240604326,2.0773032452867697,1.950857164283161,1.8883053105052356,1.41791376023388,1.3976769078240072,0.0,0.806950723298743,12.054251535492229
2024-03-12,0.0,0.0,2.51614309885481,2.0762459808227964,1.950857164283161,1.8883053105052356,1.41791376023388,1.3922672379833434,0.0,0.7409597996724051,11.982692352355631
2024-03-13,0.0,0.0,2.506645339753449,2.0762459808227964,1.950857164283161,1.8883053105052356,1.41791376023388,1.3928663545129285,0.0,0.7410126628956037,11.973846573007055
2024-03-14,0.0,0.0,2.500618932308801,2.071664501478912,1.950857164283161,1.8883053105052356,1.4187948139538578,1.3934478499681138,0.0,0.730404776107071,11.954093348605152
