date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BMI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-09-03,66.72967105593504,10.272604788277482,5.991868899254971,5.585959053879413,1.4979672248137428,4.521953495130624,2.9482463544555126,2.4517291282532048
2024-09-04,66.80087873427667,10.17685608465638,5.998262862637254,5.591919868150544,1.4995657156593134,4.5267789019528335,2.951392447861308,2.4543453848056926
2024-09-05,66.83090640048928,10.136479678914972,6.000959142065122,5.5944334923194186,1.5002397855162806,4.528813734554764,2.9527191284224923,2.455448637717658
2024-09-09,66.64367514037951,10.03524091094631,5.984147053129756,5.578760312217829,1.849034201809756,4.516125959571707,2.944446888033415,2.4485695339117077
2024-09-10,66.75398508330642,9.880156455003197,5.9920369868020895,5.325226503767045,2.126387657301491,4.522080347717681,2.94832906045365,2.4517979056484207
2024-09-11,66.75957996606766,9.878493749949163,5.991028602954396,5.3243303356686935,2.126029813220708,4.521319338933749,2.947832894056681,2.451385299148943
2024-09-17,66.57285717042701,9.811706944056368,5.974272032435598,5.309438482758659,2.4389350244774537,4.508673462680798,2.9395879710158304,2.444528912148274
2024-09-23,66.5672632827562,9.811706944056368,5.974272032435598,5.309438482758659,2.444528912148274,4.508673462680798,2.9395879710158304,2.444528912148274
2024-09-25,66.5672632827562,9.811706944056368,5.974272032435598,5.306641538923249,2.4473258559836837,4.508673462680798,2.9395879710158304,2.444528912148274
2024-09-27,66.5644663389208,9.814503887891778,5.974272032435598,5.306641538923249,2.4473258559836837,4.508673462680798,2.9395879710158304,2.444528912148274
2024-10-03,66.54399315966113,9.836650001076492,5.972434530401957,5.3050093794623745,2.452165301106047,4.507286733617956,2.9386838443129477,2.4437770503611
2024-10-04,66.50049914446332,9.924309214483088,5.961266836183215,5.29508968552922,2.447580063357996,4.498858679741265,2.9331888786650557,2.43920749757684
2024-10-07,66.39920257350265,10.006915828039986,5.958938561279007,5.29302159752559,2.474521771467453,4.4971015733997,2.9320432714907474,2.438254823294874
2024-10-08,66.14315254130926,10.373682016953817,5.930975770464573,5.268183674767058,2.46290988221071,4.47599856834686,2.918284426384956,2.426813119562752
2024-10-09,66.33650212194921,10.16900670161052,5.921459609155813,5.284470986101281,2.470524305419194,4.489836730930937,2.92730670236254,2.400892842470513
2024-10-10,66.33650212194921,10.166221443092573,5.921459609155813,5.284470986101281,2.473309563937141,4.489836730930937,2.92730670236254,2.400892842470513
2024-10-14,66.43273849085368,10.177325961648684,5.929552123580121,5.291692965225101,2.4766896922573602,4.495972729638361,2.9313072821649615,2.2647207546317305
2024-10-15,66.3941703874817,10.173395502057364,5.919151517750077,5.3659363688427675,2.472345506943588,4.488086663505703,2.926165684456882,2.2607483689619294
2024-10-18,66.39604157206807,10.172829043765038,5.9188219372810895,5.3656375915907075,2.4722078458634087,4.487836765238531,2.9260027545072553,2.2606224896859097
2024-10-28,66.4312009115594,10.11887204828747,5.921459609155813,5.368028741639699,2.481665339490983,4.489836730930937,2.92730670236254,2.2616299165731513
2024-11-07,66.41825147151333,10.136392584747945,5.92030533849471,5.366982351308023,2.4811815882402577,4.488961526647918,2.9267360822003488,2.2611890568474626
2024-11-11,66.47007954616076,10.066269423568325,5.924925123271049,5.37117036222027,2.483117725698262,4.492464392621322,2.9290198986631575,2.2629535277968444
2024-11-12,66.46822715072828,10.539746751344845,5.924760006810966,5.371020677858313,2.4830485259024324,4.492339196133244,2.457967227660993,2.2628904635609146
2024-11-18,66.21174488809851,10.499076822113851,5.901898018200388,5.736167391819126,2.4734671374489867,4.4750045180334075,2.4484826209090977,2.25415860337663
2024-12-16,66.20619277331187,10.501852879507172,5.904674075593708,5.736167391819126,2.4734671374489867,4.4750045180334075,2.4484826209090977,2.25415860337663
2024-12-20,66.22457709599855,10.640833648271938,5.742480835025579,5.7377602269890495,2.4741539767929357,4.476247149932898,2.449162522481896,2.254784544507142
2025-01-08,66.22457709599855,10.446455670297185,5.742480835025579,5.7377602269890495,2.668531954767689,4.476247149932898,2.449162522481896,2.254784544507142
2025-01-09,66.22457709599855,10.085467996915499,5.742480835025579,5.7377602269890495,3.0295196281493744,4.476247149932898,2.449162522481896,2.254784544507142
2025-01-10,66.21906072722962,8.474201665902639,5.742002498381938,5.737282283562186,4.648023298980351,4.475874287907004,2.448958512365991,2.2545967256702775
2025-01-13,66.14559686215429,8.464800330381294,5.846572945843484,5.730917304552366,4.6428667511110016,4.470908723292076,2.446241621553108,2.2520954611123853
2025-01-17,66.0906058448715,8.540899329948946,5.841712320054892,5.726152830611682,4.639006842396532,4.467191774159623,2.4442079062089257,2.2502231517478997
2025-01-20,66.02290938757793,8.634580678810408,5.835728667408037,5.72028754528711,4.634255118235794,4.462616039782617,2.441704309608107,2.2479182532900026
2025-01-24,66.0247371980695,8.632051273887907,5.835890226572625,5.720445908523251,4.634383415219437,4.4627395850261244,2.441771906943574,2.2479804857575765
2025-02-13,66.137408424007,8.479324850523968,5.845113909014202,5.729487130074026,4.6417081042171615,4.469792989246155,2.4456311516843106,2.251533441233175
2025-02-14,66.14585686758437,8.477209327339242,5.843655600220773,5.728057669229688,4.640550035469437,4.468677811933532,2.4450209864301335,2.2509717017928215
2025-02-17,66.14773372702827,8.476739354422733,5.843331630414264,5.727740108123811,4.640292765328975,4.46843007031679,2.4448854354959115,2.2508469088692515
2025-02-18,66.13472409857305,8.458507842045162,5.871865254276995,5.728534076918108,4.640935994173601,4.469049475870875,2.4452243410161985,2.2511589171260242
2025-02-21,66.06072703343261,8.573913847532108,5.85803781756531,5.720445908523251,4.634383415219437,4.4627395850261244,2.441771906943574,2.2479804857575765
2025-02-24,66.0488159460515,8.59210364966696,5.857227045884287,5.716886114302844,4.633742001328118,4.462121927204854,2.4414339576890085,2.2476693578724203
