date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BMI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,94.61387869972972,5.386121300270279,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,94.61115519516193,5.388844804838081,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,94.39684462380528,5.603155376194727,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,94.32459292489689,5.675407075103112,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,94.35063637162094,5.649363628379069,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,86.78778480249608,5.714066686006124,0.0,6.093279898795426,1.4048686127023762,0.0,0.0,0.0
2024-03-15,86.55640700305935,5.965143683029346,0.0,6.077271583610397,1.4011777303009063,0.0,0.0,0.0
2024-03-18,86.56535478756076,5.977261600758239,0.0,6.055733775481977,1.4016498361990222,0.0,0.0,0.0
2024-03-20,86.61586937299401,5.922976128553134,0.0,6.058795906596175,1.402358591856679,0.0,0.0,0.0
2024-03-21,81.56252073589776,5.575111017417043,5.8354189611747795,5.706201577214054,1.3207477082963592,0.0,0.0,0.0
2024-03-22,81.55650945884733,5.583572011956839,5.834307569585545,5.705114795873831,1.3204961637364454,0.0,0.0,0.0
2024-03-27,81.55768027675336,5.583217559198752,5.83393719979267,5.704752627414235,1.3204123368409961,0.0,0.0,0.0
2024-03-28,79.45684236436598,5.467230662332076,5.6836612673946165,5.5578043503201,1.2863999386486182,0.0,0.0,2.5480614169386095
2024-04-02,79.41664236628321,5.507430660414846,5.6836612673946165,5.5578043503201,1.2863999386486182,0.0,0.0,2.5480614169386095
2024-04-03,73.42362789540353,6.112062947784219,5.935978868736816,5.273719634592525,1.1120790861350733,0.0,5.724713184827251,2.4178183825205815
2024-04-05,69.24463789976556,6.410372684463071,5.834733285580993,5.04656695581074,1.0922575784846036,4.526270479478614,5.478135053016611,2.3670260633997966
2024-04-08,68.40529165909919,6.643256652993401,6.20985016811929,5.1244094155926545,1.1091054707981653,4.59608745225358,5.562634379247354,2.3493648018963706
2024-04-09,68.67384748545797,6.358453023989304,6.140748592768982,5.147746010160304,1.1141563444902678,4.617018065085634,5.587966653214685,2.360063824832855
2024-04-10,67.95313643271832,5.916515447077491,7.495539955281903,5.095209516500819,1.1027855683073602,4.569898036276259,5.530937387577532,2.335977656260321
2024-04-11,67.98816704026491,5.5238541607856035,7.501281658089652,5.436726944552648,1.103630319590346,4.573398650847398,5.535174173575232,2.337767052294203
2024-04-12,67.98987073471213,5.480520283635314,7.500217716229092,5.481342924761527,1.1034737865405133,4.572749984327268,5.5343890939345535,2.337435475859596
2024-04-15,68.0355159986951,5.127605986262294,7.506819025186741,5.7700863482931215,1.1044450078659764,4.576774685552581,5.539260180839384,2.339492767304794
2024-04-18,68.04652016970614,5.1234576136287195,7.504901319346892,5.768612311387552,1.1041628643063317,4.57560549424629,5.537845111212476,2.338895116165597
2024-04-26,68.01642311798109,5.168777239122153,7.500643256754337,5.765339368646687,1.1035363944317085,4.57300942885325,5.534703099064944,2.33756809514583
2024-04-29,68.85669406904503,5.440692316548431,6.155558190552998,5.8348604993754005,1.116843347073282,4.628152893270258,5.601443110899673,2.365755573234921
2024-04-30,68.84520981868953,5.45217656690394,6.155558190552998,5.8348604993754005,1.116843347073282,4.628152893270258,5.601443110899673,2.365755573234921
2024-05-14,68.73146843803143,5.5998183294046875,6.147439336328872,5.827164628368081,1.11537029003355,4.622048605486073,5.59405510502688,2.3626352673204245
2024-05-20,67.67715744272277,6.2124212258478675,6.253224683554456,5.927438677419646,1.1345636202904308,4.701584976627697,5.690317797394937,2.403291576142198
2024-05-21,67.68231469490152,6.056690466389177,6.28130624329165,5.929167988036052,1.134894625471645,4.70295664848404,5.691977928779381,2.520691404646533
2024-05-22,67.6961397822133,6.037501192758185,6.2825892905343,5.9303791059697435,1.1351264440398712,4.703917295095817,5.693140597228249,2.5212062921605365
2024-05-27,67.69416442395764,6.04024299751009,6.282405965980466,5.930206058830515,1.135093321303484,4.703780035838602,5.692974472655777,2.5211327239234196
2024-05-31,67.76535002458061,5.94143711381944,6.289012397212036,5.93644212487414,1.1362869589017566,4.708726420950211,5.6989610715098395,2.5237838881519736
2024-06-03,67.63332362185183,6.11563778915353,6.278924831091673,5.92692008092318,1.1344643563839576,4.701173631082107,5.689819946799746,2.5197357427139826
2024-06-04,67.79431146274543,5.895567998770034,6.293056505100064,5.940259514776991,1.1370176407263934,4.711754336377754,5.702625750789701,2.525406790713635
2024-06-05,67.63332362185183,6.11563778915353,6.278924831091673,5.92692008092318,1.1344643563839576,4.701173631082107,5.689819946799746,2.5197357427139826
2024-06-12,67.62457453941184,6.0514778512603495,6.278924831091673,5.92692008092318,1.1344643563839576,4.701173631082107,5.689819946799746,2.592644763047142
2024-06-18,67.60904809831689,6.066236568673113,6.279107952535427,5.927092936338944,1.1344974424227967,4.701310738266191,5.689985887318447,2.5927203761281903
2024-06-19,65.87853434278094,8.943017313303939,6.005694391328592,5.6690072974905235,1.0850975932312226,4.496599795086712,5.442224689959165,2.4798245768189124
2024-06-20,65.80892093819155,8.973844986712008,5.998332279747953,5.662057915527991,1.0837674207254777,4.49108761493437,5.435553310630866,2.546435533529786
2024-06-21,66.41636014283124,8.839945957854145,5.99632756269198,5.660165585535956,1.0861903155828483,4.489586637742439,4.965839314574919,2.5455844831864702
2024-06-24,66.86103748790984,9.087313975900729,5.995993573453428,5.659850320171575,1.0861298159065662,4.489336572413807,4.274895557478407,2.5454426967656447
2024-06-26,66.86660738440168,9.0817440794089,5.995993573453428,5.659850320171575,1.0861298159065662,4.489336572413807,4.274895557478407,2.5454426967656447
2024-07-02,66.8507439876782,9.503606432703446,5.993322998353993,5.657329461010136,1.0967808924066296,4.487337052181439,3.9779185158605928,2.4329606598055693
2024-07-03,66.8451765719807,9.614954746653357,5.993322998353993,5.657329461010136,1.0967808924066296,4.487337052181439,3.872137617608177,2.4329606598055693
2024-07-18,66.77294217109204,9.627819243931272,6.029216193532544,5.664898784149879,1.0982483496309858,4.493340963464846,3.8773184120220843,2.436215882176349
2024-07-19,66.50773739280169,9.833671973220296,6.044379663051682,5.679145995940792,1.1010104425531035,4.504641709125896,3.887069861907023,2.442342961399524
2024-07-22,66.54028271722323,9.838070681262792,5.999556603132686,5.681686339490474,1.101502936455861,4.506656684179817,3.8888085903809717,2.443435447874169
2024-08-05,66.53842250738113,9.837795646724896,6.002184493229161,5.681527501439042,1.101472142679222,4.506530695428695,3.888699874281212,2.4433671388366496
2024-08-07,66.84864837992929,10.372367839736258,6.0301688194491065,5.708016810324368,1.10660759891148,4.527541749861182,2.9518898133400144,2.4547589884483085
2024-08-13,66.84583973120108,10.37517648846446,6.0301688194491065,5.708016810324368,1.10660759891148,4.527541749861182,2.9518898133400144,2.4547589884483085
2024-08-14,66.85895215922339,10.434451178837024,6.030338190465999,5.534036020808178,1.2077528746624961,4.527668916176614,2.9519727238843805,2.4548279359419114
2024-08-21,66.8617608868389,10.434451178837024,6.027529462850505,5.534036020808178,1.2077528746624961,4.527668916176614,2.9519727238843805,2.4548279359419114
2024-08-22,66.87682340567996,10.371119867173597,6.013041556579771,5.592409630869494,1.2082279763221035,4.529449994956351,2.9531339607314666,2.455793607687252
2024-08-26,66.8740135731769,10.371119867173597,6.013041556579771,5.595219463372569,1.2082279763221035,4.529449994956351,2.9531339607314666,2.455793607687252
2024-08-27,66.88063598299075,10.35746217288005,6.014900651548654,5.5969493773031935,1.2086015327878137,4.53085039733478,2.95404700223254,2.456552882922207
2024-09-02,66.91738650866948,10.301502378031472,6.019976758388795,5.601672765878321,1.2096214981809261,4.534674081552682,2.9565399874143106,2.458626021884022
