date,OCBC BANK (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HEAD & SHOULDERS SECURITIES LTD,HANG SENG SECURITIES LTD,BNP PARIBAS
2024-03-18,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,79.64045124272839,0.0,0.0,20.359548757271607,0.0,0.0,0.0,0.0
2024-03-27,0.0,61.22759740528161,0.0,23.119976783315856,15.65242581140254,0.0,0.0,0.0,0.0
2024-03-28,0.0,57.04074364635085,0.0,21.563156595794723,14.582084647906182,6.814015109948243,0.0,0.0,0.0
2024-04-09,0.0,54.987236683995235,0.0,20.786867764878306,14.057119325998954,6.568705764813674,0.0,3.6000704603138374,0.0
2024-04-24,0.0,54.96948413715923,0.0,20.795065880621145,14.062663301770048,6.57129639129717,0.0,3.601490289152403,0.0
2024-04-30,0.0,55.13652719224643,0.0,20.858258602728032,14.10539738009483,6.287382210027201,0.0,3.6124346149035014,0.0
2024-05-02,0.0,42.69263957799492,22.534418766309376,16.150711009526646,10.956725887023271,4.868368688616566,0.0,2.7971360705292265,0.0
2024-05-03,0.0,42.77542288452184,22.578114206895318,16.1820281000918,10.97797156324762,4.683903378598217,0.0,2.8025598666452085,0.0
2024-05-06,0.0,42.714644111872715,22.546033400261766,16.15903536873874,11.104461244991453,4.677248110704622,0.0,2.7985777634307007,0.0
2024-05-08,0.0,42.71285911549044,22.54509122717591,16.158360101034326,11.108176088422262,4.67705265382724,0.0,2.7984608140498244,0.0
2024-05-09,0.0,41.96252758480899,22.149044388819803,15.874508181050956,10.878827826315911,4.6496311298010635,0.0,2.749300597907877,1.7361602912954004
2024-05-10,0.0,41.96827090946327,22.152075882870058,15.876680892263991,10.880316789056259,4.636580721356996,0.0,2.7496768890136516,1.7363979159757688
2024-05-16,0.0,41.96884532839836,22.152379077916287,15.876898196096938,10.88046570774764,4.635275484029825,0.0,2.7497145237895473,1.7364216820214065
2024-05-20,0.0,41.96941976305777,22.15268228126228,15.877115505878434,10.879245913661615,4.635338927826602,0.0,2.74975215959567,1.7364454487176242
2024-05-24,0.0,41.952767539657316,22.143892752687673,15.869447762645928,10.91597456455475,4.6334997625534395,0.0,2.7486611393357765,1.7357564785651178
2024-05-27,82.72061219244732,7.249578146490121,3.8265385192134294,2.7413477992140693,1.8863168103518286,0.8006842120396845,0.0,0.4749778118690009,0.2999445083745508
2024-06-28,82.7180698319618,7.249355335747697,3.8264209132133074,2.741263545796003,1.8846039116268076,0.8053879581094078,0.0,0.4749632137562888,0.29993528978869016
2024-07-02,82.71415881327657,7.249012576732267,3.826239995020711,2.741133935265069,1.8845148050854243,0.810078009291184,0.0,0.47494075687343884,0.2999211084553357
2024-07-15,82.71591872591672,7.249166814278116,3.8263214060902073,2.7411922584872386,1.8824271977753029,0.8100952453551,0.0,0.47495086220792254,0.29992748988938994
2024-07-22,82.71591872591672,7.249166814278116,3.8263214060902073,2.7411922584872386,1.8753348504053486,0.817187592725054,0.0,0.47495086220792254,0.29992748988938994
2024-07-24,82.71709204261713,7.249269642955089,3.826375682061217,2.74241321667656,1.8755978667675421,0.8171991844460271,0.0,0.4721206201468181,0.2999317443296261
2024-07-25,82.71044368807098,7.24868698568805,3.8260681385834077,2.742192796266143,1.883484577952629,0.8171335023750204,0.0,0.4720826736330593,0.2999076374307167
2024-08-02,82.7123989755247,7.248858345749574,3.8261585874154402,2.7422576221204267,1.881165088622698,0.8171528195351512,0.0,0.4720938337391804,0.299914727292826
2024-08-05,82.7127900441091,7.24889261873412,3.826176677695023,2.7422705876590836,1.8807011775967102,0.8171566830767764,0.0,0.47209606582372327,0.29991614530547334
2024-08-20,82.71376773174894,7.248978302613384,3.826221904142392,2.742303002042122,1.8807234079953536,0.8171663420906777,0.0,0.4709196189713713,0.2999196903957562
2024-08-22,82.71357219237193,7.24919757054782,3.826212858767384,2.742296519104211,1.8807189618735822,0.8171644102696299,0.0,0.47091850569444726,0.29991898137099504
2024-08-27,82.707119911551,7.256432830829519,3.8259143853827746,2.7420825993475555,1.8805722516473686,0.8171006652987362,0.0,0.47088177050864916,0.2998955854343907
2024-08-28,82.70790195258125,7.256501444368632,3.825950561494708,2.74210852723748,1.8831903088135675,0.8135625614400738,0.0,0.4708862229531948,0.2998984211110876
2024-08-29,82.73528270895258,7.259376669816106,3.8272171565568476,2.7094380092572354,1.8838137459196862,0.8138318943304232,0.0,0.47104211157622733,0.29999770359088374
2024-09-11,82.73665222266531,7.259496833977871,3.827280508324145,2.7094828584725397,1.8821896327467427,0.8138453656561095,0.0,0.4710499087168178,0.3000026694404633
2024-09-12,82.7425220807185,7.260011868304354,3.827552039655303,2.7096750862138066,1.8823231671075924,0.8139031049608229,0.0,0.46398869952447963,0.3000239535151495
2024-09-23,82.74422369872346,7.261385650520351,3.8282763116011704,2.7101878268968926,1.882679351386439,0.8140571165012201,0.0,0.4591093185553211,0.3000807258151386
2024-10-02,82.74422369872346,7.261385650520351,3.8282763116011704,2.711843553445006,1.8810236248383259,0.8140571165012201,0.0,0.4591093185553211,0.3000807258151386
2024-10-04,82.7506828595549,7.261952487160774,3.8285751536386985,2.712055244761673,1.8733642835490685,0.8141206632432936,0.0,0.4591451574428615,0.3001041506487259
2024-10-08,82.76477907501794,7.2638993022500316,3.82922733460467,2.7170124628112466,1.854992704168546,0.8149691184940759,0.0,0.45496473058046216,0.3001552720730177
2024-10-09,82.76419163682529,7.264557513725946,3.829200155961655,2.716993178317185,1.8549795380177543,0.81496333410135,0.0,0.4549615013848787,0.300153141665947
2024-10-21,82.79357376523812,7.267136505407122,3.8305595608984486,2.6824567230907026,1.855638074589082,0.8152526543600361,0.0,0.45512301733751725,0.3002596990789722
2024-10-25,82.7933778153061,7.267119306066166,3.830550495002977,2.6824503744432335,1.855633682797086,0.8161974163813784,0.0,0.4544119215573503,0.30025898844570753
2024-10-29,82.8012165361214,7.26780734321207,3.8309131642972076,2.6827043437840317,1.8558093706933738,0.8068068810708404,0.0,0.45445494442079937,0.30028741640027123
2024-10-30,82.81082099219182,7.268650366289221,3.8313575277828575,2.683015521772685,1.8560246337090822,0.7953010517406642,0.0,0.45450765853216474,0.30032224798149637
2024-10-31,82.81983944823428,7.269441953705345,3.831774779164178,2.683307713750188,1.8453363309357544,0.795387663459878,0.0,0.45455715637906835,0.300354954371308
2024-11-04,82.8216041585252,7.269596849671221,3.8318564259342067,2.683364889189886,1.8453756510314598,0.793273829365731,0.0,0.4545668420014629,0.3003613542808278
2024-11-12,82.81611419568192,7.269114972786611,3.8316024251862992,2.6831870180451975,1.845253327347211,0.7998499062965468,0.0,0.45453671030940346,0.30034144434680377
2024-11-18,82.81532997468922,7.269046138446635,3.8315661421140166,2.6831616098066275,1.8452358538589868,0.8007892746904715,0.0,0.4545324061080576,0.3003386002859839
2024-11-27,82.82180024208867,7.269614060741565,3.8318654980123235,2.683371242166925,1.8375671339402317,0.8008518394443574,0.0,0.454567918207208,0.3003620653987211
2024-12-03,82.82376112879047,7.269786175927388,3.831956221156184,2.6839082930507567,1.8347695233765737,0.800870800390841,0.0,0.45457868054494116,0.3003691767628552
2024-12-05,82.81689843152715,7.269183808430254,3.8316387089457553,2.690788110341517,1.834617496136863,0.8019881415646968,0.0,0.4545410145922675,0.30034428846148786
2024-12-10,82.81708749994087,7.2692004037517135,3.831647456458235,2.6907942533274203,1.834621684511776,0.8017616755764734,0.0,0.4545420522953235,0.30034497413819466
2024-12-13,82.81708749994087,7.2692004037517135,3.831647456458235,2.692214697240843,1.834621684511776,0.8003412316630506,0.0,0.4545420522953235,0.30034497413819466
2024-12-17,82.81316645133296,7.2688562369984,3.831466043704193,2.6920872319434097,1.8345348227176796,0.8050379276669792,0.0,0.4545205315979024,0.3003307540384751
2025-01-03,82.81336249494518,7.2688734445620575,3.8314751139339096,2.69209360492162,1.834539165612038,0.804803103429347,0.0,0.4545216075843748,0.300331465011481
2025-01-08,82.81120606625987,7.268684165842615,3.83137534376888,2.6953376375750677,1.8344913949049702,0.8040719751416927,0.0,0.4545097720133611,0.3003236444935508
2025-01-10,82.81316645133296,7.2688562369984,3.831466043704193,2.6930341497175716,1.8345348227176796,0.8040910098928169,0.0,0.4545205315979024,0.3003307540384751
2025-01-13,82.81375458495417,7.268907859933785,3.8314932545221754,2.6930532754676713,1.833837658088108,0.8040967204938928,0.0,0.4545237595726028,0.30033288696759136
2025-01-14,82.81277436689308,7.2688218221154965,3.83144790337359,2.6942050409820717,1.8338159520224602,0.8040872028704951,0.0,0.45451837964024056,0.30032933210256174
2025-01-22,82.81512692922443,7.269028316301239,3.8315567479338757,2.694281578513157,1.8338680474432976,0.8012692249721055,0.0,0.4545312916918778,0.3003378639200151
2025-01-27,82.81591114637163,7.26909715030368,3.831593030828242,2.6943070919898804,1.8329384640832658,0.8012768125842852,0.0,0.4545355958721176,0.30034070796688883
2025-02-05,82.77475981458593,7.265485126666267,3.8296891073684045,2.6929682873623606,1.8296614780800857,0.8529349810952925,0.0,0.454309736555288,0.3001914682863587
2025-02-07,82.7757391329255,7.265571085512251,3.8297344168901235,2.6930001482005865,1.828500012759866,0.8529450722737061,0.0,0.4543151115495235,0.30019501988845243
2025-02-10,82.7698635704566,7.265055362943872,3.8294625758405427,2.6928089944789133,1.835468392467285,0.8528845287846695,0.0,0.45428286349174185,0.30017371153638356
2025-02-17,82.77045108916805,7.265106931906068,3.829489758208872,2.692118286617272,1.83548142102597,0.8528905827467972,0.0,0.4542860880915066,0.30017584223546423
2025-02-20,82.75674449208317,7.262721006061914,3.828855603477736,2.6904896372167,1.8351774695074787,0.8716747984933148,0.0,0.4542108593560243,0.3001261338036508
2025-03-07,82.75713604614444,7.262282230244383,3.828873719269636,2.690502366960369,1.8351861524395556,0.8716789227228208,0.0,0.4542130084027002,0.30012755381608974
2025-03-10,82.76496790553252,7.262969508417373,3.829236071110416,2.6907569871324535,1.8353598283372912,0.8622977489758272,0.0,0.45425599360716706,0.30015595688695795
2025-03-14,82.76575117300202,7.263038243389329,3.829272310066625,2.690782451800292,1.8344308221255219,0.8623059095514051,0.0,0.45426029257509537,0.3001587974897245
2025-03-20,82.76594699218585,7.263055427335596,3.8292813699128505,2.690788818042561,1.8344351622872592,0.862071355257283,0.0,0.4542613673297914,0.300159507648817
2025-03-21,82.76614281229627,7.263072611363178,3.8292904298019472,2.690795184314955,1.8344395024695335,0.8618367998532732,0.0,0.454262442089573,0.30016021781126995
2025-03-24,82.77534740280895,7.263880352390846,3.829716292952781,2.680209851731613,1.8346435142050903,0.861932646470765,0.0,0.45431296153656725,0.2999569779033967
2025-03-25,82.77182199859794,7.263570983536639,3.8295531852356928,2.6800957015239226,1.8345653766898327,0.8661549393524535,0.0,0.45429361233565213,0.299944202727862
2025-03-26,82.77201784650934,7.263588170003871,3.8295622464110397,2.6801020429470404,1.8345697174882911,0.8661569887773872,0.0,0.45429468724801947,0.29970830061501286
2025-03-27,82.76516372101003,7.262986692038396,3.8292451307851647,2.6798801109918786,1.8344178017635322,0.8743659924830628,0.0,0.4542570683415209,0.29968348258642
2025-03-28,82.77848134755999,7.2641553690524105,3.829861289254831,2.680311326746337,1.8347129753622078,0.874506685490028,0.0,0.43847593259123896,0.29949507394296354
2025-04-09,82.7808319618608,7.261522001067888,3.829970043686781,2.680387438050057,1.8347650746818327,0.8745315183679403,0.0,0.43848838374739607,0.29950357853730225
2025-04-10,82.4175552616132,7.229655424122411,3.8131625431272473,2.668624783812316,1.8267133628753234,0.8706937105478694,0.4388415671093617,0.4365641144525665,0.2981892323397005
2025-04-22,82.41872032547677,7.229757623347489,3.8132164464233447,2.6686625077934645,1.8255611760958472,0.8707060187724359,0.43884777062328595,0.436570285772163,0.29795784569519457
2025-04-23,82.42240991169336,7.230081273289773,3.813387150248714,2.668781974103626,1.825642899827134,0.8665039734052943,0.438867416241166,0.43658982943533314,0.2977355717555942
