date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2024-03-20,22.89648278702084,0.0,0.0,3.5126373993812408,1.040064480478113,0.5413262845940229,0.0,0.7503950837155116,0.0,28.740906035189727
2024-03-25,22.89648278702084,0.0,0.0,3.5126373993812408,1.025985773466565,0.5413262845940229,0.0,0.7503950837155116,0.0,28.726827328178178
2024-03-26,22.924640201043935,0.0,0.0,3.5126373993812408,1.0119070664550167,0.5413262845940229,0.0,0.7503950837155116,0.0,28.740906035189727
2024-03-28,22.938718908055485,0.0,0.0,3.5126373993812408,1.0119070664550167,0.5413262845940229,0.0,0.7503950837155116,0.0,28.754984742201277
2024-04-02,22.9288638131474,0.0,0.0,2.893174290873126,0.5402703815681568,0.555404991605571,0.0,0.7574344372212857,0.0,27.675147914415536
2024-04-03,23.956609424990408,0.0,0.0,2.0484518701802426,0.5121129675450606,0.555404991605571,0.0,0.7574344372212857,0.0,27.83001369154257
2024-04-05,24.48456093792346,0.0,0.0,1.8231925579954738,0.49099490702773857,0.555404991605571,0.0,0.7574344372212857,0.0,28.111587831773534
2024-04-09,24.48456093792346,0.0,0.0,1.8231925579954738,0.49803426053351263,0.555404991605571,0.0,0.7574344372212857,0.0,28.118627185279305
2024-04-10,24.48456093792346,0.0,2.1669593864499483,1.8231925579954738,0.49803426053351263,0.5413262845940229,0.0,0.7574344372212857,0.0,30.271507864717705
2024-04-17,24.48456093792346,0.0,2.1669593864499483,2.315947303399656,0.4839555535219645,0.5413262845940229,0.0,0.7574344372212857,0.0,30.75018390311034
2024-04-18,24.48456093792346,0.0,2.1669593864499483,1.8231925579954738,0.9907890059376947,0.5413262845940229,0.0,0.7574344372212857,0.0,30.764262610121882
2024-04-19,24.48456093792346,0.0,2.1669593864499483,1.837271265007022,1.018946419960791,0.5413262845940229,0.0,0.7574344372212857,0.0,30.80649873115653
2024-04-23,24.48456093792346,0.0,2.1669593864499483,1.8231925579954738,0.49803426053351263,0.5413262845940229,0.0,0.7574344372212857,0.0,30.271507864717705
