date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,47.32195828321255,25.42360462654082,5.9918287461157185,13.693619076633523,4.597942248872172,2.9710470186252183,0.0,0.0,0.0,0.0
2024-03-04,44.61490054718081,23.77805450852881,5.539318224444783,12.750035250432298,4.265117939417517,2.774754249644159,2.4706078199314896,3.8072114604201355,0.0,0.0
2024-03-05,44.64742938021272,23.815510848137453,5.447316195151057,12.769423507654901,4.291833782594848,2.778171942696308,2.4384135020250377,3.8119008415276725,0.0,0.0
2024-03-06,44.86279596919707,23.557345652526394,5.535346885085532,12.72532662044133,4.296351106480893,2.7560498578765515,2.4433470135807283,3.8234368948115023,0.0,0.0
2024-03-07,45.04554538814359,23.430668647857686,5.5042017486873975,12.68144919211925,4.295294390402839,2.765727044113036,2.4483606225874532,3.82875296608875,0.0,0.0
2024-03-08,45.300538900931315,22.51970090794805,5.718015147388117,13.110668526564858,4.31489295188467,2.77557683516125,2.4547874158307734,3.805819314290968,0.0,0.0
2024-03-11,45.594199020337534,22.091345315185453,5.878233422421462,13.043662842766901,4.331769593108607,2.804212224852835,2.461128178848304,3.795449402478901,0.0,0.0
2024-03-12,46.141757703618275,20.479999202893463,6.36569826839954,13.474641962113381,4.360110971720444,2.846903133953191,2.4889113430643874,3.8419774142373186,0.0,0.0
2024-03-13,44.98738771887968,20.073682751871978,6.212913389692696,13.123429012727222,4.264798081734518,2.779429945955429,2.4288337630978067,3.7611446878119286,2.3683806482287366,0.0
2024-03-14,45.04136443787288,19.956270391558036,6.1092270958139645,13.22401919717029,4.270174047025925,2.771719198234374,2.428193099601187,3.8312766020238516,2.3677559306994955,0.0
2024-03-15,45.13247097678798,19.94063429846085,6.16254379717548,13.167121485714798,4.269186896084308,2.7838997271323813,2.4312346496835104,3.7428829155806453,2.3700252533800508,0.0
2024-03-18,45.34172780984955,19.8930397986261,6.198382073083315,13.175192639520683,4.2549126908133506,2.7970834546940306,2.4377443795324703,3.5255460613044125,2.376371092576085,0.0
2024-03-19,45.54015866170481,19.613272786539966,6.266231677809913,13.168983678176483,4.253642695270571,2.8050175929710477,2.440594491573392,3.531627900046948,2.38047051590687,0.0
2024-03-20,45.41055131575088,19.726060550154383,6.299898906902553,13.130509759923143,4.258509858706279,2.8082276110533577,2.4413124618972724,3.5417348466306913,2.38319468898144,0.0
2024-03-21,45.421276306056086,19.722677838475335,6.3019739957207745,13.065337157795426,4.258347173135568,2.812270819117344,2.44193799136331,3.5930745373286075,2.383104181007551,0.0
2024-03-22,45.549965009342756,19.767813806865934,6.373180026335651,13.017546644092127,4.267711343881659,2.818455890904971,2.4473085842929962,3.36967331447831,2.3883453798055925,0.0
2024-03-25,45.53015179604224,19.77010148539653,6.3597816569288605,13.03760291607802,4.29441983811655,2.810963508599675,2.4434611228462253,3.366508756000291,2.387008919991614,0.0
2024-03-26,45.50724922802913,19.90701467353527,6.373657819685871,12.901728508018195,4.285213169145827,2.8289542135498658,2.443821342623908,3.362406663637871,2.389954381774063,0.0
2024-03-27,45.45749385825713,20.085706107862638,6.4235907459985215,12.711965782499718,4.2634638806246095,2.861089524125058,2.44397272516037,3.362614947950835,2.3901024275211187,0.0
2024-03-28,45.55462116986133,20.13443029128803,6.453735153300186,12.698097686740914,4.276715406830409,2.855555513415245,2.450286606138141,3.1790269250905867,2.397531247335162,0.0
2024-04-02,45.427714143728636,20.23694871710777,6.52245561380109,12.608192252088518,4.28797879797294,2.8558507843707526,2.4505399713639484,3.212540562029844,2.397779157536499,0.0
2024-04-03,45.28839204855259,20.270623053592406,6.5976574985931125,12.520609987789664,4.280769455868055,2.8546779898901793,2.447450402214396,3.3430250870175096,2.3967944764820888,0.0
2024-04-05,45.247497452715606,20.385087194306738,6.614352238435452,12.387186811084282,4.287010852735022,2.8612435713421274,2.4552076531555667,3.3658879400350195,2.3965262861901855,0.0
2024-04-08,45.039116233114015,20.508064571759775,6.739729965465624,12.294557839826396,4.280089561256046,2.8695199919018197,2.460562358315931,3.4097382545501334,2.3986212238102547,0.0
2024-04-09,45.07324581627712,20.52477480659634,6.745221584143918,12.179102450314879,4.283577033291246,2.8830166347056654,2.464734738675466,3.4457512847551803,2.4005756512401852,0.0
2024-04-10,44.971942664066646,20.53528079797678,6.808657122835775,12.207371524938331,4.2906693049656175,2.8902027484549375,2.468815943180891,3.422509274970223,2.4045506186108,0.0
2024-04-11,44.8467667895014,20.710989416199922,6.908544560152734,12.171028014029167,4.193280238069546,2.849285144917365,2.477979340807411,3.4306930792552195,2.4114334170672365,0.0
2024-04-12,44.763059314889134,20.694460882275592,7.0445514450519555,12.137940683052555,4.1899600205816805,2.853862873968579,2.476977090908388,3.429200172259641,2.4099875170124805,0.0
2024-04-15,44.623641498829556,20.769964492689915,7.097044110255625,12.142066647422975,4.193049125708019,2.854814012389728,2.47828633281564,3.4303430597008697,2.4107907201876677,0.0
2024-04-16,43.79397348302167,20.46111901510964,7.013869530824296,11.89072127150432,4.110761896128373,2.799919713806683,2.4321344658530855,3.3107736298993884,2.364434402388724,1.8222925914638162
2024-04-17,43.909744276349606,20.371868630423172,7.014148590551077,11.82485393578694,4.113847144342188,2.8023376477715556,2.4339598546024552,3.313258463291857,2.3662089802409514,1.8497724766401995
2024-04-18,44.01130961812273,20.29354345685181,7.000835889636522,11.735167023903257,4.108402565671596,2.7916749976178075,2.4291582904813502,3.3088736992425787,2.3589683363556717,1.9620661221166784
2024-04-19,44.04972972249926,20.170378177867406,7.036835451395608,11.69989210494343,4.108197592719897,2.792325909933747,2.429037096967087,3.3245124598629374,2.3588506446993316,2.0302408391113005
2024-04-22,44.09846702366816,19.8986979178339,7.027299573709284,11.68128002134361,4.134627614495837,2.7983814305778387,2.4274354495854324,3.3854940519740278,2.3572952765398605,2.1910216402720497
2024-04-23,44.14153078981348,19.920646018317836,7.115424370996966,11.482647028061109,4.128289751796282,2.8022098947733745,2.4274115500888502,3.3861979068160424,2.355203399697506,2.240439289638557
2024-04-24,42.77731920127387,19.73270029413664,7.1283418537882035,11.58409420770406,5.545960183336562,2.8027411295641884,2.4319801185184673,3.392570982223444,2.3596360670368335,2.2446559624177325
2024-04-25,42.76026362103645,19.74568598888557,7.16103575859133,11.57655454225047,5.540371850683372,2.8015329286654103,2.4323723455755566,3.3771483597437113,2.36001662652551,2.245017978042619
2024-04-26,42.77183861943079,19.74698062595838,7.127545849404739,11.608074621385486,5.53403725924391,2.7941129576249386,2.432968579679568,3.376780468929965,2.3613626273066695,2.2462983910355607
2024-04-29,42.639124697226464,19.804578346421884,7.208445524555773,11.622791989599083,5.531768313616884,2.7880557019909733,2.4270355556084255,3.3741407641964622,2.3595166973854997,2.2445424093985444
2024-04-30,42.662609381403115,19.764436214997865,7.261157366508063,11.566277865232443,5.529824820997878,2.7849512736480824,2.42503031206278,3.4015590393300177,2.3595651883343525,2.244588537485407
2024-05-02,42.60926825798689,19.77960564035188,7.251725985498708,11.640558857364216,5.523002967573146,2.7830945389646278,2.421643951751756,3.3926259764723783,2.356654317125594,2.241819506910801
2024-05-03,42.60892535348926,19.99082900497868,7.275427965551856,11.585193823153032,5.530666909923313,2.780714166418859,2.422596393868482,3.3949080299953236,2.3575811985627153,2.0531571540584754
2024-05-06,42.64895332544461,20.012761930733838,7.283410196872314,11.651376316521308,5.547329365924151,2.782816265120015,2.4234358870830595,3.2735545398164665,2.3601678173255967,2.0161943551586483
2024-05-07,42.6187860411394,19.99502209747213,7.276953992430553,11.724557538878503,5.543462205145825,2.7786906458441147,2.419786818453629,3.2702578095316923,2.3580757031189763,2.014407147985171
2024-05-08,42.517659374351126,20.099619118732264,7.318819821473793,11.710874066765891,5.5449286568571505,2.7600991806753603,2.4166007966675767,3.2639603109899795,2.3553553830887837,2.0120832903980803
2024-05-09,42.43231280068197,20.40321145992432,7.179197053977507,11.630481807125125,5.540168215800607,2.7686758162632237,2.4211379150942363,3.261144301914392,2.353323280519191,2.0103473486994266
2024-05-10,42.353864100954475,20.802630982860332,7.006625708456498,11.660545189610524,5.504143123590532,2.7736853084219515,2.4217760791566136,3.112619193931033,2.3535604015599803,2.0105499114580656
2024-05-13,42.302322399322975,20.832356236648707,6.885186987622475,11.798274949380735,5.511974510190586,2.779628348929621,2.419074965981014,3.109653733938114,2.352893451149673,2.0086344168361023
2024-05-14,42.283982384525636,20.754464781090896,6.900277467012368,11.858236355524705,5.528777456446473,2.7811860348904096,2.419179881912617,3.1100472575208262,2.354145287712164,2.0097030933639086
2024-05-16,42.26588811974917,20.79176605813786,6.988981914156319,11.807079489368485,5.517944925334467,2.7756319375950618,2.419482999943345,3.0745090891423583,2.351376257848017,2.00733920872491
2024-05-17,42.48147562366724,20.861689002685164,6.968938877348741,11.731792021182178,5.496911054210734,2.7726253937782315,2.4154778015458187,2.9136359560335756,2.3506958856689035,2.0067583838794176
2024-05-20,42.6105656804122,20.9411597864091,6.791826761881162,11.752622876881956,5.484561260650645,2.769123845076264,2.4139427937999285,2.897423474413614,2.3351181541135935,2.0036553663615444
2024-05-21,43.22784637993117,20.759991978728838,6.699183597528774,11.561055298845822,5.441724793170325,2.7470756618362007,2.3916505801461585,2.871243391385072,2.3136537082100768,1.9865746102175619
2024-05-22,43.165885687093954,20.816732374907822,6.7134502072858,11.523564338683032,5.458002156374311,2.754878539579657,2.3944180228920784,2.870387122756754,2.3149736216870305,1.9877079287395585
2024-05-23,43.631521516079715,20.896546674651624,6.936710330427956,10.949723764185041,5.419884385990781,2.7553392089374737,2.394074519946594,2.7169344193145495,2.3131355106747726,1.986129669791491
2024-05-24,43.78724068066152,21.006158106157287,6.967329924259891,10.527033803263556,5.5024988226929725,2.764607358588942,2.402942561041051,2.726998385945782,2.3217037405250993,1.993486616863892
2024-05-27,44.389217047559455,21.46781969967054,7.2936700858387535,9.079672080830676,5.5484245655233755,2.818032090582508,2.4507642627119286,2.781269222620782,2.3679086833513026,1.8032222613106854
2024-05-28,44.3835354231337,21.493478035004518,7.27463958437223,9.077437861868475,5.550672043525539,2.8173825877664127,2.4515575723592393,2.7820709697664157,2.3668272214453214,1.802398700758146
2024-05-29,44.148257408373745,21.27162851729726,7.192535970691116,9.594817093774873,5.550360625615721,2.835692213232371,2.452229794402609,2.7841092442308266,2.367476210255147,1.8028929221263292
2024-05-30,44.265038503652015,21.253690480550127,7.157451524752966,9.540833772990572,5.542490784720034,2.846638916318407,2.4501251400349653,2.776941011774637,2.3654442966238958,1.8013455685823798
2024-05-31,44.44310182573692,21.341316407753244,7.15367837118394,9.257949475308845,5.546764576123071,2.8576482211637235,2.4516322602207543,2.7792334736517206,2.3665146892551285,1.8021606996026562
2024-06-03,43.62549092716495,21.18756244980859,7.0793915127074,10.775715093334075,5.27457782492365,2.8123107126788662,2.414869021736842,2.7341685707651613,2.325208723407603,1.7707051634728677
2024-06-04,43.53492487874393,21.251951937487252,7.158583205949644,10.722457656614552,5.262432563288034,2.824131742045246,2.415248375063573,2.7342435025572835,2.325272447370553,1.770753690879933
2024-06-05,43.4259629241264,21.300280018289925,7.140202379977496,10.869222368687016,5.267297411840851,2.845628572521702,2.417951340614213,2.7540115621936554,2.327422042289719,1.652021379459026
2024-06-06,43.52457108570656,21.236421446245572,7.024851778136183,10.872559663852218,5.282621701323622,2.878585766310846,2.4265578194063835,2.7628098159049217,2.3341932735941167,1.6568276495195786
2024-06-07,44.54374837206961,21.66509112953141,7.207799924425319,8.856441578313296,5.397938714404453,2.9511068174054214,2.4776115897030384,2.8252715257729006,2.383303732147799,1.6916866162267525
