date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD
2024-03-01,14.900947632925643,19.429458401893022,17.462027799771253,29.0028851888065,6.6827838177056025,4.484491622195974,3.1766819749332744,2.1139956622230898,1.9315338853710395,0.8151940141746026
2024-03-04,14.695903280241348,19.27269222131838,17.603506551864363,29.039094342728873,6.668741112866769,4.497347044178751,3.1461965988199587,2.2809030730068534,1.8941964832748202,0.9014192916998877
2024-03-05,14.882681984794957,19.387412935934755,17.430303144124323,29.0150982436853,6.608163909445396,4.4895952948595665,3.1468504661235124,2.246132516942441,1.9092371384400615,0.8845243656496881
2024-03-06,14.860793693150997,19.28026318566711,17.2314172743547,28.934106691813138,7.050034922597429,4.47031588884996,3.1385534022506394,2.179115324153868,1.902030933177148,0.9533686839850101
2024-03-07,15.047865105471109,19.26823284310522,17.24657736879309,28.94047652814936,6.842189289147288,4.4776567630070225,3.15864596278159,2.177148005199638,1.9436561683665206,0.8975519659791582
2024-03-08,15.03966461271819,19.267440929563023,17.322363391942844,28.94131772519135,6.782832399264306,4.471571496556512,3.1627208063008547,2.1775817701895663,1.9517168315774964,0.8827900366958588
2024-03-11,15.054919613897672,19.224169429597527,17.354116983301065,28.94531243124645,6.756442952603813,4.473251029685517,3.1606076743557607,2.1833875984111595,1.9715819404878536,0.876210346413184
2024-03-12,14.648217122416149,19.087177017656703,17.730431592612117,28.922662074041767,6.89797102447101,4.469824221614636,3.1630849662241562,2.198904691309956,1.900294773194184,0.9814325164593243
2024-03-13,14.65747580135965,19.09731462284431,17.79072964459002,28.912188577808873,6.853636696209363,4.476529690026576,3.1411187435019494,2.1943634326609924,1.9023862759442889,0.9742565150539784
2024-03-14,14.570234750800381,18.935184997547957,17.848972994476433,28.91839372301856,6.9051530009549404,4.46978234647294,3.1913186131754383,2.194557243286031,1.8775507563610492,1.0888515739062687
2024-03-15,14.617631213275809,18.846396869043847,18.04343047474614,28.895403933764584,6.772088489058158,4.488530711144521,3.20373344609041,2.203724963761411,1.8643359978725165,1.0647239012426035
2024-03-18,14.713903766149924,18.87443129983324,17.980370321004795,28.87178397103463,6.660279475499404,4.462860541622856,3.2257601255517216,2.228980778443663,1.8790020466770987,1.1026276741826702
2024-03-19,14.837192112142905,18.868218699843336,17.852369580338497,28.948986640836043,6.545576769989335,4.48034028410449,3.2411125331135526,2.2385898879228496,1.8899219863655676,1.0976915053434204
2024-03-20,14.840387278261607,18.855271768739385,17.91577484966042,28.979180048230457,6.623760436245139,4.484656771515269,3.244804190754158,2.2389415154637824,1.9016312905601618,0.9155918505696206
2024-03-21,14.948334936937425,18.906240298257842,17.710571932096318,29.027041071292658,6.580294246954529,4.487038691549195,3.2606497588459864,2.2388510082801556,1.9190399631659276,0.9219380926199662
2024-03-22,15.059650606525771,18.978690141217996,17.455988579679488,29.0899756516738,6.504081042197263,4.5417795126327505,3.2741271533262957,2.2448865791316868,1.9537371108273416,0.8970836227876052
2024-03-25,15.159845539588446,18.993329525960092,17.068042253727292,29.16418755061872,6.455372392349325,4.5210884021505455,3.288632178987961,2.2828290963081104,1.967444830855903,1.099228229453605
2024-03-26,15.193957273582475,18.9932981850965,17.027488858525146,29.081244484793416,6.393936192470254,4.515955012193113,3.310540174804754,2.277436536189457,1.926097308117718,1.2800459742271586
2024-03-27,15.291465656326327,18.967164506903007,16.90903766323978,29.125243217620948,6.276100179242139,4.503338856559233,3.397255678174712,2.2822872188980754,1.9262156585564336,1.3218913644793397
2024-03-28,15.45324170597694,18.961061945578823,17.023865924222253,29.111756700267726,6.318807872105311,4.495463076563438,3.4007474349290425,2.2726891367313278,1.9323177785111187,1.0300484251140227
2024-04-02,15.446635615397739,18.914986946662964,17.081944955987208,29.098710145545866,6.3187479118869545,4.499667775540105,3.403337009817057,2.2680391829068225,1.9364676323927792,1.0314628238625063
2024-04-03,15.451045981907905,18.90692002827416,17.085021167788103,29.10725522851449,6.273586790399992,4.49393229480688,3.4076217103632724,2.3108347566663467,1.9433484705395137,1.0204335707393408
2024-04-05,15.351395228443817,18.8949955539013,17.069164445581777,29.071664286942077,6.428890872557528,4.496086698859689,3.4036879315739164,2.3067472767799058,1.9458242199153633,1.0315434854446304
2024-04-08,15.335515601378392,18.86598954397199,17.21393690627493,28.97971383182804,6.464487561072612,4.474869728857497,3.3973758894145725,2.319598668395592,1.939972064100669,1.0085402047057062
2024-04-09,15.344877423894854,18.877506603476153,17.13779141546187,29.005368245459014,6.4568013081671465,4.476430420193445,3.4160009672708465,2.321483133433216,1.9677005580036993,0.9960399246397516
2024-04-10,15.356511826910193,18.91183933760686,17.077369379113634,29.017286445213564,6.419937878456724,4.4840866014115095,3.4147164670694785,2.322288894812541,2.0030806360140008,0.9928825333914935
2024-04-11,15.226257092127637,18.912237806308102,16.985772131426593,29.01201415377696,6.638895042973035,4.485401567933733,3.434795009008092,2.2405582667148507,1.9387864766353926,1.1252824530956032
2024-04-12,15.276079628913209,18.92887147463969,17.028987248869115,29.013214450259888,6.541995613380233,4.478645641086335,3.390924120191334,2.2378046779447396,1.9320564137727865,1.1714207309426694
2024-04-15,15.31512867163248,18.896169293952994,17.11569493971773,29.003719862379064,6.5048085992360685,4.483036872658562,3.389440798991819,2.2385175550089436,1.9060488548350816,1.147434551587258
2024-04-16,15.281925566149301,18.943268263228678,17.264620058766297,28.989496696714674,6.3716485049863065,4.4747767175948105,3.395057824832279,2.217391098926785,1.9143106629091022,1.1475046058917695
2024-04-17,15.383918625847764,18.997757226650354,17.054183958097045,29.049200026355837,6.313803799362871,4.484215989771793,3.390248905954722,2.2306207141699823,1.95397591701337,1.1420748367762559
2024-04-18,15.527775700375065,19.00110912056746,17.004944886227516,29.05725083392404,6.126097418410115,4.488332093271348,3.41300756427357,2.234208018537603,1.9599404386686028,1.1873339257446773
2024-04-19,15.649246378564532,19.042221630978947,16.734120206463178,29.011383212494536,6.177555990381701,4.547777292297734,3.414427721666284,2.2341773771773745,1.9992254133141825,1.1898647766615338
2024-04-22,15.590154057493772,19.019536456958452,16.955098081036965,29.01805485972578,6.225722997392111,4.483985977820369,3.4213144086296285,2.2364694918253334,1.9319036579261615,1.1177600111914296
2024-04-23,15.622322516376933,19.001007102736377,17.231892628577743,28.96242863738849,5.981745772551507,4.475078561971322,3.432686099530012,2.236703812234634,1.9152593735929873,1.1408754950399864
2024-04-24,15.604344139873124,19.04515295818681,17.342298349548088,28.952862146579534,5.6892356367808725,4.4789092312345025,3.431355592993973,2.236048028980079,1.9836271047610383,1.2361668110619808
2024-04-25,15.768318538698594,19.142283356030777,17.331413709705597,28.96375398102689,5.554898063118846,4.4744529729616405,3.4368453070204765,2.205757088653797,2.0121829972457945,1.1100939855375886
2024-04-26,15.98900826693973,19.115977143612113,17.326732467948272,28.96291781067411,5.521273839860111,4.475102696582285,3.437301128263734,2.20527003846805,1.9265385103494979,1.0398780973020942
2024-04-29,16.00532173680003,19.11977546432687,17.311362738356728,28.965025340775597,5.558409449766357,4.501239256337711,3.4215075761571367,2.209606234263512,1.9140394070631976,0.9937127961528603
2024-04-30,5.97242382576385,7.121551106193431,6.499802685975296,10.819729673195361,1.973991487471067,1.6786049428244132,1.2770197183274778,0.8245447734498537,0.7177018093258591,0.35712891063130625
2024-05-02,15.987700471932856,19.08199500627826,17.55873548067792,28.99713827035496,5.4161788934265465,4.504394467327891,3.4088346798635607,2.221326712508153,1.8888905108748304,0.9348055067550293
2024-05-03,15.956485144699977,19.1127040214831,17.549956313983014,29.048613821097735,5.286342193068472,4.525003931259051,3.4245366613555333,2.2753409688765847,1.886970562994034,0.9340463811825002
2024-05-06,15.949477156100114,19.10430984126857,17.506276887519206,29.030853413146403,5.3891087165203615,4.512969180634699,3.424752214383992,2.263086167342251,1.885047533949594,0.9341188891348073
2024-05-07,15.89831947508503,19.043033087221545,17.498215817947703,28.962981051218932,5.668174392443972,4.479978183782742,3.3908611362153054,2.261437048445789,1.8826578598406616,0.9143419477983213
2024-05-08,15.900830201774092,18.979764945856946,17.46622559535686,28.882596955536126,5.895457280951271,4.455453765934263,3.377654309434692,2.2593128640928812,1.8703506577896118,0.912353423273255
2024-05-09,15.984137635435378,18.919930908760556,17.56188423091894,28.90289661867797,5.765136559905253,4.4582733526510925,3.3729494240612765,2.2542112662794045,1.8676465631841763,0.9129334401259583
2024-05-10,15.92158308693179,18.90447753705555,17.615370980960783,28.89118277597129,5.793559446695681,4.459873908257748,3.3828719728657766,2.255642805568878,1.8643417582883899,0.9110957274041136
2024-05-13,15.62276989994135,18.83673016874693,17.565818319825055,28.933198051886084,5.986157609845503,4.491794232076196,3.3724381558933945,2.256841432694283,1.847738039783172,1.0865140893080358
