date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CELESTIAL SECURITIES LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK (HONG KONG) LTD,TAT LEE SECURITIES CO LTD,SILVERBRICKS SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-01,29.291847835039842,7.972673535785884,0.0,4.367668492645603,1.463063099796849,0.15637173063943335,0.1043305239728389,0.8696353593478753,0.0,0.0,44.225590577228324
2024-03-04,29.339504306427223,7.964206760207826,0.0,4.337339510082443,1.4584420391333672,0.16880827645189125,0.10628439526008293,0.869728400837744,0.0,0.0,44.244313688400574
2024-03-05,29.33593014860774,7.953103809083488,0.0,4.3558271022300055,1.4544412550690105,0.17159952114795415,0.11028517932443972,0.869728400837744,0.0,0.0,44.25091541630039
2024-03-06,29.38328826695094,7.94687002926228,0.0,4.310071034287026,1.454503282728923,0.17494901478322958,0.11031619315439596,0.869728400837744,0.0,0.0,44.24972622200454
2024-03-07,29.367099047713772,7.926649012130802,0.0,4.2425510731999045,1.4666296902418183,0.17736809351981742,0.1106263314539585,0.869728400837744,0.0,0.0,44.16065164909782
2024-03-08,29.274681245965432,7.8761274831320645,0.0,4.1894009360293945,1.4664436072620808,0.17972514459649272,0.11654997297560306,0.869728400837744,0.0,0.0,43.972656790798816
2024-03-11,29.32901747604879,7.874452736314427,0.0,4.163885610013744,1.4664436072620808,0.1769028860704736,0.11971338363114097,0.8697594146677003,0.0,0.0,44.000175114008364
2024-03-12,29.226640823363198,7.8501068797987665,0.0,4.158871728180037,1.5147011266740122,0.17888777118767388,0.1326151368929427,0.869728400837744,0.0,0.0,43.93155186693438
2024-03-13,29.11818415742532,7.827156645631139,0.0,4.197453428866896,1.5636409503449813,0.18906030741332522,0.12312490492632892,0.869728400837744,0.0,0.0,43.88834879544573
2024-03-14,29.091022245149627,7.821201990279539,0.0,4.215850832796946,1.5923287430545163,0.1889362520935002,0.11558854424695918,0.8696973870077878,0.0,0.0,43.894625994628875
2024-03-15,29.085187179126343,7.818100607283913,0.0,4.24083160443947,1.6084249208018122,0.1898976808221441,0.11679808361525308,0.8696973870077878,0.0,0.0,43.92893746309672
2024-03-18,28.986692899702334,7.763873669937323,7.655869805916804,4.321672625769402,1.6145036314732382,0.18474938504940588,0.12793204856954832,0.8646731465548747,0.6030329096694055,0.0,52.123000122642324
2024-03-19,28.769800781286264,7.769363117839578,7.655063446337941,4.459637586302138,1.6189490298038476,0.16713352963425354,0.12343504322589145,0.8636496901663182,0.6030329096694055,0.0,52.030065134265634
2024-03-20,28.736287236635533,7.76926982823907,7.655063446337941,4.4859141157602345,1.6159299575129262,0.15426279020240807,0.1192791900117534,0.8642389529354871,0.6030329096694055,0.0,52.00327842730476
2024-03-21,28.708463613283904,7.757825787012873,7.655063446337941,4.5077601335261,1.6150485444655693,0.1487113146402386,0.12210144853777252,0.8644560497451808,0.6030329096694055,0.0,51.98246324721898
2024-03-22,28.699739112778904,7.757641440807612,7.646007407990715,4.529627488806975,1.589401781838565,0.14483458589570683,0.12914158793784222,0.8645490912350496,0.6030329096694055,0.0,51.963975406960785
2024-03-25,28.6219134420803,7.754887970956437,7.646007407990715,4.568489244378339,1.5850908594746458,0.14585804228426322,0.13608868584804315,0.8642389529354871,0.6030329096694055,0.0,51.925607515617635
2024-03-26,28.53135926137403,7.761189981203548,7.646007407990715,4.58941042973491,1.5884403531099212,0.14706758165255712,0.13884891671414976,0.8645801050650058,0.6030329096694055,0.0,51.86993694651424
2024-03-27,28.511096623682754,7.764291364199173,7.646007407990715,4.628870318030811,1.6012407531754258,0.14632324973360702,0.1357165198885681,0.8647972018746998,0.6030329096694055,0.0,51.90137634824515
2024-03-28,28.41501019598888,7.767671871664404,7.646007407990715,4.626767270221476,1.5968988169815501,0.14626122207369452,0.1357785475484806,0.8647972018746998,0.6030329096694055,0.0,51.80222544401332
2024-04-02,28.37747415759283,7.769656756781605,7.646007407990715,4.669049355015737,1.6114753170609897,0.14619919441378199,0.1350342156295305,0.8649212571945246,0.6030329096694055,0.0,51.82285057134912
2024-04-03,28.285210990800646,7.769563715291736,7.646007407990715,4.721943131867829,1.6117234277006394,0.14619919441378199,0.13807357096524342,0.8649212571945246,0.6030329096694055,0.0,51.78667560589453
