date,CMB INTERNATIONAL SECURITIES LTD,ABCI SECURITIES CO LTD,BOCOM INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,PHILLIP SECURITIES (HONG KONG) LTD,KINGKEY SECURITIES GROUP LTD,FUTU SECURITIES INTERNATIONAL,CHINA GALAXY INTERNATIONAL SECURITIES,USMART SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-06,0.0,0.0,0.0,0.0,4.430069112174375,0.0,0.0,0.0,0.0,1.5507070707070707,5.9807761828814465
2024-03-11,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.0,0.0,0.0,1.5507070707070707,91.18847421584265
2024-03-12,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.11198298777246145,0.0,0.0,1.5507070707070707,91.3004572036151
2024-03-13,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.11198298777246145,0.0,0.0,1.545178096757044,91.29492822966508
2024-03-21,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.1111323763955343,0.0,0.0,1.545178096757044,91.29407761828816
2024-03-25,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.1107070707070707,0.0,0.0,1.545178096757044,91.29365231259968
2024-03-26,73.75893673577885,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.11015417331206805,0.0,0.0,1.545178096757044,91.29309941520468
2024-04-02,73.75766081871346,11.44876129718235,0.0,0.0,4.430069112174375,0.0,0.11015417331206805,0.0,0.0,1.5430515683147261,91.28969696969696
2024-04-03,73.75766081871346,11.44876129718235,0.0,0.0,4.434322169059011,0.0,0.11015417331206805,0.0,0.0,1.5468793195108985,91.29777777777778
2024-04-05,73.75766081871346,11.44876129718235,0.0,0.0,4.434322169059011,0.0,0.11015417331206805,0.0,0.0,1.547304625199362,91.29820308346625
2024-04-10,73.75766081871346,11.443232323232323,0.0,0.0,4.4398511430090375,0.0,0.11015417331206805,0.0,0.0,1.547304625199362,91.29820308346625
2024-04-11,73.75766081871346,11.44153110047847,0.0,0.0,4.4398511430090375,0.0,0.10968633705475811,0.0,0.0,1.547304625199362,91.29603402445508
2024-04-12,73.76318979266347,11.427496012759171,0.0,0.0,4.436448697501329,0.0,0.12627325890483787,0.0,0.0,1.5387985114300904,91.2922062732589
2024-04-15,73.7687187666135,11.427496012759171,0.0,0.0,4.435172780435939,0.0,0.12627325890483787,0.0,0.0,1.5345454545454547,91.2922062732589
2024-04-16,73.77084529505582,11.427496012759171,0.0,0.0,4.433046251993621,0.0,0.12627325890483787,0.0,0.0,1.5345454545454547,91.2922062732589
2024-04-23,73.77084529505582,11.427496012759171,0.0,0.0,4.433046251993621,0.0,0.12627325890483787,0.0,0.0,1.5341201488569909,91.29178096757045
2024-04-24,73.77084529505582,11.427496012759171,0.0,0.0,4.433046251993621,0.0,0.12669856459330142,0.0,0.0,1.5307177033492823,91.2888038277512
2024-04-25,73.77084529505582,11.427496012759171,0.0,0.0,4.433046251993621,0.0,0.12882509303561934,0.0,0.0,1.5307177033492823,91.29093035619351
2024-04-26,73.77084529505582,11.427496012759171,0.0,0.0,4.433046251993621,0.0,0.12839978734715576,0.0,0.0,1.5307177033492823,91.29050505050506
2024-05-02,73.77084529505582,11.427496012759171,0.0,0.0,4.435172780435939,0.0,0.12839978734715576,0.0,0.0,1.5307177033492823,91.29263157894736
2024-05-16,73.77467304625199,11.427496012759171,0.0,0.0,4.435172780435939,0.0,0.12839978734715576,0.0,0.0,1.5307177033492823,91.29645933014355
2024-05-20,73.77467304625199,11.427496012759171,0.0,0.0,4.441127060074428,0.0,0.12797448165869219,0.0,0.0,1.5307177033492823,91.30198830409356
2024-05-22,73.77254651780967,11.427496012759171,0.0,0.0,4.443253588516746,0.0,0.12797448165869219,0.0,0.0,1.5307177033492823,91.30198830409356
2024-05-23,73.77254651780967,11.427496012759171,0.0,0.0,4.443253588516746,0.0,0.12712387028176503,0.0,0.0,1.5307177033492823,91.30113769271664
2024-05-24,73.77254651780967,11.427496012759171,0.0,0.0,4.443253588516746,0.0,0.1275491759702286,0.0,0.0,1.5307177033492823,91.3015629984051
2024-05-29,73.77765018607124,11.427496012759171,0.0,0.0,4.439000531632111,0.0,0.12712387028176503,0.0,0.0,1.5307177033492823,91.30198830409356
2024-06-05,73.77765018607124,11.427496012759171,0.0,0.0,4.439000531632111,0.0,0.12669856459330142,0.0,0.0,1.5307177033492823,91.3015629984051
2024-06-06,73.78573099415205,11.416863370547581,0.0,0.0,4.439000531632111,0.0,0.1275491759702286,0.0,0.0,1.5307177033492823,91.29986177565125
2024-06-11,73.78020202020203,11.414736842105263,0.0,0.0,4.430494417862839,0.0,0.13988304093567253,0.0,0.0,1.5307177033492823,91.29603402445508
2024-06-13,73.78573099415205,11.414736842105263,0.0,0.0,4.4249654439128125,0.0,0.1403083466241361,0.0,0.0,1.5307177033492823,91.29645933014355
2024-06-17,73.78615629984051,11.414736842105263,0.0,0.0,4.4249654439128125,0.0,0.13945773524720895,0.0,0.0,1.5307177033492823,91.29603402445508
2024-06-18,73.78615629984051,11.406656034024456,0.0,0.0,4.433046251993621,0.0,0.13945773524720895,0.0,0.0,1.5307177033492823,91.29603402445508
2024-06-19,73.7908346624136,11.397724614566721,0.0,0.0,4.4419776714513555,0.0,0.13945773524720895,0.0,0.0,1.5307177033492823,91.30071238702817
2024-06-21,73.79125996810207,11.397724614566721,0.0,0.0,4.4419776714513555,0.0,0.13945773524720895,0.0,0.0,1.5307177033492823,91.30113769271664
2024-06-24,73.79168527379053,11.397724614566721,0.0,0.0,4.4419776714513555,0.0,0.13945773524720895,0.0,0.0,1.5298670919723552,91.30071238702817
2024-06-26,73.79168527379053,11.390494417862838,0.0,0.0,4.4419776714513555,0.0,0.13945773524720895,0.0,0.0,1.5298670919723552,91.2934821903243
2024-06-27,73.79636363636364,11.385390749601276,0.0,0.0,4.4419776714513555,0.0,0.13945773524720895,0.0,0.0,1.5298670919723552,91.29305688463583
2024-06-28,73.80274322169059,11.385390749601276,0.0,0.0,4.431345029239766,0.0,0.13945773524720895,0.0,0.0,1.5298670919723552,91.2888038277512
2024-07-02,73.80869750132908,11.385390749601276,0.0,0.0,4.425390749601276,0.0,0.13945773524720895,0.0,0.0,1.5298670919723552,91.2888038277512
2024-07-04,73.81465178096757,11.385390749601276,2.843296119085593,0.0,4.425390749601276,0.0,0.13988304093567253,0.0,0.0,1.5298670919723552,94.13847953216374
2024-07-08,73.81635300372142,11.385390749601276,2.8403189792663475,0.0,4.425390749601276,0.0,0.14073365231259968,0.0,0.0,1.5298670919723552,94.13805422647528
2024-07-10,73.81635300372142,11.385390749601276,2.8403189792663475,0.0,4.419011164274322,0.0,0.1403083466241361,0.0,0.0,1.5298670919723552,94.13124933545987
2024-07-18,73.81635300372142,11.38709197235513,2.8403189792663475,0.0,4.417309941520467,0.0,0.1403083466241361,0.0,0.0,1.5298670919723552,94.13124933545987
2024-07-24,73.81635300372142,11.38709197235513,2.8403189792663475,0.0,4.416034024455077,0.0,0.1403083466241361,0.0,0.0,1.5256140350877194,94.12572036150983
2024-07-25,73.81635300372142,11.38709197235513,2.8403189792663475,0.0,4.416034024455077,0.0,0.1403083466241361,0.0,0.0,1.5254864433811803,94.1255927698033
2024-07-29,73.81635300372142,11.386241360978202,2.8403189792663475,0.0,4.416034024455077,0.0,0.1403083466241361,0.0,0.0,1.5254864433811803,94.12474215842637
2024-07-30,73.81847953216374,11.386241360978202,2.8403189792663475,0.0,4.41518341307815,0.0,0.14115895800106326,0.0,0.0,1.5208080808080808,94.12219032429559
2024-07-31,73.81847953216374,11.386241360978202,2.8403189792663475,0.0,4.415608718766614,0.0,0.1403083466241361,0.0,0.0,1.5220839978734717,94.12304093567252
2024-08-02,73.81847953216374,11.386241360978202,2.8403189792663475,0.0,4.411355661881978,0.0,0.1454120148856991,0.0,0.0,1.5220839978734717,94.12389154704944
