date,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,HANG SENG SECURITIES LTD,THE BANK OF EAST ASIA LTD,MAGNUM RESEARCH LTD,FUTU SECURITIES INTERNATIONAL
2024-05-07,19.864570288947636,11.043087055331386,33.54668150827884,15.532674736793284,5.936644868048792,3.8541811604285514,0.0,0.0,4.174203422846807,6.047956959324707
2024-05-08,19.802117527393776,11.008368394285451,33.441213186000276,15.788987008183458,5.917980489158075,3.8420638956955937,0.0,0.0,4.170326875953581,6.0289426233297885
2024-05-09,19.790222715091026,11.001755845115978,33.421125589132245,15.839571204140098,5.914425653821274,3.83975602994178,0.0,0.0,4.167821827927179,6.025321134830422
2024-05-10,19.829621741747303,11.023658502708459,33.27931848696699,15.871105143756656,5.926200287050326,3.8474003426084544,0.0,0.0,4.180749108755035,6.041946386406778
2024-05-13,19.82778575065969,11.022637840840702,33.27623721124022,15.869635665015508,5.925651590204157,3.8470441183278554,0.0,0.0,4.1896208508865325,6.041386972825332
2024-05-14,19.825950099523215,11.021617367958154,33.27315650604083,15.868166458362264,5.934360968384021,3.846687960005555,0.0,0.0,4.189232976901356,6.040827662824608
2024-05-16,19.84266543267006,11.018047200370198,33.262378528459045,15.863026376677464,5.932438685793614,3.845441925034706,0.0,0.0,4.192503470615456,6.043498380379455
2024-05-17,19.82706801683081,11.009386415129237,33.23623248716881,15.85055717390299,6.011004762565312,3.8424191982244413,0.0,0.0,4.184584084708929,6.038747861469459
2024-05-20,19.818820484377888,10.98169717138103,33.222407099278975,15.843963764096875,6.0085043446108335,3.900905897578111,0.0,0.0,4.182843409132927,6.040857829543354
2024-05-21,19.769479022591057,10.90825265099124,33.139695712309816,16.07192254495159,5.99354541263255,3.8911940986629783,0.0,0.0,4.200092208390964,6.025818349469802
2024-05-22,19.756782901100927,10.829609839237182,33.11069141830577,16.19604772214289,5.997512552397623,3.8877884748261087,0.0,0.0,4.201022617347644,6.020544474641854
2024-05-23,19.760423865468784,10.808569454042848,33.116793365583966,16.19903248099516,5.99861782999309,3.888504952775858,0.0,0.0,4.206404054365354,6.021653996774937
2024-05-24,19.767709821634327,10.76646540996451,33.12900400977094,16.205005300271928,6.010047472000737,3.8899387012029316,0.0,0.0,4.207955016822602,6.023874268332027
2024-05-27,19.84361987600629,10.738410289627094,33.02951790506153,16.26723420005552,6.033126677153697,3.904876468955307,0.0,0.0,4.136208013324697,6.04700656981586
2024-05-28,19.853724019812063,10.697588297921586,33.046336157015226,16.27551728926538,6.0361986761098,3.90686478729806,0.0,0.0,4.133685136323659,6.050085636254224
2024-05-29,19.86935977022144,10.659686834059112,33.07236171592699,16.28833503196516,6.0409524691929954,3.9099416288335034,0.0,0.0,4.104512183822848,6.0548503659779485
2024-05-30,19.881333147916376,10.61975617670236,33.092291290038474,16.284244194131553,6.044592778009549,3.912297779631947,0.0,0.0,4.106985583831642,6.058499049738099
2024-05-31,19.9256159925616,10.650860065086007,33.18921431892144,16.33193863319386,5.783356578335658,3.9237563923756396,0.0,0.0,4.119014411901442,6.07624360762436
2024-06-03,4.335643113651307,2.3074199585251125,7.221688331394467,3.553689747610136,1.2584087805371502,0.853775732132922,78.2489504830307,0.0,0.8982853674573872,1.3221384856608165
2024-06-04,4.335379977948837,2.307279918269085,7.221250037932046,3.5534740696533516,1.258332406105542,0.8537239153963646,78.24420145456752,0.0,0.9042999767350118,1.3220582433922374
2024-06-05,4.31819429758565,3.1237390363857744,6.761409689943373,3.5393879065371876,1.2553593314959681,0.850339707690688,77.93403721445235,0.0,0.9007152827908472,1.3168175331181624
2024-06-06,4.385154930715882,41.85935275481551,5.667142594781911,3.5942718785825694,1.2901727409315742,0.8635256093150268,40.09152962204896,0.0,0.9116129359001052,1.3372369329084597
2024-06-07,7.251378878624844,3.8591682739485,9.371299022095895,5.943559029540149,2.1334551483774913,1.427943017629344,66.2961459073529,0.0,1.5057692958413698,2.211281426589517
2024-06-11,7.249784333293865,3.8583196603460816,9.369238315939038,5.942252067863123,2.1329860112654138,1.427629019435376,66.28156768551565,0.0,1.52742773050965,2.2107951758317967
2024-06-12,7.2496617050067655,3.858254397834912,9.369079837618404,5.942151556156968,2.1329499323410013,1.4276048714479026,66.28044654939107,0.0,1.5290933694181326,2.2107577807848444
2024-06-13,7.239131169138263,3.8526500692497385,9.355470729317975,5.950410431375198,2.2565280545890616,1.4255311961625512,66.18417052325778,0.0,1.528561294463399,2.207546532446036
2024-06-14,7.239375717856901,3.8527802175528683,9.35578677116411,5.9506114451726235,2.2566042834943585,1.4255793527464362,66.18640632389703,0.0,1.525234781433687,2.2076211066819806
2024-06-17,7.229606639228122,3.8475811348761892,9.343161729977734,6.08595911207071,2.2535591390594427,1.4236556237770732,66.09709196410498,0.0,1.5147425949666016,2.2046420619391403
2024-06-19,7.232778696547301,3.849269296972561,9.305072732795573,6.088629383374396,2.2545479091430694,1.4242802659556515,66.12609267946944,0.0,1.513719666542914,2.2056093691990957
2024-06-20,7.2333890267159475,3.8495941133782257,9.305857931243988,6.089143165746882,2.2547381567178033,1.424400452297774,66.13167265792448,0.0,1.5054090088265573,2.20579548714833
2024-06-21,7.233877365018819,3.8498540059747843,9.299735016624753,6.089554254080238,2.2548903778966736,1.424496615976641,66.13613731877331,0.0,1.505510641529815,2.205944404124964
2024-06-24,7.233633187625525,3.849724055290206,9.299421106816762,6.089348702975477,2.2581897351943425,1.4244485325142193,66.13390491299725,0.0,1.505459823462895,2.205869943123323
2024-06-25,7.226170180443258,3.850243910672991,9.300676873217089,6.0901709906655634,2.2584946744763092,1.4246408858430533,66.14283544047397,0.0,1.5005992269128843,2.20616781729487
2024-06-26,7.226658113742636,3.8505038910177416,9.301304883607084,6.090582217795709,2.258647175002954,1.4247370819899055,66.14730160873748,0.0,1.4939482435557656,2.2063167845507183
2024-06-27,7.227878235323912,3.834270374309882,9.302875280690202,6.0916105286261795,2.259028516436205,1.4249776292019112,66.15846966857451,0.0,1.4942004761181178,2.206689290719073
2024-06-28,7.22004592732676,3.834594083479671,9.303660678103471,6.092124814264487,2.25921923544509,1.4250979332702958,66.16405511279211,0.0,1.4943266243414832,2.206875590976631
2024-07-02,7.220655532852632,3.8264746111889765,9.304446208142657,6.092639186747497,2.259409986659687,1.4252182576537935,66.1696415001942,0.0,1.4944527938668333,2.2070619226937302
2024-07-03,7.219680213416178,3.8259577557532882,9.30318942374255,6.107012004660037,2.2591048001755953,1.4250257483917808,66.1607037330947,0.0,1.4925625137184053,2.206763807047462
2024-07-05,7.219314536552422,3.825763970960662,9.302718217119702,6.106702684450448,2.2623670437278407,1.4249535708255952,66.15735269289212,0.0,1.4941752490292082,2.2066520344420057
2024-07-09,7.219070772555375,3.8256347920043217,9.302404105888709,6.106496488384657,2.2622906537007026,1.4249054565099946,66.15511885467315,0.0,1.497501350621286,2.2065775256618045
2024-07-11,7.219192652496159,3.8256993803920247,9.302561158852628,6.106599584676943,2.2623288480694232,1.4249295132616366,66.15623575492563,0.0,1.4958383279026186,2.2066147794229374
2024-07-12,7.215903337945931,3.8239562590705054,9.298322589355024,6.146005602619056,2.2646731243038913,1.4242802659556515,66.12609267946944,0.0,1.4951567720814067,2.2056093691990957
2024-07-15,7.216025110957355,3.824020790792649,9.298479504531109,6.146109320417841,2.2647113421199183,1.4243043016014985,66.12720859982787,0.0,1.4985571324906763,2.200583897261083
2024-07-16,7.215903337945931,3.8239562590705054,9.298322589355024,6.146005602619056,2.2646731243038913,1.4242802659556515,66.12609267946944,0.0,1.5002193796618177,2.2005467616186847
2024-07-17,7.216025110957355,3.824020790792649,9.298479504531109,6.146109320417841,2.2647113421199183,1.4243043016014985,66.12720859982787,0.0,1.4985571324906763,2.200583897261083
2024-07-18,7.217974038250535,3.7997332928208505,9.300990867811144,6.147769281409834,2.2653230026501916,1.424688982292669,66.14506844921591,0.0,1.4972738475042622,2.2011782380445974
2024-07-19,7.219192652496159,3.783491752629535,9.302561158852628,6.148807212439432,2.265705458290422,1.4249295132616366,66.15623575492563,0.0,1.4975266330131183,2.2015498640914384
2024-07-22,7.221631115839962,3.7509922142845076,9.30570333215112,6.1508841262603235,2.2664707571228315,1.4254108189356707,66.17858168245765,0.0,1.498032460184763,2.202293492763169
2024-07-23,7.21748670773905,3.748839564520213,9.30036289982277,6.181112330154443,2.295552367288379,1.4245927926407291,66.14060258249641,0.0,1.4904211325850283,2.201029622752975
2024-07-24,7.214442382318205,3.7472583094314156,9.29644002024633,6.220685000843597,2.294584106630673,1.423991901467859,66.11270457229627,0.0,1.4897924751138856,2.200101231651763
2024-07-25,7.21395552856227,3.7470054323986908,9.299186827276715,6.220265209029254,2.297803421398927,1.4238958059182778,66.10824307453521,0.0,1.4896919391301413,2.1999527617505144
2024-07-26,7.2138338253901315,3.7469422184732184,9.299029945170814,6.2201602699283,2.29776465626318,1.4238717840573598,66.10712779417968,0.0,1.4913538591311681,2.199915647406158
2024-07-29,7.230338405479267,3.7467525894935725,9.298559330611694,6.219845473868888,2.2976483687033973,1.4237997233374944,66.10378217888592,0.0,1.4912783832113095,2.187995546408448
2024-07-30,7.230460380923461,3.7468157970207665,9.298716196838571,6.219950402348297,2.296000134959596,1.423823742767009,66.10489734635694,0.0,1.4913035410024125,2.1880324577829513
2024-07-31,7.261452968284088,3.7628761181892108,9.338574139333153,6.246611547844944,2.2465437788018434,1.4299268094334507,66.38824884792626,0.0,1.497695852534562,1.8280699376524803
2024-08-01,7.27204859343717,3.768366758288371,9.352200617598154,6.255726356510231,2.2481251484610945,1.432013302114086,66.48511995656452,0.0,1.4998812311242322,1.6865180359021343
2024-08-02,7.2741467388537195,3.7422990105395364,9.354898932468899,6.257531270684476,2.2470765940836035,1.432426469340303,66.5043023709713,0.0,1.500313979735578,1.6870046333225845
2024-08-05,8.807798050487378,3.6740814796300922,9.18270432391902,6.143464133966509,2.256102641006415,1.4063150878946928,65.29201033075066,0.0,1.4729650920603183,1.7645588602849287
2024-08-06,8.807651292988536,3.6740202612636628,9.182551319648095,6.143361770194615,2.2560650493201813,1.4062916555585177,65.29092242068782,0.0,1.4746067715275928,1.7645294588109837
2024-08-07,8.800026636478657,3.6708397149896785,9.174602117600053,6.138043550642605,2.299061064127322,1.4050742491842578,65.2344010121862,0.0,1.4733302257441567,1.80462142904708
2024-08-08,8.832227773229294,3.684272084746612,9.208173904325886,6.160503934902839,2.3074738090862,1.4102157095356647,65.47310732008889,0.0,1.4720379622048823,1.4519875018797308
2024-08-09,8.83267052100391,3.684456772382448,9.208635497777628,6.160812752732013,2.3042475687598167,1.410286401764529,65.47638939945861,0.0,1.470440798048324,1.45206028807272
2024-08-12,8.832818113459771,3.6845183390425267,9.208789372545743,6.160915698888796,2.3042860723535803,1.4103099674158242,65.47748349903918,0.0,1.4687943854958645,1.45208455175871
2024-08-13,8.838282504012842,3.686797752808989,9.214486356340288,6.164727126805778,2.247191011235955,1.4111824505082933,65.51799090422686,0.0,1.4663590155163189,1.4529828785446763
2024-08-14,8.852343710749754,3.6926632391606518,9.229146082092676,6.174534858406043,2.091671830254718,1.4134275618374559,65.62222631587761,0.0,1.468691909634418,1.4552944919866695
2024-08-15,8.8582776129908,3.6951385048514402,9.235332562465437,6.1786737720577145,2.093073919528095,1.4143750104737487,65.59918220970958,0.0,1.469676403063362,1.4562700048598192
2024-08-20,8.854716317402884,3.6936529473842903,9.233294805434108,6.176189758279311,2.0922324404911468,1.4473089099954772,65.57280935390388,0.0,1.4741109268472452,1.4556845402616547
2024-08-21,8.846269705793755,3.690129531077417,9.22448706362754,6.170298222713124,2.090236636877866,1.445928306054825,65.61903805602972,0.0,1.459316531110888,1.4542959467148642
2024-08-22,8.844049590925062,3.6892034332178887,9.222172028978234,6.168749686292225,2.0897120580903144,1.4639696163563052,65.60256989409226,0.0,1.4622965082233266,1.4572771838243908
2024-08-23,8.84464151259098,3.689450347193173,9.22278925792688,6.169162553333891,2.0898519200200787,1.464067598092529,65.60696059566637,0.0,1.4557014975320004,1.457374717644106
2024-08-26,8.844937503137393,3.6895738165754732,9.223097903385037,6.169369007579941,2.0899218580057894,1.464116593879156,65.6091561668591,0.0,1.4524036611281228,1.4574234894499942
2024-08-27,8.811369076513618,3.690932525401316,9.226494367352405,6.171640916623424,2.090691484909861,1.4646557640481412,65.63331715237442,0.0,1.4529385179357561,1.4579601948410639
2024-08-29,8.852117176201526,3.7080012107759055,9.227121380284533,6.200181616385834,2.1003598695052634,1.4714290518952007,65.93683785692664,0.0,1.459657619480039,1.044294218545051
2024-08-30,8.852563779156787,3.7081882851521115,9.22758690277988,6.200494425104687,2.1004658358979533,1.4715032877587744,65.94016447202462,0.0,1.4546861073272455,1.0443469047979417
2024-09-02,8.852861539496477,3.708313011890146,9.227897277206909,6.200702981786381,2.100536486100133,1.47155278249609,65.94238240191049,0.0,1.4513714871932863,1.044382031920082
2024-09-03,8.86553489625438,3.713621665319321,9.241107518189168,6.069792508757748,2.100175154944759,1.4736593909997306,66.03678253839935,0.0,1.45344920506602,1.0458771220695229
2024-09-04,8.86583352982787,3.713746757840132,9.241418802842995,6.069996968369994,2.100245898878297,1.4737090308889413,66.03900697274902,0.0,1.4484454475022737,1.0475965911004816
2024-09-05,8.873904248145651,3.717127444369521,9.249831422791639,5.991233985165206,2.1021577882670264,1.4750505731625083,66.09912339851653,0.0,1.4430209035738368,1.0485502360080918
2024-09-09,8.874203445834317,3.717252773188577,9.250143295458377,5.991435989075828,2.102228665834991,1.475100306820864,66.10135203479551,0.0,1.4396978994571632,1.048585589534374
2024-09-11,8.874353052244718,3.717315440767402,9.248613382335586,5.991536996139386,2.1022641064113152,1.4751251749076992,66.10246640929245,0.0,1.4397221707099144,1.0486032671915302
2024-09-12,8.864489837158782,3.713183907852416,9.305693548658708,6.028661401411179,2.0999275887038378,1.4734856777192127,66.02899819813751,0.0,1.4381220214539514,1.0474378189044002
2024-09-13,8.865684210526316,3.7136842105263157,9.306947368421053,6.029473684210526,2.1002105263157893,1.4736842105263157,66.0378947368421,0.0,1.424842105263158,1.0475789473684212
2024-09-16,8.86583352982787,3.713746757840132,9.307104119648331,6.029575234951325,2.100245898878297,1.4737090308889413,66.03900697274902,0.0,1.423181864115606,1.0475965911004816
2024-09-20,8.73766182891678,5.109058933570366,9.172553052164538,5.942406790942643,2.069883035839519,1.4524038944343054,65.08429337230756,0.0,1.3992874091521363,1.0324516826721575
2024-09-23,8.73940260272824,5.123358560389288,9.141176050650019,5.94359067586761,2.0702954113985785,1.4526932517832847,65.09725988848297,0.0,1.399566184289496,1.0326573744105179
2024-09-25,8.735631802412753,5.121147978847955,9.137231896672612,5.982513800854479,2.069402138603477,1.4520664565180774,65.06917229722721,0.0,1.400621816344294,1.0322118125191362
2024-09-26,8.735631802412753,5.121147978847955,9.137231896672612,5.982513800854479,2.069402138603477,1.462023483648487,65.06917229722721,0.0,1.3906647892138846,1.0322118125191362
2024-09-27,8.735051968083209,5.120808058682822,9.136625405825635,6.007007622428043,2.067605386062249,1.4619264407069352,65.0781284354649,0.0,1.3905724827609667,1.0022741999852314
2024-10-02,8.735196919449171,5.120893034493573,9.136777020989198,6.007107304028496,2.0659802744517894,1.4619507002345593,65.07920835618496,0.0,1.390595558225381,1.002290831942876
2024-10-03,8.764721993974254,5.138201716813231,8.834653286479368,6.0523868632402,2.0729633135444425,1.4818773887988383,65.2991768920369,0.0,1.3919657270065495,0.9640528181062107
2024-10-04,8.773486869353547,5.1433400084501475,8.676818510990609,6.058439356022063,2.0500358756278234,1.4833592921209453,65.36447721168453,0.0,1.4083579795979764,1.0416848961523495
2024-10-07,8.769832708443879,5.141197805209421,8.67320461249218,6.055916013524602,2.070840056344176,1.482741472362282,65.3372528798921,0.0,1.4194334094973755,1.0495810422339749
2024-10-08,8.796257154074295,4.597274901452286,8.715895459480546,6.085724163505913,2.084381453525409,1.4900397539257944,65.65885288703574,0.0,1.4331168869218875,1.138457340078135
2024-10-09,8.867959559133796,3.735210221614597,8.7869427987915,6.160649484362078,2.119938562290074,1.5021857646800683,66.19406889800328,0.0,1.5275035022870356,1.1055412088375782
2024-10-10,8.867809883877936,3.735147177963813,8.786794490953282,6.160545503645692,2.1199027815284905,1.5021604104779909,66.19295166081555,0.0,1.529165541452876,1.105522549284364
2024-10-14,8.874850086991774,3.7381125318829076,8.793770375500413,6.0809783618519955,2.1215857840239183,1.503352983902299,66.24550260975322,0.0,1.535447036367629,1.1064002297258493
2024-10-15,8.874850086991774,3.7381125318829076,8.793770375500413,6.101248289724836,2.1215857840239183,1.503352983902299,66.24550260975322,0.0,1.515177108494789,1.1064002297258493
2024-10-16,8.874700179048006,3.738049390223303,8.793621837100098,6.1011452315800145,2.121549947636904,1.503327590284112,66.24438363568798,0.0,1.5168406472754299,1.1063815411641498
2024-10-17,8.874550276168437,3.737986250696755,8.793473303717716,6.10104217691671,2.1232032160532404,1.5033021975237741,66.24326469942402,0.0,1.5168150262655609,1.1063628532337888
2024-10-18,8.870804349294252,3.7364084554602552,8.789761599243601,6.133923144458702,2.122307016951442,1.5094212196933883,66.21530357263457,0.0,1.5161747821976093,1.105895860066185
2024-10-21,8.834855134607947,3.721266542232087,8.754140812860483,6.512636835998588,2.1153878491314804,1.5033042425465368,65.94696396441844,0.0,1.5100304360254924,1.1014141821789505
2024-10-22,8.834855134607947,3.721266542232087,8.754140812860483,6.512636835998588,2.1153878491314804,1.5033042425465368,65.94696396441844,0.0,1.5083488876557534,1.1030957305486893
2024-10-23,8.837623795671986,3.7210162594790916,8.753552032014527,6.512198812906697,2.1169270088947925,1.5032031341953491,65.94252854236376,0.0,1.5099288752879458,1.1030215391858489
2024-10-24,8.837326607818412,3.720891130727196,8.753257671290458,6.511979823455233,2.1185372005044134,1.5031525851197982,65.93694829760403,0.0,1.5098781000420345,1.1080285834384196
2024-10-25,8.84386936110784,3.7236459087008464,8.759738183776143,6.5168009961131395,2.128518786491898,1.504265450690717,65.98576500479548,0.0,1.5109959448772525,1.026400363446686
2024-10-28,8.841042893187552,3.722455845248108,8.756938603868797,6.514718250630783,2.127838519764508,1.503784693019344,65.99663582842726,0.0,1.5105130361648444,1.0260723296888141
2024-10-29,8.877171263029267,67.78816394054525,8.792723286782794,6.541340240051817,2.139911718085632,1.5099298152869416,1.8038087726246685,0.0,1.5166856533866595,1.0302653102069734
2024-10-31,24.61826697892272,10.365339578454332,24.384074941451992,18.14051522248244,5.943793911007026,4.18735362997658,5.0023419203747075,0.0,4.206088992974239,3.152224824355972
2024-11-04,24.59868020779707,10.3570927130622,24.364674498057752,18.126082276407544,5.9390649131838815,4.268264145645154,4.998361960031825,0.0,4.184022090138999,3.163757195675575
2024-11-05,24.60213443175435,10.358547088560195,24.368095862198093,18.137989140610372,5.939898895337952,4.268863508706235,4.999063845721775,0.0,4.18460962366598,3.1407976034450473
2024-11-07,24.59868020779707,10.3570927130622,24.364674498057752,18.135442504797116,5.9390649131838815,4.268264145645154,4.998361960031825,0.0,4.174661861749427,3.163757195675575
2024-11-08,24.74751041740236,10.419756574146009,23.79876168279304,18.245167973256116,6.026790969230407,4.294088565576665,5.028603714951621,0.0,4.19991995668244,3.2394001459613437
2024-11-11,24.745180198206256,10.41877545255526,23.796520797533013,18.243450012946965,6.026223488147642,4.293684235305195,5.028130222923189,0.0,4.204232480403004,3.243803111979473
2024-11-12,24.744015253160086,10.418284961043241,23.795400513146436,18.242591154108702,6.025939787679778,4.293482098721841,5.027893510345314,0.0,4.208742320457595,3.243650401337005
2024-11-13,24.742850417794514,10.417794515711428,23.794280334235612,18.241732376132752,6.025656113922561,4.293279981169825,5.027656820054137,0.0,4.213251735906791,3.2434977050723783
2024-11-14,24.72306498271361,10.409464004327477,23.775253416119853,18.227145511418424,6.020837743126602,4.360403584279969,5.023636491921259,0.0,4.214586420188621,3.2456078459041837
2024-11-15,24.704472280322438,10.472139315174731,23.757373504735494,18.21343799205659,6.016309839956758,4.357124391906183,5.01985852271392,0.0,4.216117130032196,3.2431670231016896
2024-11-18,24.698667794459716,10.469678813937643,23.751791546251262,18.209158619393342,6.01489626653509,4.356100655529711,5.018679072390216,0.0,4.215126524282794,3.265900707220225
2024-11-19,23.951877506379876,13.176722566532991,23.033631060882247,17.658585490339046,5.833029529711994,4.224389354721108,4.866934013853445,0.0,4.087677725118484,3.167152752460809
2024-11-22,23.950786056049214,13.176122123490543,23.028024606971975,17.657780815675554,5.832763727500569,4.224196855775803,4.866712235133288,0.0,4.087491455912509,3.176122123490545
2024-11-26,23.938786664237565,13.16952085990162,23.016487520495538,17.699034432501367,5.829841501184187,4.222080524685736,4.864274002550556,0.0,4.08544361450173,3.174530879941702
2024-11-27,23.936606248292193,13.168321340741414,23.014391110301485,17.697422351762455,5.829310501867202,4.2216959650241375,4.863830949995446,0.0,4.094179797795792,3.1742417342198745
2024-11-28,23.936606248292193,13.168321340741414,23.014391110301485,17.66554330995537,5.829310501867202,4.2216959650241375,4.863830949995446,0.0,4.094179797795792,3.2061207760269603
2024-11-29,23.938786664237565,13.16952085990162,23.016487520495538,17.667152486791764,5.829841501184187,4.222080524685736,4.864274002550556,0.0,4.08544361450173,3.2064128256513023
2024-12-02,23.943148688046648,13.171920553935859,23.020681486880466,17.670371720116616,5.830903790087463,4.222849854227405,4.865160349854227,0.0,4.0679664723032065,3.206997084548105
2024-12-03,23.986856516977,13.195965680905438,23.062705366922234,17.7026286966046,5.690945600584155,4.230558598028478,4.874041621029573,0.0,4.043446513326032,3.2128514056224895
2024-12-04,23.055665219107777,12.683686449971487,22.16739044611133,17.01539676273194,5.470017984822564,4.066324516383735,4.6848269509145934,3.899635917006624,3.8689301223845245,3.088125630565425
2024-12-05,23.031418430393057,12.670347486963763,22.14407782305771,16.997502300512686,5.573813592743526,4.062048113579598,4.679900092020508,3.8955348144253104,3.8604793830244075,3.0848779632794354
2024-12-06,23.01729800744471,12.662579373768338,22.130501423253776,16.987081234946356,5.570396321436392,4.120867089993431,4.6770308736588575,3.893146485657981,3.8581125465294503,3.0829866433107074
2024-12-09,23.06679540068463,12.689809532168875,21.96304748529799,17.023610989203895,5.582375142631441,4.129728780830335,4.6870885631528125,3.901518476257351,3.866409198630738,3.089616431141929
2024-12-10,23.04959873700829,12.68034907687585,21.946673683287287,17.01091961584002,5.578213392974608,4.201201596281192,4.683594263912643,3.8986098320396443,3.8635267289391746,3.087313072841293
2024-12-11,23.05162054295864,12.681461339414938,21.94859874566905,17.012411736327355,5.578702688478575,4.201570106574273,4.684005087496162,3.898951800359633,3.8550940748212796,3.087583877900092
2024-12-13,23.05263157894737,12.68201754385965,21.94956140350877,17.013157894736842,5.578947368421053,4.201754385964912,4.684210526315789,3.8991228070175437,3.8508771929824563,3.0877192982456143
2024-12-16,23.08300395256917,12.698726394378568,21.978480456741327,17.035573122529645,5.454545454545454,4.207290294246816,4.69038208168643,3.904259991216513,3.8559508124725514,3.0917874396135265
2024-12-17,23.06679540068463,12.689809532168875,21.96304748529799,17.023610989203895,5.450715351531643,4.274554551040112,4.6870885631528125,3.901518476257351,3.8532432195207584,3.089616431141929
2024-12-19,23.067807768268597,12.690366469168312,21.964011411016017,17.02435813034891,5.450954575378539,4.2747421549264875,4.687294272547729,3.9016897081413213,3.849023480359886,3.089752029844196
2024-12-20,23.25252167757919,12.79198371969563,22.139886745708722,16.359936294461157,5.494602725181384,4.30897186338701,4.724827464165634,3.932932224385065,3.8798442753494955,3.1144930100867105
2024-12-30,23.18911250997429,12.818068977746256,22.185034134231756,16.300203918787126,5.505807252415995,4.317758666548452,4.734462275024382,3.9409522120755387,3.8877560067381864,3.1208440464580196
2025-01-02,23.052738785812338,12.803879024044635,22.160474693353407,16.28215914626046,5.499712172873401,4.312978789354824,4.729221095514325,3.936589469955276,3.88345215427534,3.3387946685559937
2025-01-03,23.105942923083752,12.833429497137278,22.211619546402734,16.31973725089876,5.512405130708801,4.322932848075984,4.731259154054414,3.9456748479872177,3.8879765656207,3.1290222360303583
