date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CMB WING LUNG BANK LTD,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-20,0.0,0.0,37.0758777922549,24.448072285735552,14.013044750165276,0.0,10.355662478329958,0.0,8.938757391921328,5.168585301592992
2024-03-21,0.0,0.0,37.070956675942476,24.44482726998686,14.02445788003116,0.0,10.354287961458544,0.0,8.937570942201631,5.16789927037932
2024-03-22,0.0,0.0,37.04877866336092,24.483263561056273,14.016067629786697,0.0,10.348093421331358,0.0,8.93222396498339,5.171572759481364
2024-03-25,0.0,0.0,37.04524050550743,24.488353186431983,14.01565756760925,0.0,10.348298928380064,0.0,8.931370937717416,5.1710788743538645
2024-03-27,0.0,0.0,37.032616756915004,24.514084968225454,14.010881511763026,0.0,10.344772582694397,0.0,8.928327432539291,5.169316747862832
2024-03-28,0.0,0.0,37.02378034280303,24.502933140443204,14.056321180094788,0.0,10.342304199349117,0.0,8.926197029520809,5.148464107789052
2024-04-03,0.0,0.0,37.13942814503879,24.269902344077508,14.100227627166012,0.0,10.371817012486762,0.0,8.954078976183993,5.164545895046934
2024-04-05,0.0,0.0,37.150345784304875,24.255754380313398,14.104372580561684,0.0,10.374865948949488,0.0,8.94859722242193,5.166064083448625
2024-04-08,0.0,0.0,37.14906102301295,24.25491554951179,14.107343087966784,0.0,10.374507157506265,0.0,8.948287755280084,5.165885426722129
2024-04-09,0.0,0.0,37.149505738019386,24.255205907454297,14.107511968336823,0.0,10.373434242053529,0.0,8.948394876099213,5.1659472680367555
2024-04-11,0.0,0.0,37.14787516838105,24.25414129565022,14.10316858231499,0.0,10.399580200041814,0.0,8.929514229823878,5.165720523788045
2024-04-12,0.0,0.0,37.08789080113039,24.21497702818585,14.241870111219985,0.0,10.382787523875429,0.0,8.915095336185846,5.157379199402501
2024-04-16,0.0,0.0,37.08198179130691,24.21111898897024,14.255533482768213,0.0,10.381133291398239,0.0,8.913674943039167,5.156557502517227
2024-04-17,0.0,0.0,37.080110997375385,24.209897532826528,14.286544817627188,0.0,10.353924052857964,0.0,8.913225246227249,5.15629735308569
2024-04-22,0.0,0.0,37.07710827548701,24.207937031973593,14.261492368277292,0.0,10.385079065213583,0.0,8.912503459376483,5.155879799672049
2024-04-23,0.0,0.0,37.06972660097774,24.203117478345433,14.278562031627114,0.0,10.38301150177679,0.0,8.910729070739942,5.154853316532985
2024-04-24,0.0,0.0,33.296383845620866,20.18596519283628,12.825141315070422,0.0,9.328385588657842,11.732667426320571,8.00370228454461,4.6277543469494065
2024-04-25,0.0,0.0,33.286542469481404,20.184527727528746,12.849715683557767,0.0,9.325628407824706,11.729199614506623,8.001336638922082,4.623049458178673
2024-04-29,0.0,0.0,33.28741525962936,20.058483419239472,12.921563093801458,0.0,9.378313952263962,11.729507160112368,8.00154643805623,4.623170676897147
2024-04-30,0.0,0.0,33.31556743230619,20.052067636802317,12.859369583159141,0.0,9.386245475686323,11.739427158658664,8.00831358760055,4.639009125786814
2024-05-02,0.0,0.0,33.32562480236722,20.05812099504459,12.86181974396803,0.0,9.360322665797979,11.74297108038472,8.010731153307002,4.640409559130456
2024-05-03,0.0,0.0,33.32594292101494,20.058312465193,12.860987943207125,0.0,9.360412017256694,11.74308317604992,8.010807621879666,4.640453855398646
2024-05-06,0.0,0.0,33.3200587089857,20.054293654995604,12.8768508911804,0.0,9.358759291357197,11.741009752607743,8.009393189565346,4.639634511308013
2024-05-07,0.0,0.0,33.30218028084393,20.04830267255082,12.8801959865277,0.0,9.353737694398202,11.734709919795108,8.005095617287655,4.67577782859659
2024-05-08,51.79576097007349,0.0,16.0536368410315,9.66447745072552,6.209022564446557,0.0,4.507334990040713,5.65682997024682,3.8589334642329978,2.254003749202401
2024-05-09,51.79665414143611,0.0,16.053913671575618,9.664644105956217,6.207405223306121,0.0,4.507412714983052,5.656927517197341,3.859000008073574,2.254042617471972
2024-05-13,51.81914243440261,0.0,16.060883718577486,9.66607990177181,6.134883336040075,0.0,4.566932475486403,5.6593835569822595,3.8606754507093526,2.2320191260300053
2024-05-14,51.861491241037115,0.0,16.074009355688105,9.67213775999722,6.134487108283471,0.0,4.513112476639697,5.664008645871536,3.8638305588500885,2.216922853632764
2024-05-16,51.86509894908383,0.0,16.07534160441359,9.66534187577096,6.134995547867566,0.0,4.513486533181033,5.6644780911812065,3.864150801499177,2.2171065970026294
2024-05-17,51.85614488730644,0.0,16.072566335403504,9.663673237900621,6.145445818544163,0.0,4.518462031037825,5.6635001679188814,3.8634836892079667,2.216723832680592
2024-05-20,51.85239374847842,0.0,16.074971513171597,9.675479389767835,6.132552076786938,0.0,4.519138195888928,5.664347681900731,3.8640618398830204,2.2170555541225263
2024-05-21,51.8663346559424,0.0,16.079293390603876,9.657470222429772,6.134200859703986,0.0,4.520353200305339,5.665870584532001,3.865100722076314,2.211376364406304
2024-05-22,51.86448339729753,0.0,16.078719474380758,9.656549827997534,6.183261108800923,0.0,4.5201918558996566,5.665668353316514,3.8649627655160037,2.166163216791073
2024-05-23,51.84446494409111,0.0,16.072584834024024,9.652865488558932,6.204323666794364,0.0,4.5334295008872765,5.663506686289265,3.863488135860551,2.165336743494479
2024-05-24,51.83590370369778,0.0,16.069930717279746,9.65127148036498,6.238627266952915,0.0,4.518411534997857,5.662571453525984,3.862850145850942,2.1604336973297937
2024-05-27,51.83551597925844,0.0,16.069810516715417,9.64774705497627,6.256417152513054,0.0,4.5218875106338645,5.662529098378582,3.8628212523369863,2.143271435187389
2024-05-28,51.82257527623987,0.0,16.065798698919586,9.645338501167586,6.279820177304241,0.0,4.5207586243432,5.66111545165371,3.861856901511187,2.142736368860625
2024-05-29,51.82245603713744,0.0,16.065761732956272,9.645316308107917,6.2800358190407035,0.0,4.521898677682773,5.66110242593429,3.860697560524369,2.142731438616229
2024-05-31,51.79989991093107,0.0,16.058768985468767,9.651467699423376,6.3104785707511475,0.0,4.519930486186925,5.658638387165168,3.8590171619466282,2.1417987981269175
2024-06-03,51.80287845847577,0.0,16.059692381209196,9.652022668747028,6.310841429762169,0.0,4.52019038684069,5.65896376469492,3.8592390594041994,2.1361718508660363
2024-06-04,51.80880678727726,0.0,16.061530254696535,9.653127247598292,6.300062121479387,0.0,4.520765185682837,5.659611377315516,3.8596807112727545,2.136416314677417
2024-06-05,51.80898555193147,0.0,16.061585674500236,9.653160555409483,6.300083859645087,0.0,4.520435737593703,5.659630905626117,3.8596940289793475,2.1364236863145467
2024-06-07,51.808479055281886,0.0,16.061428652716376,9.65105343027874,6.303012645336439,0.0,4.520391544766313,5.659575575762752,3.8596562957160283,2.1364028001414685
2024-06-12,51.806691499202806,0.0,16.060874482724316,9.650720438468454,6.306245487187634,0.0,4.520235576987814,5.65938030253895,3.859523125389465,2.136329087500558
2024-06-13,51.8081811207023,0.0,16.061336288395317,9.650997930047915,6.304069030038247,0.0,4.520193028644445,5.659543029289655,3.8596341000234164,2.1360454728587044
2024-06-14,51.793705629065066,0.0,16.05684866242397,9.648301387980515,6.33024819008324,0.0,4.518930061773781,5.657961721742877,3.8585556969617936,2.1354486499687617
2024-06-17,51.79391406638483,0.0,16.056913281212264,9.648512689603725,6.330273665378937,0.0,4.518373336860094,5.657984491505385,3.858571225238789,2.1354572438159805
2024-06-18,51.791621348134655,0.0,16.056202503145286,9.644693763409977,6.32539436571524,0.0,4.514724013757931,5.6577340341970945,3.858400421065612,2.151229550574205
2024-06-21,51.79584789718449,0.0,16.058011880194098,9.630084487831171,6.316333023780916,0.0,4.5310439073148165,5.658371605509973,3.8588352250714553,2.1514719731130825
2024-06-24,51.800404642460485,0.0,16.059424585512144,9.630931695547213,6.316888703856371,0.0,4.531442526388705,5.658869401359062,3.8503771957852653,2.1516612490907514
2024-06-25,51.801625867279675,0.0,16.059803195834228,9.631158750391663,6.32008520376339,0.0,4.531549357795103,5.659002812513069,3.8450628366604325,2.1517119757624443
2024-06-26,51.80275778560271,0.0,16.06015411890271,9.629184099103608,6.3202233040667215,0.0,4.531648376767268,5.6591264674923565,3.845146855202422,2.1517589928622067
2024-06-27,51.80272799764466,0.0,16.06014488388864,9.629178562067661,6.320219669770891,0.0,4.531703273598524,5.659123213344721,3.8451446441411177,2.1517577555437835
2024-07-02,51.80269820972087,0.0,16.060135648885186,9.629173025038083,6.320216035479239,0.0,4.531758170366646,5.659119959200827,3.8451424330823563,2.1517565182267826
2024-07-04,51.80237054482021,0.0,16.060034064548194,9.629112118133005,6.320176058546936,0.0,4.5317870081257805,5.659084163864997,3.8485682467440974,2.148867795216781
2024-07-05,51.80394933201651,0.0,16.06052352817479,9.629405585763228,6.318068519133655,0.0,4.531177571890932,5.6592566364666705,3.848685540030257,2.148933286523954
2024-07-08,51.810146257091006,0.0,16.062444730365836,9.630557480661135,6.315603693673721,0.0,4.522977948994462,5.65993361167427,3.8491459299471344,2.1491903475924325
2024-07-10,51.80975890583907,0.0,16.062324641763023,9.630485479156285,6.315556475953367,0.0,4.522944133587681,5.6598912959788175,3.8498647882478685,2.149174279473889
2024-07-11,39.38115824853706,23.98891814935907,12.20914673056616,7.3202362001755725,4.800522802260368,0.0,3.437938767440095,4.302144605643761,2.9263238753340914,1.6336106206838203
2024-07-12,39.38009093476999,23.98826799827828,12.208815836530297,7.3182892807603235,4.80651253646107,0.0,3.4353102302051184,4.302028008307122,2.9262445656870937,1.6344406090007064
2024-07-16,39.37974665234748,23.988058279640708,12.208709100344766,7.31822530024879,4.806470515283856,0.0,3.4361544518545375,4.3019903976112275,2.9262189828470335,1.634426319821607
2024-07-19,39.377164726047575,23.98648550673532,12.207908638437475,7.317745482068696,4.8127118626324545,0.0,3.43592916098032,4.301708338352503,2.9260271258039245,1.6343191589417347
2024-07-22,39.279644309726635,23.927081228419016,12.177674863580624,7.549939535215559,4.798089529860626,0.0,3.4274634338054657,4.291054844355005,2.918780606521494,1.630271648515575
2024-07-25,39.2796439671953,23.927081019767048,12.177674757387319,7.549068308730944,4.798961520699072,0.0,3.4274634039168648,4.291054806935605,2.918780581068773,1.6302716342990735
2024-07-26,39.279627183167214,23.9270707958251,12.177669553917672,7.549064211013226,4.798959470122824,0.0,3.427505540991381,4.291052973385779,2.9187793338860013,1.630270937690802
2024-07-29,39.280603420890735,23.927665468198523,12.177972212095858,7.549251831970668,4.799078741246414,0.0,3.4251053727895377,4.291159621235737,2.91885187588033,1.6303114556921954
2024-07-31,39.280945971943396,23.92787413217718,12.178078411513313,7.549317666095826,4.7982485305838605,0.0,3.4251352418177285,4.291197042790331,2.9188773300662536,1.6303256730121107
2024-08-02,39.283001403730694,23.929126192479618,12.178715646917295,7.549712694960823,4.793266962514795,0.0,3.425314466927451,4.29142158582485,2.9190300645052796,1.630410982139196
2024-08-05,39.2830010611408,23.929125983791984,12.178715540705836,7.549713501226442,4.7932669207123695,0.0,3.425314437055037,4.291421548399053,2.919030039048208,1.6304109679202645
2024-08-06,39.2845088570923,23.930044453315862,12.179182995266094,7.5500024090706015,4.789613481247172,0.0,3.425445910595786,4.291586265652369,2.9191420799197365,1.6304735478400845
2024-08-07,39.28425189663521,23.929887926599864,12.179103331079867,7.549953024411699,4.789582152326301,0.0,3.4254671114607387,4.29155819433366,2.9191229857753784,1.6310733773772834
2024-08-09,39.28548533748765,23.930639273512128,12.179485728678637,7.5501900766666035,4.78973253488439,0.0,3.4256182718642676,4.2916929400127035,2.916031247327231,1.6311245895663888
2024-08-12,39.285742314081055,23.93079581005751,12.179565397867526,7.550239464426708,4.789066131319442,0.0,3.4256842881290757,4.291721013094204,2.916050321847242,1.6311352591772348
2024-08-13,39.28402920029151,23.929752271769008,12.179034289628131,7.549910224896564,4.7932179470703495,0.0,3.425534906021295,4.2915338661544915,2.915923163093885,1.6310641310747602
2024-08-14,39.284012069908115,23.929741836845725,12.17902897877965,7.549906932646268,4.793215856916595,0.0,3.425577018748707,4.291531994767519,2.9159218915623555,1.6310634198250622
2024-08-15,39.284114852432594,23.929804446521942,12.17906084394001,7.549926686191114,4.793228397866467,0.0,3.4253243418333157,4.291543223113837,2.915929520768167,1.6310676873325554
2024-08-20,39.28582797369262,23.930847989361062,12.17959195449544,7.550255927156992,4.78907657351858,0.0,3.425473715084425,4.291730370869653,2.916056680076033,1.6311388157452023
2024-08-21,39.287455577289435,23.931839439364058,12.180096552430504,7.550568732673326,4.7851320049701265,0.0,3.425615631740558,4.291908176356986,2.916177491691463,1.6312063934835457
2024-08-22,39.2876611789163,23.931964680997826,12.180160294091296,7.550608246792844,4.784633720429294,0.0,3.425633558891518,4.291930637045532,2.9161927528181444,1.6312149300172396
2024-08-23,39.29074546157198,23.93384346281804,12.181116499067898,7.55120100821861,4.785009338685888,0.0,3.4259024886738807,4.2844170633308805,2.9164216888875925,1.6313429887452306
2024-08-26,39.290779734099516,23.93386433982863,12.181127124410985,7.551207594979473,4.784926284563323,0.0,3.4259054770197617,4.28442080054177,2.9164242328236125,1.6313444117329305
2024-08-27,39.29086541567994,23.933916532514452,12.181153687849797,7.5512240619319035,4.784936719073634,0.0,3.425912947907274,4.284430143597516,2.9164305926830796,1.6311298987624072
2024-08-28,39.29163656672024,23.934386276930546,12.18139276401264,7.551372267735703,4.784114717845689,0.0,3.4259801873611733,4.284514232932973,2.9164878326665136,1.6301151537945215
2024-08-29,39.29197931023242,23.93459505814536,12.181499023097372,7.5514381388492255,4.7832841434591655,0.0,3.4260100724101217,4.284551607030478,2.9165132733803745,1.6301293733954823
2024-09-03,39.29574988355444,23.936891891931385,12.182667995392611,7.539949333581313,4.786360332126118,0.0,3.426338842362839,4.284962765141367,2.9167931505292217,1.6302858053807032
2024-09-05,39.29227064691923,23.93477252504183,12.181720191726896,7.539281748205623,4.79465967888126,0.0,3.426035475111665,4.284583375526023,2.916534898336129,1.6301414602513504
2024-09-13,39.29244202345903,23.93487691856322,12.181773323323032,7.539314631416426,4.794244432790195,0.0,3.426050418053249,4.28460206309641,2.9165476190481385,1.6301485702502956
2024-09-17,39.2913966498195,23.934240132247385,12.184807558141388,7.539114048292293,4.794116882134307,0.0,3.4259592681371243,4.284488071452674,2.9164700244308936,1.629407365344441
2024-09-26,39.29516711130938,23.927813124882498,12.18597683059228,7.539837513010035,4.794576932797387,0.0,3.4254156510359235,4.284899217368948,2.916749893278813,1.6295637257247328
2024-09-30,39.291276692467825,23.925444151243717,12.184770357701346,7.540268623999129,4.794102245607896,0.0,3.4337994270191268,4.284474990832331,2.916461120394637,1.629402390733992
2024-10-02,39.290591235937974,23.92502675956537,12.18455778811569,7.541881631566081,4.7940186100285604,0.0,3.4337395226220804,4.284400245962561,2.9164102412304223,1.6293739649712653
2024-10-03,39.26579380270595,23.909926980331146,12.17686775982372,7.5423520822143555,4.84817813857825,0.0,3.432269770042075,4.281696236536983,2.91456961002689,1.6283456197406283
2024-10-04,39.19799726338959,23.88974847016829,12.163758121175274,7.735271694651523,4.741345051172926,0.0,3.446842334126902,4.278035956327165,2.907723141120868,1.6392779678674665
2024-10-07,39.03560171768644,23.828233866557465,12.194812543025026,7.804573172851903,4.835947632361039,0.0,3.4552548030083727,4.267020282117998,2.8927647959302925,1.685791186461463
2024-10-08,39.02394066386042,23.81976842306933,12.158698332126791,7.821034840344011,4.893466501547051,0.0,3.467395560685825,4.2655509946198045,2.891768713683464,1.6583759700633047
2024-10-09,39.00013799325401,23.805266032433487,12.129814891720427,7.868434448242073,4.880028862847624,0.0,3.488761426075984,4.262953963208652,2.922988650683007,1.6416137315347339
2024-10-10,38.965288194253205,23.783994088817945,12.118975914407923,7.886897096415758,4.930817872275442,0.0,3.4861208572740137,4.259144666718646,2.9203767223104573,1.6483845875266065
2024-10-14,38.989826554409056,23.796694881799922,12.125447518952882,7.870937118003862,4.915014523940839,0.0,3.4863774120869375,4.2614190750661365,2.9219362206874306,1.6323466950529335
2024-10-15,38.97271737436111,23.786252621003747,12.120126734453516,7.871255651555761,4.9365327615349175,0.0,3.501151214314482,4.259549115831686,2.9206540417883122,1.6317604851564655
2024-10-16,38.96404440970899,23.779900947961412,12.112772104801222,7.891175189452719,4.9422804775772615,0.0,3.500216297489229,4.2584116830581165,2.9198741358553013,1.6313247540957447
2024-10-17,38.96501881369533,23.782612367373677,12.11415322095865,7.885571826873034,4.949693963106058,0.0,3.4935053128653712,4.258897233444896,2.9202070642148708,1.6303401974681153
2024-10-18,38.970813961379505,23.786149482334235,12.115954921794978,7.8694003752020585,4.954766178044062,0.0,3.494024891190748,4.259530646162019,2.920641377650889,1.6287181662415093
2024-10-21,38.9622485649174,23.78092152376953,12.113291955670508,7.871572357646624,4.9717112237635455,0.0,3.4933002904380053,4.258594443783412,2.9199994497879507,1.6283601902230276
2024-10-22,38.96039069192243,23.77978755605663,12.112714346347804,7.875531912573982,4.971907643291684,0.0,3.4931337161638814,4.258391377279167,2.9198602127489472,1.6282825436154797
2024-10-23,38.955236232679866,23.776932498169014,12.111260065036273,7.862883526215281,4.983360286037308,0.0,3.4927143222165924,4.257880104675844,2.919509647382815,1.6402233175870005
2024-10-24,38.95441649980639,23.777437494598434,12.1115172951516,7.863050525390046,4.983466127240799,0.0,3.4927885037058086,4.257970537461904,2.9195716546222976,1.6397813620227197
2024-10-25,38.93106638665157,23.764242491163696,12.10479615405531,7.863279012672692,4.9962960596530355,0.0,3.4845687231376274,4.25560762783888,2.917951473388746,1.682192071438446
2024-10-28,38.95837342892083,23.780911214485016,12.107130852147131,7.8533614948257835,4.9603510875034855,0.0,3.478255953930572,4.258592597637052,2.9199981839368747,1.683025186613253
2024-10-29,39.002866785644315,23.81761492529277,12.125353737375665,7.84206905632954,4.863678752524435,0.0,3.468221077274726,4.265017632451657,2.925271980675882,1.689906052431014
2024-10-30,39.01042439527271,23.815042610948993,12.124507532099756,7.824128379077362,4.872525529739731,0.0,3.4679666192247662,4.264704714663079,2.9328717504809245,1.6878284684926796
2024-10-31,39.00940827917923,23.81442229347132,12.124191721456324,7.832607013874496,4.870662127184339,0.0,3.46353507197504,4.264593630634601,2.9327953571006433,1.6877845051240046
2024-11-01,39.01547188966269,23.818123999983833,12.126076302106702,7.824315770857941,4.867077330522637,0.0,3.4640734428065576,4.265256517763299,2.933251229913322,1.6863535163830248
2024-11-04,39.04631772065657,23.836981257568556,12.135676745211333,7.847891742885647,4.8925704230326295,0.0,3.468206520129706,4.149093416092605,2.935573540184409,1.6876886342385438
2024-11-05,39.047437568669295,23.837664901959343,12.136024796302433,7.850289546880966,4.914438007268909,0.0,3.4691750788735582,4.120619330832296,2.9356577324050095,1.6886930368081907
2024-11-06,39.04742060079591,23.837654543418424,12.1360195226521,7.850286135575965,4.914435871723863,0.0,3.469173571360463,4.120617540237282,2.9356564567292724,1.6887357575067201
2024-11-07,39.04872717019648,23.838452177411362,12.136425607138834,7.85054881473614,4.913470459010289,0.0,3.4653351608073457,4.120755420607012,2.935754687005125,1.6905305030874138
2024-11-08,39.048319918406534,23.838203558492843,12.136299032435634,7.86002715161269,4.913419214839627,0.0,3.4652990197075138,4.120712443917564,2.9357240690711293,1.6819955915164602
2024-11-11,39.045791753608455,23.836660165404176,12.135513273559017,7.856867643265211,4.913535624854007,0.0,3.4650746605797775,4.120445650361133,2.9355339970203005,1.690577231347919
2024-11-12,39.04314516674432,23.835044478057462,12.134690708858011,7.855466097002157,4.913202577468945,0.0,3.4648397922196277,4.120166359896197,2.9429821784621213,1.690462641291159
2024-11-13,39.04696247378871,23.837374866216535,12.135877135825577,7.856234137741216,4.912813868636753,0.0,3.4651785548190555,4.120569194760103,2.9430526482474453,1.6819371199646063
2024-11-14,39.03798874609715,23.831896588333212,12.133088082597986,7.8769760711362045,4.912119251598114,0.0,3.4643821914969544,4.119622210320204,2.9423762792964667,1.6815505791237144
2024-11-15,39.034868416271316,23.829991690562622,12.132118277599327,7.896068466222725,4.899997676365357,0.0,3.4641052813530804,4.119292926449109,2.9421410933978582,1.6814161717786071
2024-11-18,39.03388493744118,23.829391296778784,12.131812610333755,7.898389013736036,4.899874221511327,0.0,3.4640180036358035,4.11918914135766,2.942066966505722,1.681373808699732
2024-11-19,39.02815461553195,23.825893052029375,12.130031614368043,7.912735106853022,4.898329673090869,0.0,3.463509472694238,4.118584428815652,2.941635059950082,1.681126976666768
2024-11-20,38.986008823939756,23.800163905136298,12.116932614698138,7.930221989975096,4.966319295450616,0.0,3.4597692920515266,4.114136844688201,2.938458441957296,1.6879887921030716
2024-11-21,38.98414831381563,23.799028101620188,12.116354364282591,7.92984353989149,4.970854541053268,0.0,3.459604183183264,4.11394050775907,2.938318211350329,1.687908237044171
2024-11-22,38.97281994944263,23.792112366027144,12.112833485077894,7.944887811201781,4.977433791347415,0.0,3.4585988602900213,4.112745041932664,2.937464368422326,1.6911043262581231
2024-11-25,38.961954290685945,23.785479102783547,12.109456415740953,7.942672769028065,4.976046078137774,0.0,3.45763459968376,4.1115984047574,2.936645400601198,1.7185129385813545
2024-11-26,38.96112651847407,23.784973764717066,12.109199142416129,7.942504021748162,4.9780649242134345,0.0,3.4575611399743438,4.111511051159054,2.9365830096482024,1.7184764276495437
2024-11-27,38.961954290685945,23.785479102783547,12.109456415740953,7.942672769028065,4.976046078137774,0.0,3.45763459968376,4.1115984047574,2.936645400601198,1.7185129385813545
2024-11-29,38.96094069689342,23.784860324428873,12.109141388682444,7.945067636973907,4.975916626484027,0.0,3.4575446494481805,4.111491441677742,2.9365690038802663,1.71846823153114
2024-12-02,38.96137991439515,23.785128457763026,12.109277898395344,7.944029876162915,4.975972721373689,0.0,3.457583627308979,4.111537791662293,2.9366021086379663,1.7184876043006356
2024-12-03,38.95850828694573,23.78337538772502,12.108385390612456,7.943444365734344,4.97994152643696,0.0,3.4573721435408573,4.111234752991492,2.936385667966673,1.7213524780464655
2024-12-06,38.969579698656545,23.788016430681015,12.110748198069745,7.940527939915986,4.8873771014211815,0.0,3.4580468086113725,4.112037011576733,2.920653795411766,1.8130130156556574
2024-12-09,38.966977460594585,23.786427958794665,12.109939489067404,7.948886733580607,4.832285635228465,0.0,3.4578158935977905,4.111762425622601,2.9204587654286107,1.8654456380852698
2024-12-10,38.979787731844674,23.794485971416698,12.114041914426268,7.931973669438206,4.8355275504307755,0.0,3.4589872810866367,4.097670180262657,2.92144811505415,1.866077586039937
2024-12-11,38.98240861734877,23.7960858421956,12.114856426733722,7.92613031784844,4.836069570658669,0.0,3.4586559295969383,4.0979456954719735,2.9216445445747103,1.8662030555711826
2024-12-12,39.05715893345694,23.84171578149211,12.138087144886436,7.955323724098008,4.868160431541353,0.0,3.4663745875295833,3.866589287652299,2.927246913976931,1.8793431953663373
2024-12-13,39.11252484709087,23.875512873059666,12.155293626435434,7.975000922807542,4.9246781656197305,0.0,3.4712013386478398,3.6586310473386625,2.931396465666047,1.8957607133342123
2024-12-16,39.229463761617,23.944764442093717,12.277849916049059,8.092459773062858,5.026872956800817,0.0,3.4800038085294096,3.046797337858371,2.9381530695251166,1.9636349344636514
2024-12-17,39.22208631592832,23.94559016543138,12.278273311619998,8.095488867635861,5.027832028911843,0.0,3.4801238147364777,3.0469024051549427,2.9382543902779257,1.965448700303251
2024-12-18,39.22194934889139,23.945506545286698,12.278230434790332,8.095984410893292,5.027639866795816,0.0,3.480111661832545,3.046891765098958,2.9382441296305366,1.9654418367804252
2024-12-19,39.22090500668977,23.944868960887156,12.277903508810947,8.098431490744543,5.027505998475281,0.0,3.4800189987310124,3.046810637115599,2.9381658945505826,1.9653895039951081
2024-12-20,39.17593569739478,23.91475308232424,12.262461375814414,8.088289547525633,5.021182816654084,0.0,3.474944597330131,3.0429786103335172,2.9344705121526866,2.0849837604705135
2024-12-27,39.167432315199555,23.90956223539376,12.25979973177512,8.08657751921873,5.020092937476931,0.0,3.474190338842304,3.0423181127684953,2.933833566949943,2.1061932423751655
2024-12-30,39.15241527964072,23.900395161499418,12.255099248806651,8.082954248824711,5.013462763358818,0.0,3.4728583127999353,3.0411516692060716,2.9327087170326944,2.1489545988309833
2025-01-02,39.14156922510001,23.893774242007872,12.251704324792259,8.080758654822878,5.013598415692307,0.0,3.4718962569368745,3.0403092052958587,2.9318962941343942,2.1744933812175464
2025-01-03,39.14156922510001,23.893774242007872,12.251704324792259,8.076490087006958,5.013598415692307,0.0,3.4761648247527943,3.0403092052958587,2.9318962941343942,2.1744933812175464
2025-01-06,39.081666242282495,23.857206767167167,12.232954089475104,8.029120102718872,5.165273437104002,0.0,3.470844837693244,3.035656259752531,2.9274092657191497,2.1998689980874375
2025-01-08,39.082006178778244,23.857414279692772,12.233060493012765,8.029189940860748,5.1644485545510515,0.0,3.470875027471339,3.035682664214021,2.9274347286367557,2.199888132782302
2025-01-09,39.08197218486256,23.857393528277765,12.233049852575704,8.029182956991889,5.167053492147341,0.0,3.4708720084698954,3.0356800237472017,2.9274321823250617,2.1973637706025837
2025-01-10,39.07857309190711,23.855318569063993,12.231985902338472,8.028484631454527,5.166604095810777,0.0,3.470570134845467,3.035416000259981,2.9271775735232994,2.205870000796372
2025-01-15,39.07993265813544,23.856148509436082,12.232411460224098,8.032416958005522,5.159825728939519,0.0,3.4705169250931975,3.0355216041435513,2.927279411729212,2.2059467442933802
2025-01-16,39.07612611106539,23.85382482190556,12.231219972756325,8.03154759939441,5.158018620896498,0.0,3.4812672996430956,3.035225931784814,2.9270377665969134,2.205731875956998
