date,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CNCB (HONG KONG) CAPITAL LTD,CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,FOSUN INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,36.33124718952869,34.38417820155419,8.923371799763496,0.0,0.0,11.309959746212982,0.0,0.0,9.051243062940637
2024-03-04,0.0,30.568367505035067,28.669559516723673,9.072681543574184,12.265359546985502,0.0,7.462642042883714,4.379442654497276,0.0,7.581947190300579
2024-03-05,30.01754335407188,21.42658314106852,20.049635821193608,6.298348193072542,8.571206739262562,0.0,5.277101954673149,3.060416472150349,0.0,5.299164324507392
2024-03-06,30.11836928926349,21.407281231038283,20.13435987203345,6.324602226578301,8.60028845759826,0.0,5.02840384671647,3.070800327369395,0.0,5.315894749402351
2024-03-07,30.115800924262288,21.431009459019972,20.250871578464185,6.268649303372835,8.618031217415883,0.0,4.929657621980102,3.070538462724243,0.0,5.315441432760492
2024-03-08,30.064114719373368,21.37715896748116,20.048959997628735,6.258436670900201,8.607046444039542,0.0,5.271266331119423,3.0652108576416897,0.0,5.307806011815877
2024-03-11,30.088827693084387,21.07679284998849,20.23065035093215,6.245410907061584,8.614121513918914,0.0,5.360893069403047,3.067730488638667,0.0,5.31557312697276
2024-03-12,30.081278181289626,21.047341829274483,20.171009744107362,6.185308905330347,8.622396635997339,0.0,5.516796196602005,3.0669607721265004,0.0,5.308907735272333
2024-03-13,30.062629630723688,21.024317244744555,20.171429083081595,6.1702508060281005,8.61308334341491,0.0,5.585573258126809,3.0650594442408274,0.0,5.307657189639514
2024-03-14,28.588931032741698,19.97395712043705,19.072458008418224,5.910573387842818,8.19055295943202,0.0,5.413076714674085,2.9146974086876005,4.903458216459656,5.032295151306852
2024-03-15,28.582560332348738,19.885650220882642,19.188710438640292,5.842005977029566,8.185096119243866,0.0,5.461060393038128,2.9140479033281443,4.902365539606832,5.038503075881788
2024-03-18,28.589891171108523,19.983642308712344,19.306930796606487,5.788963742376407,8.186824960732359,0.0,5.245364355931381,2.916819538440734,4.90437126934997,5.077191856741797
2024-03-19,28.59713706262636,19.939211170306002,19.427422122504648,5.6802656774578075,8.17188115203518,0.0,5.283078157541527,2.91755878427508,4.905614245126555,5.077831628126836
2024-03-20,28.591425286907253,19.93016147384752,19.465480913888555,5.637651240143863,8.171866150426736,0.0,5.311563591160936,2.916976053165089,4.904634434865436,5.070240855594617
2024-03-21,28.586375140565686,20.073994888333257,19.433585213892016,5.530259069012282,8.206425769057923,0.0,5.282372726457044,2.916460823308741,4.903768121927224,5.066758247445829
2024-03-22,10.161684161913366,7.133578818691938,6.928039777769465,1.980588788013971,2.9051521593800986,0.0,1.8674958534086312,1.0367230406558918,1.7431571024047454,1.8018620427116727
2024-03-25,10.161492573533588,7.1305134046154866,6.927963142417553,1.9615489264199915,2.9031172991984744,0.0,1.8874491700797171,1.0367230406558918,1.7431571024047454,1.7937003777331206
2024-03-26,10.161492573533588,7.057594867271896,6.962027556342121,1.9416594853147235,2.9092107292996445,0.0,1.8720625157113486,1.1099098017311708,1.7431571024047454,1.79484990801179
2024-03-27,10.161454255857633,7.037018275283716,6.954977103966282,1.9304707239356753,2.9095939060592007,0.0,1.85183844634196,1.1781152649322164,1.7431571024047454,1.7959228029385481
2024-03-28,10.161454255857633,7.0362519217646025,6.966587359780843,1.9298054524457338,2.9072703988246027,0.0,1.8000634493199905,1.206661933519171,1.7431571024047454,1.7955779438549473
2024-04-02,10.161454255857633,7.024526712922176,6.94497619054186,1.9315297478637374,2.9072703988246027,0.0,1.7732410761510404,1.2770131865737324,1.7431571024047454,1.7980302751161086
2024-04-03,10.161454255857633,6.974368875096239,6.928384636853066,1.9303802175850684,2.9072703988246027,0.0,1.7777204124702548,1.348973782018431,1.7431571024047454,1.8003676533494026
2024-04-05,10.161186032125942,6.9101867678705355,6.930147249947026,1.927621344916262,2.9072703988246027,0.0,1.780190178273976,1.4171792452194767,1.7431571024047454,1.799026534690955
2024-04-08,10.161186032125942,6.7990655075991695,6.950110759119917,1.9318770592785997,2.9065040453054896,0.0,1.7708121569898878,1.5288752706301776,1.7431571024047454,1.7979536397641969
2024-04-09,10.161186032125942,6.7990655075991695,6.950110759119917,1.9070217240048322,2.906184667476399,0.0,1.7352150360270953,1.597617181294602,1.7431571024047454,1.7921293530189393
2024-04-10,10.161186032125942,6.752739437368796,6.939266856824469,1.906482824210192,2.903732336215238,0.0,1.7049712775720653,1.6673553515338735,1.7431571024047454,1.7968807448374389
2024-04-11,28.59446822115214,18.923725375591918,19.30273827251103,5.3971819273604735,8.175015755618317,0.0,4.852688280448968,4.797774924534275,4.905415389080995,5.050991853701882
2024-04-12,10.161147714449987,6.7065283201662895,6.83036802175853,1.9101691379078287,2.912684954660867,0.0,1.6754810745323792,1.7612336576252001,1.7431571024047454,1.781515356779226
2024-04-15,10.161147714449987,6.7055703782673985,6.818566177564192,1.925046243821339,2.9063790147288464,0.0,1.7347071352323031,1.7612336576252001,1.7431571024047454,1.7962676620221485
2024-04-16,10.161147714449987,6.695301241111287,6.7999821047257045,1.925046243821339,2.9108595388960157,0.0,1.699090433937097,1.8409344236129384,1.7431571024047454,1.799677935182201
2024-04-17,28.55661236992945,18.76567911242382,19.047918104538734,5.458072313803704,8.180600248272697,0.0,4.55833405167709,5.484388743277944,4.898921172307375,5.049473883769183
2024-04-18,10.161147714449987,6.634874266129237,6.754920517801867,1.8935769711362196,2.912383662774827,0.0,1.605836054563356,2.0974712641359723,1.7431571024047454,1.7976854160325078
2024-04-19,10.161147714449987,6.539424935323729,6.731048605681502,1.8963322036258101,2.910276190597267,0.0,1.5790384729307487,2.223459782678128,1.7431571024047454,1.7978003690603743
2024-04-22,28.543657188848748,18.24825282647687,18.73089355152968,5.383299964267381,8.167883118890078,0.0,4.461200335499338,6.522438146278646,4.896698695423031,5.045676172786228
2024-04-23,10.161147714449987,6.498003527615678,6.615635765703104,1.9057664369405252,2.905431150378732,0.0,1.5527167201981587,2.435624754444526,1.7427739256451888,1.796152708994282
2024-04-24,10.161147714449987,6.459839122363857,6.568121847518106,1.9156928224852143,2.911758509891611,0.0,1.5580193501029564,2.4712601930832747,1.7427739256451888,1.7952330847713465
2024-04-25,10.161147714449987,6.448612043308853,6.491678083986596,1.9199077668403353,2.917754613095854,0.0,1.5849587071365994,2.5049797479242413,1.7427739256451888,1.8021302664433623
2024-04-26,28.495152260322616,18.03961970681506,17.842108587255776,5.473290468485653,8.151431297265749,0.0,4.9808758997958735,7.078932697847379,4.887303064786506,5.051286017425388
2024-04-29,10.161454255857633,6.375540235261441,6.319670036621712,1.9960836514992382,2.9060084061670035,0.0,1.7445176864425784,2.5938767561413343,1.7423907488856325,1.7968424271614836
2024-04-30,10.162067338672923,6.386690678964533,6.198892722009524,2.004035910378693,2.9089971848915437,0.0,1.794804080071347,2.5974019823292536,1.7420458898020317,1.7984517695516207
2024-05-02,28.542104710431595,17.820313878950714,17.371139861030535,5.630125108081529,8.169549398003765,0.0,5.04556405916654,7.473967847908019,4.892314789523498,5.054920346903808
2024-05-03,10.163216868951592,6.323849690397278,6.195520766525427,2.010733801818063,2.9045140168047334,0.0,1.8190256026671323,2.668213047495283,1.7420458898020317,1.8005975594051364
2024-05-06,10.162833692192036,6.323849690397278,6.195520766525427,2.022808889359641,2.9045140168047334,0.0,1.8174171032658664,2.668213047495283,1.7420458898020317,1.7966125211057493
2024-05-07,10.162833692192036,6.323849690397278,6.195520766525427,2.022195806544351,2.9118326929122613,0.0,1.7988854873257625,2.6735008867771617,1.7420458898020317,1.7997545705341123
2024-05-08,10.162833692192036,6.26859560166924,6.165134849492603,2.0301666878143196,2.9073470341765137,0.0,1.8401827457637168,2.7068372648585712,1.7420458898020317,1.8060003517148822
2024-05-09,10.162833692192036,6.252119001008313,6.182109579940953,1.9354351237148126,2.9073470341765137,0.0,1.9017354940653435,2.777456741644823,1.742429066561588,1.8021685841193176
2024-05-10,10.162833692192036,6.241658275472423,6.17245352560013,1.9384273510301893,2.9073470341765137,0.0,1.8805789257338983,2.8331706424843284,1.742429066561588,1.7971872862450844
2024-05-13,10.163216868951592,6.245336772364165,6.128119974519451,1.9362096772165802,2.9090016297419545,0.0,1.896738217720236,2.8592266621341658,1.7420458898020317,1.8020919487674063
2024-05-14,10.163216868951592,6.267752612798216,6.0824453047803235,1.9684674127198387,2.906894157564394,0.0,1.8482280399603916,2.8938658411980676,1.7420458898020317,1.799371393774556
2024-05-16,10.163293504303503,6.282734824096872,6.013396852708254,1.970268343489754,2.9076988287594627,0.0,1.8143552144156028,2.9635656937613835,1.7420458898020317,1.8062685754465717
2024-05-17,10.163293504303503,6.2218480370033555,6.009411814408867,1.9770093423145747,2.9076988287594627,0.0,1.7920160093334625,3.0235328566319652,1.7420458898020317,1.8164993949267283
2024-05-20,10.164213128526438,6.241619957796467,5.918024157254656,1.9860057195461442,2.9076988287594627,0.0,1.7891499238073323,3.102467269100591,1.7420458898020317,1.8173423837977525
2024-05-21,10.164787893665773,6.0140512802959005,5.956839962997724,2.015882739524603,2.9076988287594627,0.0,1.867805268641973,3.1333513159208395,1.7420458898020317,1.8045825977045233
2024-05-22,28.521086639948397,16.91628941855794,16.639762054264455,5.683229782212554,8.158382664088466,0.0,5.223936560619193,8.877524388561246,4.8878091660789265,5.0919793256688255
2024-05-23,28.46723575770588,16.874155360807233,16.786905290586873,5.612097360089574,8.139115662899309,0.0,5.1664712741141665,8.986313298540113,4.878580456137078,5.089125539119778
2024-05-24,10.165094435073419,6.025125088647081,6.055393025555639,2.0033995304164214,2.9063193924250594,0.0,1.8066050429591383,3.2088371375534575,1.7420458898020317,1.8100620253661805
2024-05-27,10.164711258313861,6.018611083734622,6.077119147822489,1.9966173017722724,2.9055530389059463,0.0,1.7930405856708402,3.2088371375534575,1.7420458898020317,1.8122844505716076
2024-05-28,10.165094435073419,5.998800845265554,6.188585267177456,1.9850836813096235,2.896516581385327,0.0,1.7014514541764558,3.24293986915398,1.7420458898020317,1.8295657224276027
2024-05-29,10.165094435073419,5.979258830528176,6.184753499581892,1.9757228646620397,2.8996475570053386,0.0,1.7126817902339153,3.266696828246479,1.7420458898020317,1.829757310807381
2024-05-30,10.165094435073419,5.961862605644313,6.213070262113112,1.9615453245584515,2.8996475570053386,0.0,1.7004168769256534,3.2814491334894025,1.7420458898020317,1.8310217941139173
2024-05-31,10.165094435073419,5.967801845417439,6.243302908442115,1.926599604086905,2.9006438165801853,0.0,1.6701075952447395,3.304439739062788,1.7420458898020317,1.8260404962396837
2024-06-03,28.423970665262726,16.7075066629734,17.483336179304764,5.391651171809304,8.093490921738283,0.0,4.601966717030634,9.311770091860707,4.871165888870252,5.11514170114993
2024-06-04,28.39649404879696,16.664474497581054,17.512053134312147,5.637466286856731,8.085971985619473,0.0,4.416218421673904,9.325063710733618,4.866640525773325,5.095617388652782
2024-06-05,10.164672940637907,5.938450505635416,6.234873019731873,2.019299258465836,2.8944266970210304,0.0,1.6392851249297513,3.337967705523976,1.7420458898020317,1.8082227769203096
2024-06-06,10.164672940637907,5.892890788924155,6.258055213685037,2.0130233212740887,2.8944266970210304,0.0,1.6304337417839976,3.336358363133839,1.7412795362829188,1.8010573715166043
2024-06-07,10.164596305285995,5.888062761753744,6.267902856405638,2.0084635178353674,2.8956528626516107,0.0,1.6030289399405213,3.3980498214224255,1.7412795362829188,1.797302239272951
2024-06-11,10.164596305285995,5.886989866826986,6.261120627761489,2.0069489733755446,2.8974537934215263,0.0,1.5763604888758849,3.429661904085831,1.741662713042475,1.8037396088334994
