date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD
2024-03-04,0.0,100.0,0.0,0.0,0.0
2024-03-06,0.0,87.39847972484755,0.0,0.0,12.601520275152462
2024-03-07,0.0,86.58420259084895,0.0,0.0,13.41579740915105
2024-03-20,0.0,88.49573867384363,0.0,0.0,11.504261326156364
2024-03-21,0.0,83.4405188692154,5.71238782836714,0.0,10.84709330241746
2024-03-25,0.0,82.57341910349757,6.011504093457014,0.0,11.415076803045416
2024-04-05,0.0,82.50275105698506,6.019154727869128,0.0,11.47809421514582
2024-04-08,0.0,82.31653780457306,6.083213162557802,0.0,11.600249032869145
2024-04-29,0.0,82.79056574489833,5.542384038619007,0.0,11.667050216482652
2024-04-30,0.0,86.17658432604246,9.76769191590504,2.3579789291002897,1.6977448289522086
2024-05-02,0.0,85.84275957999672,10.003574084985944,2.4149222878007786,1.7387440472165605
2024-05-08,0.0,85.88424033322703,10.008407990490273,2.416089221342766,1.691262454939936
2024-05-09,0.0,85.6952578692731,10.142401034219342,2.448435939122089,1.7139051573854622
2024-05-16,36.78449484740327,54.1726901538814,6.41157004838395,1.5477911472537542,1.083453803077628
2024-05-17,33.163797984558535,57.27545566716087,6.7787956444470625,1.6364415904903107,1.1455091133432174
2024-05-20,33.548094463996605,57.939153955919885,5.698564102224533,1.6554043987405682,1.1587830791183977
2024-05-24,61.39625911137233,23.024581770590338,10.428923721984235,3.029550232972413,2.1206851630806893
2024-05-27,61.39625911137233,23.024581770590338,10.428923721984235,3.029550232972413,2.1206851630806893
2024-05-28,61.582827380409746,23.094547863450448,10.460614679623923,3.0387562978224274,1.8232537786934562
2024-05-29,66.42738673536951,17.044597845825056,11.283523773936189,3.27780727804328,1.966684366825968
2024-06-04,66.42738673536951,17.044597845825056,11.283523773936189,3.27780727804328,1.966684366825968
