date,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,MIB SECURITIES (HONG KONG) LTD,BNP PARIBAS,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD
2024-03-01,18.15654386481581,44.53176756548822,0.0,21.41530406772392,11.874053143155505,0.0,1.8810709409147666,2.1412604179017816,0.0
2024-03-04,17.494363775783235,42.92058685316297,0.0,20.640488093672232,11.444444204474982,3.5969774804403962,1.8130128919262467,2.0901267005399364,0.0
2024-03-05,17.498709632188156,42.91832607782913,0.0,20.639400887979534,11.443841386129195,3.596788015231265,1.81291739428452,2.0900166063582017,0.0
2024-03-06,17.531136757553334,42.934351069256614,0.0,20.660280577143485,11.448114326778784,3.59813099624609,1.8135943075837355,2.014391965437953,0.0
2024-03-07,17.647096917342484,43.250841077045735,0.0,20.841772413946856,11.533034767348905,3.6246545718602,1.8269631943198503,1.2756370581359673,0.0
2024-03-08,17.619302270781382,43.25287756648736,0.0,20.87691864971396,11.556894972107786,3.6248252406976453,1.8297034199871929,1.2394778802246706,0.0
2024-03-11,17.6286685785876,43.2430498297645,0.0,20.838764926895063,11.536579967683046,3.6782021636336544,1.8325035371386684,1.242230996297465,0.0
2024-03-12,17.6403808216027,43.23272165308383,0.0,20.82848023409307,11.531170789658093,3.677323661262457,1.840027200178249,1.2498956401216004,0.0
2024-03-13,17.623076750546527,43.19296432953634,0.0,20.8266070781211,11.527812986871957,3.673716444923164,1.8355710763664441,1.3202513336344717,0.0
2024-03-14,12.316599252296848,30.182607740997803,30.11406143075861,14.55147388832057,8.059171249913808,2.5671389803858626,1.2863752574052896,0.9225721999212051,0.0
2024-03-15,12.349946105926724,30.182607740997803,30.091830195005357,14.538505667464507,8.059171249913808,2.5615811714475494,1.2900804633641647,0.9262774058800805,0.0
2024-03-18,12.373361025833619,30.17460596587763,30.08569914086001,14.537395747949597,8.055677010099037,2.5610592625853075,1.2879653906475133,0.9242364561472828,0.0
2024-03-19,12.373131847527768,30.17404707447694,30.08514189618372,14.537126487582745,8.055527803557192,2.5610118268706494,1.2879415350657026,0.9260715287352835,0.0
2024-03-20,12.381475489195061,30.171811715893583,30.082913123888005,14.534197491852167,8.056783086657644,2.558970047582601,1.2896981755749415,0.9241508693559997,0.0
2024-03-21,12.381475489195061,30.171811715893583,30.082913123888005,14.532345437852051,8.05863514065776,2.558970047582601,1.285994067574709,0.9278549773562322,0.0
2024-03-22,12.381704805054186,30.172370524488812,30.08347028600281,14.530762501420089,8.058784393696484,2.5590174419674985,1.2860178853203963,0.9278721620497254,0.0
2024-03-25,12.321546148306709,30.00149123434331,29.91493076239646,14.454880547377483,8.015477601731991,2.544680812035206,1.2788131034358412,0.9281989909590534,0.5399807994139525
2024-03-26,12.325936243475208,29.998728783150458,29.910334738853884,14.449866498290746,8.01842264474207,2.544446505130602,1.278695353996141,0.9336381528289197,0.5399310795319705
2024-03-27,12.32570926028972,29.998176353956822,29.906100920089557,14.453283420100005,8.018274984793281,2.5443996489274197,1.2786718067102403,0.9354624684786659,0.5399211366542892
2024-03-28,12.321092310193828,30.000386192816737,29.908303976141426,14.454348132400451,8.018865657220891,2.5445870840952445,1.2769243567242237,0.9355313800448369,0.5399609103623636
2024-04-02,12.319957861164625,29.997623945108877,29.90555020678749,14.462224640365044,8.018127330282734,2.544352794449928,1.2768067855251464,0.9354452421733593,0.5399111941427991
2024-04-03,12.31627491163177,29.997623945108877,29.90555020678749,14.462224640365044,8.018127330282734,2.544352794449928,1.280489735058002,0.9354452421733593,0.5399111941427991
2024-04-05,12.15409483991037,30.000938703404366,29.908854790870897,14.457117175728943,8.02453837367766,2.5446339472021418,1.282472908314387,1.0873784061862268,0.5399708547050118
2024-04-08,12.124964082273603,30.010887375145543,29.91877292648027,14.46006904051619,8.027199407018763,2.545477778393307,1.2847404807132516,1.0877389939307818,0.5401499155282872
2024-04-09,12.074081429283524,30.028219448240545,29.934214218858664,14.46937522520934,8.033185541752413,2.546791517653786,1.2854035444505847,1.0883003837938598,0.5404286907572824
2024-04-10,12.053739986436547,30.03264803799389,29.938628944633283,14.475196205404139,8.034370283433093,2.5490106324717874,1.2855931169617247,1.0903043989819319,0.5405083936836056
2024-04-11,12.046499631229057,30.032981342220044,29.938961205429592,14.47535685204654,8.034459449382314,2.549038921552898,1.2856073845553933,1.0965808213042403,0.5405143922799217
2024-04-12,12.211330880189438,30.035749935668626,29.941721131622273,14.476398115670142,8.033356404806096,2.530468144156629,1.2857258984032784,0.9446852698292044,0.5405642196543099
