date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,ABCI SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,0.0,23.902308031928136,24.091870931905333,14.657190421247407,25.82611657076872,10.459078685507938,0.0,0.0,1.0634353586424676,0.0
2024-03-04,0.0,21.33083340410742,21.56938210997815,13.102057832127025,23.08595734684249,9.349367093549002,10.611797686251034,0.0,0.9506045271448802,0.0
2024-03-05,0.0,21.22370565401147,21.655724925607778,13.090149740368554,23.081169167023024,9.363541718451366,10.633780943943083,0.0,0.9519278505947264,0.0
2024-03-06,0.0,21.247428219406387,21.63254579948486,13.066996537771624,23.14229225421477,9.346853683774581,10.614829044066548,0.0,0.9490544612812263,0.0
2024-03-07,0.0,21.285222028310955,21.571010929326768,13.117664509250721,23.052290637595156,9.376131093995959,10.647156716567833,0.0,0.9505240849526133,0.0
2024-03-08,0.0,21.320804494992995,21.502607149858523,13.117431767010268,23.080405610402767,9.377863934299318,10.649124460202145,0.0,0.951762583233982,0.0
2024-03-11,0.0,21.39156151899768,21.489080848618638,13.111221214553309,23.03203557793216,9.375491821059137,10.649087182180327,0.0,0.9515218366587475,0.0
2024-03-12,0.0,21.350638585282727,21.487858488693007,13.100173660721506,23.107431337580994,9.36556799283659,10.637815270909977,0.0,0.9505146639751988,0.0
2024-03-13,0.0,21.386580265264843,21.447606873999437,13.111579871011706,23.082385780143863,9.373722513591817,10.647077526598395,0.0,0.9510471693899408,0.0
2024-03-14,0.0,21.360121291879143,21.449919809510483,13.130604924142157,23.084226853183402,9.373229490272442,10.650541080643272,0.0,0.9513565503691044,0.0
2024-03-15,0.0,21.30917175796337,21.48632758439359,13.13261985521416,23.081542306228126,9.372139444032241,10.66701217070563,0.0,0.9511868814628819,0.0
2024-03-18,0.0,21.319881456569608,21.52545976706744,13.130635519465168,23.036915419216143,9.370723315982515,10.66540038769366,0.0,0.9509841340054691,0.0
2024-03-19,0.0,21.413636130552952,21.55634015137134,13.035351055272756,22.995504294701426,9.377532474002521,10.67315031202048,0.0,0.9484855820785226,0.0
2024-03-20,0.0,21.409814337642693,21.52678137480378,13.04371036014668,23.010250842785478,9.380590888806244,10.679994785717053,0.0,0.9488574100980729,0.0
2024-03-21,0.0,21.388847151777828,21.581477698715616,13.007462205350292,23.01147490829162,9.381267225461345,10.680562924383263,0.0,0.9489078860200385,0.0
2024-03-22,0.0,21.461493703969662,21.547068769875242,12.987931347864349,23.01769873500757,9.359122746596277,10.679035399866471,0.0,0.9476492968204344,0.0
2024-03-25,0.0,21.436978767091023,21.549124189329223,13.001976203929658,23.022459651021478,9.359265583808716,10.6823687441214,0.0,0.9478268606985047,0.0
2024-03-26,0.0,21.481974983025854,21.617318730905307,12.970427026553441,22.928455151287412,9.364450478825498,10.688961780734964,0.0,0.9484118486675208,0.0
