date,THE HONGKONG AND SHANGHAI BANKING,CCB INTERNATIONAL SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,DEUTSCHE BANK AG,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-07-09,9.893759575294354,0.0,4.6399902700072975,1.5688546347625325,0.0,0.0,0.0,0.03157980087655285,0.021444391811442982,16.15562867275218
2024-07-11,9.893759575294354,0.0,4.640310335556722,1.5688546347625325,0.0,0.0,0.0,0.03157980087655285,0.021444391811442982,16.155948738301603
2024-07-15,9.893759575294354,0.0,4.640523712589672,1.5688546347625325,0.6821663743401315,0.0,0.0,0.03157980087655285,0.021764457360867507,16.838648555224108
2024-07-16,9.893759575294354,0.0,4.64137722072147,1.5688546347625325,0.6817396202742322,0.0,0.0,0.03157980087655285,0.021444391811442982,16.838755243740586
2024-07-17,9.893759575294354,0.0,4.6453246958310395,1.5688546347625325,0.6813128662083329,0.0,0.0,0.03157980087655285,0.021337703294968143,16.84216927626778
2024-07-18,9.893759575294354,0.0,4.6461782039628385,1.5688546347625325,0.6808861121424334,0.0,0.0,0.03157980087655285,0.021337703294968143,16.842596030333677
2024-07-22,15.592932419226123,0.0,4.6461782039628385,1.5688546347625325,0.6808861121424334,0.0,0.0,0.03157980087655285,0.021337703294968143,22.54176887426545
2024-07-24,15.592932419226123,0.0,4.646284892479313,1.5688546347625325,0.6808861121424334,0.0,0.0,0.03157980087655285,0.021231014778493304,22.54176887426545
2024-07-26,15.592932419226123,7.607232521220346,4.646284892479313,1.5688546347625325,0.6808861121424334,0.0,0.0,0.03157980087655285,0.021231014778493304,30.149001395485797
2024-07-29,15.592932419226123,7.607232521220346,4.529781032488787,1.5688546347625325,0.6808861121424334,0.0,0.0,0.03157980087655285,0.021231014778493304,30.032497535495267
2024-07-30,15.592932419226123,7.607232521220346,4.5301010980382115,1.5688546347625325,0.6800326040106347,0.0,0.0,0.03157980087655285,0.02155108032791782,30.032284158462318
2024-08-01,15.592932419226123,7.607232521220346,4.530421163587636,1.5688546347625325,0.6800326040106347,0.0,0.0,0.03157980087655285,0.021337703294968143,30.032390846978796
2024-08-02,15.592932419226123,7.607232521220346,4.530527852104111,1.5688546347625325,0.6800326040106347,0.0,0.0,0.03157980087655285,0.021231014778493304,30.032390846978796
2024-08-15,15.592932419226123,7.607232521220346,4.530954606170011,1.5688546347625325,0.6800326040106347,0.0,0.0,0.03157980087655285,0.02112432626201846,30.03271091252822
2024-08-19,15.592932419226123,7.607232521220346,4.529567655455837,1.5688546347625325,0.6787523418129366,0.0,0.0,0.03157980087655285,0.023044719558565595,30.031964092912894
2024-08-20,15.592932419226123,7.607232521220346,4.532661622433608,1.5688546347625325,0.6787523418129366,0.0,0.0,0.03157980087655285,0.02112432626201846,30.03313766659412
2024-08-21,15.592932419226123,7.607232521220346,4.5327683109500825,1.5688546347625325,0.6787523418129366,0.0,0.0,0.03157980087655285,0.02112432626201846,30.033244355110593
2024-08-23,15.592932419226123,7.607232521220346,4.533195065015982,1.5688546347625325,0.678538964779987,0.0,0.0,0.03157980087655285,0.02101763774554362,30.033351043627064
2024-08-29,15.592932419226123,7.607232521220346,4.533301753532457,1.5688546347625325,0.678538964779987,0.0,0.0,0.03157980087655285,0.021231014778493304,30.033671109176492
2024-09-13,15.592932419226123,7.607232521220346,4.533408442048931,1.5688546347625325,0.678538964779987,0.0,0.0,0.03157980087655285,0.021231014778493304,30.033777797692967
2024-09-27,15.592932419226123,7.607232521220346,4.533621819081881,1.5688546347625325,0.678538964779987,0.0,0.0,0.03157980087655285,0.02101763774554362,30.033777797692967
2024-10-03,15.592719042193174,7.607232521220346,4.534155261664256,1.5688546347625325,0.678538964779987,0.0,0.0,0.03157980087655285,0.02101763774554362,30.034097863242394
2024-10-04,15.592719042193174,7.607232521220346,4.534155261664256,1.5688546347625325,0.678538964779987,0.0,0.0,0.031473112360078014,0.02101763774554362,30.033991174725916
2024-10-07,15.592719042193174,7.607232521220346,4.534368638697205,1.5688546347625325,0.678538964779987,0.0,0.0,0.03136642384360317,0.02101763774554362,30.034097863242394
2024-10-10,15.592719042193174,7.607232521220346,4.534368638697205,1.5688546347625325,0.678538964779987,0.0,0.0,0.03125973532712833,0.02101763774554362,30.033991174725916
2024-10-14,15.592719042193174,7.607232521220346,4.53468870424663,1.5688546347625325,0.678538964779987,0.0,0.0,0.03115304681065349,0.02101763774554362,30.03420455175887
2024-10-15,15.592719042193174,7.607232521220346,4.535008769796054,1.5688546347625325,0.678538964779987,0.0,0.0,0.03115304681065349,0.02101763774554362,30.03452461730829
2024-10-16,15.592719042193174,7.607232521220346,4.535008769796054,1.5688546347625325,0.678538964779987,0.0,0.0,0.03115304681065349,0.02080426071259394,30.03431124027534
2024-10-17,15.592719042193174,9.129223264924656,4.535008769796054,1.5688546347625325,0.678538964779987,0.0,0.0,0.03115304681065349,0.02080426071259394,31.55630198397965
2024-10-21,15.592719042193174,9.129223264924656,4.535542212378429,1.5688546347625325,0.678538964779987,0.0,0.0,0.03115304681065349,0.02112432626201846,31.55715549211145
2024-10-23,15.922739766919678,9.322443759049376,4.632190883131909,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.021244583992914116,32.225391199948575
2024-10-25,15.312638893277015,9.322443759049376,5.239459145575516,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.02211615666954649,32.22343016142615
2024-10-28,15.312638893277015,9.322443759049376,5.239677038744674,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.022660889592441724,32.224192787518206
2024-10-29,15.312638893277015,9.322443759049376,5.240875451175044,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.02233404983870458,32.225064360194835
2024-11-04,15.312638893277015,9.322443759049376,5.241202290928781,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.02211615666954649,32.22517330677942
2024-11-06,15.312638893277015,9.322443759049376,5.241638077267097,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.021789316915809348,32.22528225336399
2024-11-08,15.312638893277015,9.322443759049376,5.2417470238516755,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.021789316915809348,32.225391199948575
2024-11-11,15.312638893277015,9.322443759049376,5.242182810189992,1.6020595262348822,0.6929002779227372,0.0,0.0,0.031812402697081646,0.021462477162072207,32.22550014653315
2024-11-12,14.223173047486547,9.322443759049376,6.335461786440725,1.6020595262348822,0.6929002779227372,0.0,0.055780651304471934,0.0317034561125026,0.01830302620927985,32.28182553076052
2024-11-22,14.223173047486547,9.322443759049376,6.335461786440725,1.6020595262348822,0.6929002779227372,0.0,0.05567170471989289,0.0317034561125026,0.018520919378437944,32.281934477345104
2024-11-25,14.223173047486547,9.322443759049376,6.335679679609885,1.6020595262348822,0.6929002779227372,0.0,0.05567170471989289,0.0317034561125026,0.018520919378437944,32.28215237051426
2024-11-27,13.22424181348127,9.322443759049376,7.3329767148464775,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05545381155073478,0.0317034561125026,0.020155118147123646,32.973418449668316
2024-11-29,13.22424181348127,9.322443759049376,7.3329767148464775,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05545381155073478,0.03159450952792355,0.0200461715625446,32.97320055649916
2024-12-10,13.22424181348127,9.322443759049376,7.3329767148464775,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05545381155073478,0.03148556294334451,0.0200461715625446,32.973091609914576
2024-12-11,12.08575000463023,9.322443759049376,8.476697959757312,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05534486496615574,0.03148556294334451,0.015579361594803684,32.973745289422055
2024-12-18,12.08575000463023,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05490907862783956,0.03148556294334451,0.01601514793311987,32.97396318259121
2024-12-27,12.08564105804565,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.05490907862783956,0.03137661635876546,0.016124094517698917,32.97385423600663
2024-12-30,12.085205271707334,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.054800132043260515,0.031267669774186414,0.01634198768685701,32.973418449668316
2025-01-03,12.085205271707334,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6914839723232097,0.054800132043260515,0.031267669774186414,0.01601514793311987,32.973091609914576
2025-01-06,12.085205271707334,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6910481859848935,0.054800132043260515,0.031267669774186414,0.01601514793311987,32.97265582357626
2025-01-08,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6910481859848935,0.054800132043260515,0.031267669774186414,0.015906201348540823,32.972437930407104
2025-01-09,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6910481859848935,0.05469118545868146,0.031267669774186414,0.01634198768685701,32.972764770160836
2025-01-14,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6929002779227372,0.6910481859848935,0.05469118545868146,0.031267669774186414,0.016233041102277964,32.97265582357626
2025-01-16,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6910481859848935,0.054582238874102414,0.031267669774186414,0.0167777740251732,32.97298266333
2025-01-17,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6910481859848935,0.05447329228952337,0.031267669774186414,0.01732250694806843,32.973418449668316
2025-01-20,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6910481859848935,0.05447329228952337,0.031267669774186414,0.017431453532647478,32.97352739625289
2025-01-21,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6910481859848935,0.05436434570494432,0.031267669774186414,0.01775829328638462,32.973745289422055
2025-02-13,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6909392394003144,0.05436434570494432,0.031267669774186414,0.017867239870963666,32.973745289422055
2025-02-18,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6906123996465773,0.05436434570494432,0.031267669774186414,0.017867239870963666,32.973418449668316
2025-02-19,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6906123996465773,0.054255399120365276,0.031267669774186414,0.017649346701805572,32.973091609914576
2025-02-20,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6902855598928401,0.054255399120365276,0.031267669774186414,0.01808513304012176,32.97320055649916
2025-02-21,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.6902855598928401,0.054255399120365276,0.031267669774186414,0.018520919378437944,32.97363634283747
2025-02-24,12.085096325122755,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.689958720139103,0.054255399120365276,0.031267669774186414,0.018847759132175086,32.97363634283747
2025-02-26,12.085205271707334,9.322443759049376,8.476915852926469,1.6020595262348822,0.6927913313381582,0.689958720139103,0.054255399120365276,0.031267669774186414,0.01906565230133318,32.97396318259121
2025-03-03,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.689958720139103,0.05414645253578623,0.031267669774186414,0.01906565230133318,32.97396318259121
2025-03-10,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.689958720139103,0.05414645253578623,0.031158723189607367,0.01906565230133318,32.97385423600663
2025-03-11,12.08553211146107,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.689958720139103,0.05414645253578623,0.031158723189607367,0.019610385224228415,32.9745079155141
2025-03-12,12.08553211146107,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.689958720139103,0.05414645253578623,0.031049776605028324,0.01982827839338651,32.974616862098685
2025-03-13,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.689958720139103,0.05414645253578623,0.031049776605028324,0.01982827839338651,32.9745079155141
2025-03-17,12.096753609672714,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.031049776605028324,0.02069985107001888,32.97352739625289
2025-03-20,12.085314218291913,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.031049776605028324,0.024186141776548375,32.96557429557862
2025-03-24,12.085314218291913,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.031049776605028324,0.02396824860739028,32.96535640240946
2025-03-25,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.031049776605028324,0.02396824860739028,32.965465348994044
2025-03-26,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.030940830020449273,0.025493500791496936,32.96688165459357
2025-03-27,12.085423164876492,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.030831883435870226,0.025166661037759795,32.96644586825525
2025-04-03,12.08564105804565,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05414645253578623,0.030831883435870226,0.02505771445318075,32.96655481483983
2025-04-15,12.085858951214808,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05403750595120719,0.030831883435870226,0.02603823371439217,32.96764428068562
2025-04-16,12.085858951214808,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05403750595120719,0.030831883435870226,0.026147180298971215,32.9677532272702
2025-04-17,12.085967897799389,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05403750595120719,0.030831883435870226,0.026147180298971215,32.967862173854776
2025-04-24,12.086076844383967,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05403750595120719,0.030831883435870226,0.026147180298971215,32.96797112043936
2025-05-02,12.085967897799389,9.322443759049376,8.476915852926469,1.6020595262348822,0.6926823847535792,0.6767761834050383,0.05403750595120719,0.030722936851291183,0.026365073468129312,32.96797112043936
