date,ZHONGTAI INTERNATIONAL SECURITIES LTD,QUAM SECURITIES LTD,CANFIELD SECURITIES CO LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CINDA INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD
2024-07-12,0.0,0.0,32.677578666789,17.918696813628816,13.883530277316433,13.911895894364706,13.546219158372788,0.0,8.062079189528248
2024-07-15,0.0,0.0,32.68327806585024,17.92182206978196,13.885951747408697,13.914322311793272,13.54858179697407,0.0,8.046044008191759
2024-07-16,0.0,0.0,32.680428117828775,17.92025930544584,13.89346080329176,13.913108997288445,13.547400374663606,0.0,8.045342401481575
2024-07-17,0.0,0.0,32.68014315036277,17.92010304400195,13.88549181638658,13.912987677475835,13.54728224376453,0.0,8.053992068008336
2024-07-22,0.0,0.0,32.67820550338334,17.91904053845005,13.890597654384255,13.912162758857091,13.546479008283027,0.0,8.053514536642236
2024-07-23,0.0,29.354956943450176,23.07828819044337,12.654941581776018,9.809939403563213,9.825169300315945,9.56691292263827,0.0,5.709791657813
2024-07-29,0.0,29.333642441618363,23.06153114948235,12.645752885773302,9.802816450809779,9.818035289203175,9.559966430316473,0.0,5.778255352796562
2024-07-31,0.0,29.333059912555804,23.06252453223895,12.646297605583081,9.805700156897903,9.813535310851133,9.560378228897584,0.0,5.778504252975545
2024-08-16,0.0,29.333059912555804,23.06252453223895,12.646297605583081,9.805454012231355,9.813781455517681,9.560378228897584,0.0,5.778504252975545
2024-08-21,0.0,29.32981119308758,23.059970292324756,12.644896992303911,9.815443313666366,9.812694551424947,9.559319389929936,0.0,5.777864267262504
2024-08-27,0.0,29.329630729772223,23.059828406696383,12.644819189551667,9.81538292025195,9.813249464650868,9.559260572419712,0.0,5.777828716657199
2024-08-28,0.0,28.435918274789092,25.40429671163397,12.259514904447231,9.51629528266525,9.514226836264603,9.267977319905778,0.0,5.601770670294069
2024-09-02,0.0,28.435969164456914,25.40434217583205,12.259536844397793,9.516312313277773,9.514064900543229,9.267993906121937,0.0,5.601780695370307
2024-09-12,0.0,28.41579721319669,25.38632080475779,12.250840155416743,9.509561617106655,9.507315798645195,9.261419362441957,0.0,5.6687450484349675
2024-09-17,0.0,25.969274882919063,23.20062809775932,11.196076363994077,8.690814401505127,8.688761941863566,8.464036515489592,8.60972617421914,5.180681622250111
2024-09-20,0.0,25.969237249495947,23.20059447652585,11.196060139179139,8.690801807195232,8.688894265714461,8.464024249815294,8.6097136974184,5.180674114655678
2024-09-23,0.0,25.980277289524828,23.21045751136411,11.200819807355558,8.682505878342951,8.692588087738521,8.46762247511647,8.6133738582057,5.152355092351868
2024-09-24,0.0,25.989484495805314,23.21868311526318,11.204789289949128,8.685582890253277,8.695668672704695,8.470623334035905,8.616426370270899,5.118741831717604
2024-09-25,0.0,25.991468440616266,23.220455546951506,11.205644623712027,8.689517478617484,8.696332469123732,8.471269951294197,8.617084117614407,5.10822737207038
2024-09-26,0.0,26.001960039835648,23.22982861157256,11.210167843808476,8.693025050150187,8.699842791564844,8.474689426011881,8.620562451022472,5.069923786033927
2024-09-27,0.0,26.00550641339116,23.23299689772334,11.211696784039644,8.694756235349624,8.701029351822836,8.475845277894798,8.621738198337797,5.056430841440806
2024-09-30,0.0,26.004371468608074,23.23198295213022,11.211207477791485,8.698741022587834,8.700649617326864,8.47547537099018,8.621361924304374,5.056210166260969
2024-10-02,0.0,26.005648288454797,23.233123647145593,11.211757950323793,8.699168132514048,8.70107682096546,8.47589151852819,8.621785234901365,5.051548407166754
2024-10-03,0.0,26.005696526329075,23.233166742264203,11.211778747012437,8.698589609516153,8.701502129686402,8.475907240458476,8.621801227449891,5.051557777283364
2024-10-04,0.0,26.004107920229373,23.231747501277336,11.21109385475862,8.698711670475175,8.700970582325391,8.47538947397877,8.621274548765992,5.056704448189339
2024-10-07,0.0,25.994465083205803,23.223132710275284,11.206936559640901,8.695486016312737,8.697744090513805,8.472246632099344,8.618077609818336,5.091911298133789
2024-10-08,0.0,25.995315634088463,23.22389258188494,11.207303255772258,8.695770536624375,8.698028684710673,8.4725238479154,8.618359597291224,5.088805861712669
2024-10-09,0.0,25.986104296521596,23.215663287145855,11.203331992066277,8.676879939060678,8.704759232561717,8.469521642506358,8.615305715559577,5.128433894577944
2024-10-16,0.0,25.986104296521596,23.215663287145855,11.203331992066277,8.609281614550133,8.70693982367496,8.469521642506358,8.615305715559577,5.1938516279752465
2024-10-17,0.0,26.009854480615292,23.236881407054685,11.213571356698933,8.553855190147184,8.721445345242001,8.477262421805161,8.547062115456786,5.240067682979959
2024-10-22,0.0,26.00857724771583,23.235740343023124,11.21302070608811,8.553435146841128,8.718288976170797,8.47684613964293,8.546642405729624,5.24744903478846
2024-10-28,0.0,26.00261848571948,23.230416858958836,11.210451718134198,8.5743862473244,8.716291550147465,8.474904030001763,8.544684305235368,5.246246804478494
2024-10-30,0.0,25.998363898547538,23.22661586354673,11.208617447324212,8.57298329347361,8.698503228572688,8.473517353579568,8.54328621126059,5.278112703695065
2024-10-31,0.0,25.984191991209343,23.21395485729716,11.20250754408289,8.568310094601514,8.693761607822346,8.468898374353332,8.53862920049552,5.329746330137896
2024-11-01,0.0,25.992835016245618,23.221676428669884,11.206233792457493,8.571160139686285,8.69665338137687,8.47171535248773,8.541469372934992,5.2982565161411275
2024-11-05,0.0,25.99850569568857,23.226742543353897,11.20867858001376,8.57303005120521,8.69855067089998,8.473563568816033,8.543332807021944,5.277596083000599
2024-11-08,0.0,25.984333633802674,23.21408139903333,11.202568610142627,8.567811690738294,8.716158534377003,8.468944539218832,8.538675745471169,5.307425847216069
2024-11-12,0.0,25.984191991209343,23.21395485729716,11.20250754408289,8.567764986940377,8.716111021929075,8.468898374353332,8.53862920049552,5.3079420236923065
2024-11-13,0.0,25.975554712145016,23.206238419304515,11.198783772956537,8.565636320724693,8.713039365326502,8.466083268974975,8.535790916231903,5.338873224335863
2024-11-18,0.0,25.942502975616193,23.176710407812184,11.184534250480164,8.681978956387246,8.701952746208667,8.455310880984108,8.524929831047974,5.332079951463465
2024-11-20,0.0,25.940808834027624,23.175196882728464,11.183803858943142,8.681411990985529,8.70138447644445,8.454758717847758,8.524373121536174,5.338262117486861
2024-11-22,0.0,25.9409500040421,23.17532300226855,11.183864721261,8.68091503476207,8.701431829423319,8.454804728687986,8.524419511218342,5.338291168336635
2024-11-25,0.0,25.941373523304673,23.175701369125047,11.184047312189191,8.678879924241176,8.702118100849047,8.454942764213412,8.524558683294334,5.338378322783123
2024-11-29,0.0,25.941655877162574,23.175953620559817,11.184169042786944,8.67788595718935,8.702212817368798,8.455034790401065,8.524651467202979,5.3384364273284755
2024-12-05,0.0,25.902281704376474,23.185038330760168,11.188553109835443,8.680198732483873,8.705623985808373,8.458349067865639,8.527993033612995,5.351962035257034
2024-12-09,0.0,25.902422724585865,23.185164557437705,11.188614023855312,8.679701558619286,8.70567138197723,8.458395117791676,8.528039462702795,5.351991173030126
2024-12-11,0.0,25.916675040131743,23.194509147172376,11.19312350264264,8.78777284037813,8.709180131170182,8.461804204321716,8.531476618812798,5.205458515370416
2024-12-12,0.0,25.91427390647952,23.195772507332045,11.193733170482808,8.78661745129353,8.709654503407652,8.462265102469757,8.531941311882825,5.205742046651868
2024-12-13,0.0,25.91342703385702,23.195014474721713,11.193367361809184,8.789598284048667,8.70936987386422,8.461988557556113,8.531662489966383,5.205571924176701
2024-12-16,0.0,25.89377076756252,23.200827324526443,11.196172506136827,8.79289062408031,8.711552509232945,8.464109197255995,8.533800590491945,5.206876480713018
2024-12-18,0.0,25.89094969278165,23.198299640573108,11.194952705429435,8.802827457089531,8.71060340292832,8.463187049407647,8.532870849905033,5.206309201885277
2024-12-19,0.0,25.89193699903005,23.19918426730404,11.19537960544229,8.79989457265647,8.710390805790114,8.463509778297643,8.533196236065328,5.206507735414063
2024-12-20,0.0,25.892102873867508,23.19933289121424,11.195451327838818,8.799310305721775,8.710446608284116,8.463563999166048,8.533250903375029,5.206541090532467
2024-12-27,0.0,25.88900012514569,23.196552827314996,11.194109734517223,8.810239229678093,8.70940280248696,8.462549778246707,8.532228331610101,5.2059171710002285
2024-12-30,0.0,25.68737700038185,23.794696862879753,11.106930184410517,8.741625225474845,8.641574110788714,8.396643574008932,8.465779471897406,5.165373570157982
2025-01-02,0.0,25.698092141501256,23.804622498135362,11.111563289780815,8.703639133813615,8.645097723936377,8.400146120058048,8.469310857049178,5.167528235725348
2025-01-03,0.0,25.712689659258263,23.81814445134894,11.117875090732324,8.640959453263726,8.66082826621114,8.404917730396818,8.474121755653815,5.170463593134976
2025-01-06,0.0,25.725632745506623,23.83013387377012,11.123471534282366,8.57278000011098,8.665187897533935,8.409148543140892,8.478387403869386,5.1952580017857
2025-01-07,0.0,25.73454738729527,23.838391672882846,11.127326124183238,8.466377931062288,8.668190624304623,8.412062545208451,8.481325399113219,5.271778315950061
2025-01-08,0.0,25.76984865052169,23.871091892034727,11.142589989624677,8.2741274191747,8.68008118038553,8.423601758613545,8.494586199884026,5.344072909761104
2025-01-09,0.0,25.769429491083585,23.870703616822084,11.142408749842385,8.255016421289584,8.679939994536918,8.42346474453062,8.494448031203767,5.3645889506910605
2025-01-10,0.0,25.76984865052169,23.871091892034727,11.142589989624677,8.253524119111164,8.68008118038553,8.423601758613545,8.494586199884026,5.364676209824641
2025-01-13,0.0,25.770128097722676,23.871350749193887,11.1427108194218,8.253071422007888,8.679633108849847,8.423693103811788,8.494678314834692,5.364734384157419
2025-01-15,0.0,25.76719420435175,23.86863302899271,11.141442237236905,8.263598003119595,8.678563624210204,8.422734078025721,8.493711207480722,5.364123616582389
2025-01-16,0.0,25.764540304972666,23.866174672453273,11.14029472127529,8.273046419519469,8.677669773120675,8.421866576171906,8.492836395317592,5.363571137169129
2025-01-17,0.0,25.761747317209068,23.863587475746673,11.139087065075291,8.272149585454356,8.67672907613148,8.420953609357227,8.491915735067126,5.373830135958783
2025-01-23,0.0,25.757140211032812,23.859319827287376,11.137095004669472,8.288553750163203,8.675177371908001,8.419447646780002,8.490397081966872,5.372869106192259
2025-02-04,0.0,25.751697573208006,23.854278210263814,11.134741669864665,8.30847473765349,8.672802444815856,8.41766856712089,8.488603010267632,5.3717337868056525
2025-02-12,0.0,25.751279004029797,23.853890481819935,11.134560685304052,8.308339691354767,8.67537048374693,8.417531745981059,8.488465036156368,5.370562871607091
2025-02-14,32.308786522615705,17.41936718998811,16.135885023324846,7.531936609679262,5.545749349466954,5.854865070964917,5.754117364978185,5.746391989794102,3.702900879187923
2025-02-17,32.25797323947896,17.39684313542549,16.111969639517397,7.52077334503196,5.647682786531697,5.854238478841642,5.7485167015615275,5.739338950086398,3.7226637235249216
2025-02-18,32.235559291901666,17.381463890827757,16.10077448971099,7.515547653441083,5.632056109473347,5.886009576809565,5.767927380970149,5.736082464858793,3.744579142006649
2025-02-19,32.212470150997014,17.369745070700525,16.089242099424204,7.510164544149428,5.706226309607847,5.868637793031027,5.763796027553226,5.732704801470856,3.7470132030658756
2025-02-20,32.23532352127245,17.381336762936442,16.100656728771963,7.51549268478417,5.675898869856992,5.903885807470656,5.767885194394276,5.749571396765802,3.6699490337472467
2025-02-21,32.191177392457384,17.35753310136598,16.078606952678154,7.505200251765706,5.706836823513054,5.900913245738495,5.78189802904012,5.7325674152613155,3.7452667881797943
2025-02-24,32.186593135608916,17.355061262917125,16.07631724257721,7.504131456883374,5.722090586889507,5.900072912947023,5.781074644877632,5.740879725612586,3.7337790316866237
2025-02-25,32.17872066495107,17.353736874196272,16.072385160196045,7.5022960325979255,5.714850109820166,5.903375570029753,5.7796606604798155,5.743856262050446,3.751118665678506
2025-02-26,32.15993630506201,17.34360661319991,16.063002889525055,7.4979165598980035,5.774632135708012,5.909050577868015,5.7762867778754226,5.741962657761786,3.733605483101786
2025-02-27,32.156651296609134,17.341470226276694,16.06136211823216,7.497150677806555,5.778784772484179,5.910635834651346,5.775696753358224,5.750131509675684,3.7281168109060188
2025-02-28,32.13976756251159,17.329812840806984,16.052929157823833,7.493214325810017,5.810753735862307,5.907532476566599,5.772664244552741,5.7427370371173225,3.750588618948613
2025-03-03,32.13918164022973,17.329861519508537,16.052636505773247,7.493077721174416,5.817210763623149,5.9074247796175765,5.772559006311676,5.743361562283727,3.7446865014779354
2025-03-04,32.130395368890944,17.32475933937647,16.048248005106945,7.491029249164213,5.815984952580622,5.920390165784092,5.770980893019423,5.733043209450842,3.7651688166264465
2025-03-05,32.08723678176825,17.310588652140257,16.026691478903544,7.48096705619158,5.823097537440375,5.909161529557585,5.763229124676853,5.715877890308261,3.8831499490133017
2025-03-06,32.09296119074337,17.30457477208347,16.029550663605775,7.482301671423497,5.805203989563397,5.9102157324334925,5.764257293002825,5.716897611106238,3.8940370760379364
2025-03-07,32.0900403187382,17.302999833338717,16.028091768444607,7.481620685790653,5.79703056160539,5.909677826829371,5.763732671492904,5.716377299936151,3.910429033824007
2025-03-10,32.09459711133435,17.30545686301985,16.03036776090755,7.482683077529948,5.796397328733917,5.9141580334772215,5.764551122766346,5.717189026736693,3.8945996754941197
2025-03-11,32.09670068288941,17.30659111208607,16.031418436992436,7.483173513948975,5.789858828597134,5.920371695924733,5.764928947910168,5.717563747633479,3.889393034017589
2025-03-12,32.093428579608734,17.304826788889283,16.029784111477802,7.4824106406291655,5.793637658791365,5.923409041250875,5.764341241307247,5.716980869683469,3.8911810683620605
2025-03-13,32.09997345345633,17.308355795084644,16.033053095798177,7.483936542842991,5.790085032945118,5.924617013307414,5.7655167743652145,5.718510908556917,3.875951383643196
2025-03-14,32.10418228215885,17.310625202091142,16.035155289874954,7.484917808667866,5.774090462004965,5.926850674391349,5.764815879988803,5.719260698362273,3.8801017024597977
2025-03-17,32.09261065802813,17.304385764296217,16.029375582163933,7.4822199466021075,5.796038568267226,5.92471440168768,5.762738011069427,5.717199249342161,3.8907178185431226
2025-03-18,32.055614138007314,17.284437182948366,16.010896838849288,7.47359440650491,5.7919024924330795,5.917884361672698,5.847009914121007,5.710608433819388,3.9080522316439463
2025-03-19,32.06004455173224,17.28682606894485,16.01310970854499,7.474627333688604,5.798522370597594,5.91870227381706,5.823449385304412,5.713943676186891,3.9107746311833522
2025-03-20,32.06004455173224,17.28682606894485,16.01310970854499,7.474627333688604,5.806160304226491,5.91870227381706,5.818721140677,5.711033987185407,3.9107746311833522
2025-03-21,32.05025264363299,17.28154625681228,16.00821891999988,7.47234440286455,5.793478962159188,5.9241665606808915,5.81694396340038,5.714743700739494,3.9383045897103486
2025-03-24,32.047106514754184,17.279849859209634,16.006647515231176,7.471610899800483,5.799817983109246,5.916313743484322,5.81637295837296,5.725816787043622,3.9364637389943744
2025-03-25,32.028359079921096,17.269741213082344,15.997283687609173,7.467240035979198,5.81204923328417,5.923026569132596,5.812970402421399,5.6984859963171575,3.9908437822528646
2025-03-26,32.02963926241879,17.270431489483506,15.997923103526066,7.4675385036583055,5.822819161937954,5.923263314166218,5.813202748479163,5.698713766401091,3.976468649928907
2025-03-27,32.01195852620326,17.260898008915955,15.989092062499585,7.463416334895155,5.882069381472598,5.919993603404418,5.8099937924393785,5.695568009621065,3.9670102805485814
2025-03-28,31.947913370570603,17.2263647610225,15.957103270288403,7.448484550564357,6.084140369198346,5.894377005309019,5.798369950169403,5.684173094833392,3.9590736280439827
2025-03-31,31.94733442252214,17.226052591331012,15.956814101675409,7.448349571933843,6.083667682234808,5.896444784415116,5.798264874293931,5.684070088390305,3.9590018832034337
2025-04-01,31.947797579282245,17.226302326179063,15.95704543572736,7.448457554446884,6.082306129385919,5.896530268174931,5.798348934689641,5.684152493246107,3.9590592788678483
2025-04-02,31.94675549545626,17.22574043295337,15.956524943542636,7.448214598195305,6.082107734713285,5.89633793320077,5.798159802226682,5.683967085680438,3.962191974031262
2025-04-03,31.93171075289251,17.218715049933483,15.949010508781905,7.444706997205736,6.1245253791898175,5.894285670695027,5.795429264486147,5.681290324919646,3.9603260518957297
2025-04-07,31.932636174020296,17.21921406994603,15.949472731160352,7.444922754175311,6.1424538957789325,5.894456494505096,5.775310343150071,5.68145497585678,3.960078561407132
2025-04-08,31.928819157551715,17.217155798799144,15.947566236508665,7.444032837270075,6.153673007073973,5.893751910098402,5.774620000687556,5.680775852245119,3.9596051997653503
2025-04-09,31.941893336338868,17.223481119904093,15.954096428908429,7.447081011890365,6.124304181690322,5.896165277339436,5.776984585921489,5.683102010277318,3.9528920477296823
2025-04-10,31.94559770426766,17.22511615013713,15.955946658715467,7.447944665393089,6.109793094016946,5.89684906791272,5.777654554861647,5.683761091459552,3.9573370132357915
2025-04-11,31.94733442252214,17.226052591331012,15.956814101675409,7.448349571933843,6.107588224872521,5.897169649343532,5.777968656298296,5.684070088390305,3.9546526936329403
2025-04-14,31.94993781580199,17.227456345051483,15.958114424952798,7.448956539105662,6.100299379547555,5.897650210620796,5.77843950386799,5.6845332841510094,3.954612496900714
2025-04-15,31.95121173681002,17.228143245247637,15.958750713427964,7.449253546952053,6.111054430265698,5.897885364145807,5.77866990417487,5.684759940190632,3.9402711187853203
2025-04-16,31.944017677403203,17.224459603263867,15.955338487089952,7.447660781978913,6.119894963390581,5.896624305549211,5.777434335677073,5.688255637412442,3.946314208234757
2025-04-17,31.912560664113876,17.20749774016596,15.93962639664808,7.440326664944573,6.127263926385365,5.890817578574067,5.771744981554152,5.677947555445357,4.032214492168571
2025-04-22,31.91903204234975,17.21098715699908,15.942858708603138,7.441835449167628,6.118729323359381,5.892012146100964,5.772915402983186,5.679098956193842,4.022530814243028
2025-04-23,31.923887298677585,17.213605148490537,15.945283802995917,7.442967438966294,6.122919588468707,5.892908389734482,5.773793530615728,5.682135836688782,4.002498965361974
2025-04-24,31.91833855486008,17.21061322321994,15.942512326762698,7.441673764446821,6.1218553536562705,5.891884133550118,5.772789977982654,5.681148215231563,4.019184450289856
2025-04-25,31.92666239410224,17.21510150125117,15.946669902492902,7.4436144449117965,6.115845601475537,5.893420651382235,5.7742954377882425,5.68262977619606,4.001760290399815
2025-04-28,31.90043389989719,17.200958895788958,15.933569343030582,7.437499342871908,6.144840315191776,5.888579069525209,5.769551720059193,5.677961363935656,4.046606049699531
2025-04-29,31.900087556341784,17.2007721446846,15.933396351996231,7.437418593814581,6.144773600555579,5.88851513712173,5.76948907993768,5.680071121626288,4.045476413921529
2025-04-30,31.91394716710891,17.208245353226687,15.940318924583124,7.44064992434433,6.1134098828865095,5.891073516551025,5.771995746191553,5.684349227535266,4.0360102575726
2025-05-02,31.90747785035129,17.20475704795846,15.937087642291385,7.439141620749318,6.109274750521538,5.889879329557438,5.770825697604012,5.6831969458848235,4.058359115081732
