date,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,CHIYU BANKING CORPORATION LTD,CMB WING LUNG BANK LTD
2024-03-08,42.0691502744681,57.9308497255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,26.295817118640613,36.210358896518,37.493823984841384,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,26.297491486744278,36.206297134910585,37.49621137834513,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,26.31424690281951,36.16565105142301,37.52010204575748,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,26.68751450408397,35.97437643534951,37.338109060566524,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,26.699133760029213,35.96867487599785,37.33219136397294,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,26.730831651231906,35.93697698479515,37.33219136397294,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,27.711248662943277,35.70946214097901,36.57928919607771,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,24.562247042601708,31.61922855523675,32.3894238707,0.0,0.0,11.429100531461541,0.0,0.0,0.0
2024-04-08,20.066909266951537,25.59979443103188,26.166915499051186,18.91306762911962,0.0,9.253313173845774,0.0,0.0,0.0
2024-04-09,20.291886127663254,25.527742151642446,26.09326702068638,18.8598355753781,0.0,9.22726912462983,0.0,0.0,0.0
2024-04-11,20.478665449247487,25.409438240289013,26.087393048104268,18.85558995305012,0.0,9.168913309309115,0.0,0.0,0.0
2024-04-12,17.157404522448154,21.288497126790144,21.856500198789757,15.805106067727332,11.012650874637218,7.681885085185372,0.0,0.0,5.19795612442202
2024-04-23,17.164526619827907,21.255823712368045,21.865572906878718,15.811666821387035,11.017222263732565,7.68507386199396,0.0,0.0,5.200113813811774
2024-04-24,17.250128186068526,21.337177904059175,21.500558254120918,15.890521512504588,11.072166481087626,7.7234002530347485,0.0,0.0,5.226047409124421
2024-04-25,17.2976891032735,21.15832338863574,21.559838177142634,15.934333811743642,11.064664492904088,7.744694703488288,0.0,0.0,5.2404563228121095
2024-04-30,2.2023529411764704,2.685330920060332,2.735565610859729,2.0223227752639517,1.4042835595776773,0.9829260935143289,0.0,0.0,0.6650980392156862
2024-05-02,17.361335675823327,21.076969666073435,21.562333795693583,15.940395854431848,11.068873923262402,7.747641087720873,0.0,0.0,5.242449996994532
2024-05-03,17.419064221314375,21.072064744057506,21.56505640984279,15.893445622920346,11.059783704567193,7.747935849449979,0.0,0.0,5.242649447847812
2024-05-06,17.46329892405386,21.039528449087122,21.560954939287363,15.890422839301893,11.057680237905592,7.746462265048069,0.0,0.0,5.241652345316101
2024-05-07,17.486838762866526,21.03352788083167,21.554805657848906,15.885890819152964,11.054526537708599,7.744252939127472,0.0,0.0,5.240157402463862
2024-05-08,17.494776855556765,21.024420814696448,21.55521550081722,15.886192873402539,11.054736728421588,7.744400188314607,0.0,0.0,5.240257038790832
2024-05-10,17.561427916185874,20.998295391014178,21.53295387210945,15.88800544014434,11.033178643173844,7.7452838010422385,0.0,0.0,5.240854936330078
2024-05-13,18.4617128120152,21.138584596912892,20.151101194076936,15.99415289759301,11.181549619968973,7.79702989250704,0.0,0.0,5.2758689869259525
2024-05-20,18.463627133128018,21.138584596912892,20.14918687296412,15.99415289759301,11.181549619968973,7.79702989250704,0.0,0.0,5.2758689869259525
2024-05-21,18.50934021586686,20.978543742653805,20.18477116701294,16.025444300887834,11.203425513044385,7.812284217536343,0.0,0.0,5.28619084299783
2024-05-22,18.526752630798875,20.99827902786961,20.109686055057285,16.04052002386783,11.213964986165411,7.819633519714385,0.0,0.0,5.2911637565266005
2024-05-23,18.533794796404766,21.001907913231424,20.11316137535658,16.02216989030267,11.215902963717388,7.820984894918837,0.0,0.0,5.292078166068332
2024-05-24,17.393548312688857,19.70621266117685,18.875748218116392,15.036444998039352,10.52587191197841,7.339817890342075,6.155860032754365,0.0,4.966495974903697
2024-05-27,17.41587162951449,19.700887314067963,18.87064729319846,15.032381594772826,10.52302743229483,7.337834400228872,6.1541964918197465,0.0,4.965153844102817
2024-05-28,17.417440574943104,19.693653399599004,18.872347295152736,15.03373581848818,10.5239754213554,7.338495444475354,6.154750905555564,0.0,4.9656011404306595
2024-05-29,18.12033805429405,19.676282122826585,18.855700471856053,15.1104825777612,9.794631368310542,7.332022342056393,6.149321954447493,0.0,4.961221108447686
2024-06-03,18.09297914759888,19.646573981339753,18.82723128169327,15.23865261408139,9.779842990471439,7.320952122806499,6.140037429783208,0.0,4.953730432225562
2024-06-04,18.09297914759888,19.646573981339753,18.818244107469347,15.247639788305314,9.779842990471439,7.320952122806499,6.140037429783208,0.0,4.953730432225562
2024-06-07,18.085177484834393,19.70996880279934,18.788569794124346,15.233878392003858,9.775625938305579,7.3177953403268905,6.137389855771339,0.0,4.951594391834253
2024-06-12,18.101438548259594,19.727690777221753,18.805463304035833,15.157661983238635,9.78441557133722,7.32437504540645,6.142908213873909,0.0,4.956046556626608
2024-06-13,18.088752411594054,19.783948487488463,18.792283761597933,15.147038950658281,9.777558302352796,7.319241860959923,6.138603043712029,0.0,4.95257318163652
2024-06-17,18.120193262865715,19.812431075240646,18.81933866783377,15.168845864802375,9.64226790172157,7.329779239214624,6.1474406779173,0.0,4.959703310404003
2024-06-18,18.12182386645463,19.805215140190818,18.821032186259735,15.170210881949158,9.643135592061169,7.330438832860235,6.147993875043104,0.0,4.960149625181146
2024-06-19,18.12508595420144,19.808780253178774,18.82442013765633,15.154940773505011,9.64487144131605,7.331758376349436,6.149100568035766,0.0,4.961042495757193
2024-06-24,18.140106696760256,19.825196318147455,18.757147767734573,15.16750007746793,9.65286440373835,7.337834400228872,6.1541964918197465,0.0,4.965153844102817
2024-06-25,18.197144097968668,19.87963473474045,18.526835232474703,15.20914882962357,9.67937040374428,7.357983511468916,6.1710954272471925,0.0,4.97878776273222
2024-07-04,18.192214389638835,19.901339790759735,18.521816208968637,15.205028585959433,9.676748208049725,7.355990192494686,6.169423642907403,0.0,4.977438981221546
2024-07-05,18.031003574779636,19.989114582919502,18.51947492850802,15.201300760390083,9.758592220141129,7.355060346527538,6.168643786824961,0.0,4.976809799909131
2024-07-08,18.031654809296064,19.989836539482553,18.52014380538165,15.201849793155159,9.755332927372793,7.355325992815509,6.168866582729629,0.0,4.976989549766645
2024-07-09,18.033283101414057,19.99164165906927,18.521816208968637,15.194192361762287,9.756213852162116,7.355990192494686,6.169423642907403,0.0,4.977438981221546
2024-07-11,18.034585946858208,19.99308598948377,18.5159296779386,15.195290092230154,9.756918706552632,7.356521638613267,6.169869363492002,0.0,4.977798584831369
2024-07-15,18.03784388422251,19.99669772873106,18.519274569765358,15.1980351124651,9.74061634689312,7.357850589928723,6.1709839467705665,0.0,4.97869782122356
2024-07-16,18.039473294352895,19.99850408774284,18.520947468909235,15.199407994530887,9.741496244682105,7.358515245658421,6.171541389435101,0.0,4.970114274688514
2024-07-24,18.038495612951152,19.997420233176236,18.525363371357795,15.198584235529097,9.740968286933661,7.358116437811722,6.171206911751741,0.0,4.969844910488595
