date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,38.66324023143592,14.939344996924165,16.214144764001535,12.787197824368956,8.15429910860093,4.181041315259738,0.0,1.2345308425384085,3.489389811643994,0.33681110522635466
2024-03-04,38.81535436413947,14.621625558965118,16.276043314169105,12.825130687459673,8.183602894742577,4.202495710548429,0.0,1.2382445963584547,3.498719177679463,0.3387836959377113
2024-03-05,38.68638848669184,13.356654180678074,16.775384852046958,13.195807133950806,8.385902307930541,4.4159922818628035,0.0,1.2688897822782608,3.564453384303603,0.35052759025711233
2024-03-06,38.30540802690338,13.18192486200804,16.59069643078413,13.009060456218965,8.280334753453195,4.357667952311859,0.0,1.2554862666085818,4.73570410359621,0.2837171481156352
2024-03-07,38.12622378788149,13.19362399406666,16.580026108440933,12.98249321592396,8.27197641674628,4.345262572197634,0.0,1.2563543545291858,4.9628065483244646,0.28123300188938827
2024-03-08,37.77872491366387,13.692799362697203,16.307573041825748,12.798578526776879,8.154211662043489,4.324074135288736,0.0,1.288179536507127,5.377374183924881,0.27848463727207134
2024-03-11,37.61673215094973,15.294054198042708,16.297401125769223,12.808426900371945,8.164614275741018,4.300007590205249,0.0,1.2880613681718305,3.952780796794105,0.27792159395419264
2024-03-12,37.48164341064322,15.530998398068272,16.240325797616695,12.763435573110794,8.128147639382606,4.20482375144295,0.0,1.2815911217650973,4.092274118626192,0.27676018934417
2024-03-13,36.032761831681896,15.091728566443582,15.61347037353505,12.264845204980858,7.812891039078004,4.041779910255286,3.6814653557756496,1.2157815184081469,3.9829981396399603,0.2622780602015697
2024-03-14,36.06789224793495,14.905649800605788,15.627272491190594,12.27161181175167,7.81666841245971,4.047038755385536,3.686255388035764,1.206951933500118,4.108027001081297,0.26263215805457124
2024-03-15,36.077528268804365,15.115937009854644,15.730974291692753,12.353924360682342,7.871173679707322,3.924904896890561,3.712994773489127,1.2132122283179796,3.7355986185413954,0.26375187201951295
2024-03-18,35.81989289862208,15.87755684202734,15.57819444037108,12.387805071724719,7.875741209125995,3.9272840649790495,3.7143710858353045,1.2116284617538462,3.3431217038147896,0.26440422174579586
2024-03-19,35.807847837268405,15.892851438469258,15.569454677700605,12.38219469039825,7.872385073951316,3.9325634377355487,3.7122872293341853,1.2110872755457316,3.355211023460304,0.2641173161364006
2024-03-20,35.79977836340807,15.890844985395896,15.568283763418966,12.379971865037685,7.861129105799759,3.925041744157042,3.712250329738056,1.210659537265763,3.3884336930113528,0.26360661276740355
2024-03-21,35.84790333265727,15.313066083015753,15.587212958613032,12.395717338843673,7.87193871665417,3.9299540470359515,3.6752742671170777,1.2100936100273552,3.9056893162891835,0.2631503297465361
2024-03-22,35.8793335292906,15.249034987629233,15.430509620035782,12.397776270809851,7.878506805657456,3.935500744097559,3.6778101544436392,1.2086569906982019,4.076655703860744,0.2662151934769376
2024-03-25,36.030845763681036,15.596442560796831,15.509855763490638,12.439069816680922,7.902395308424043,3.9478908007085813,3.6969114611773537,1.211118926624108,3.401547605578429,0.2639219928380635
2024-03-26,36.00625997992561,15.664772343109783,15.487618943240527,12.414378623168005,7.892305826937972,3.9449407951085433,3.694148996341355,1.2114227988518733,3.420380417698312,0.2637712756180193
2024-03-27,35.963977929961644,15.776706786655847,15.476841953247632,12.401182332909816,7.876135435291137,3.9427113130763525,3.6920612492142526,1.2063236578301488,3.401439926294296,0.2626194155188727
2024-03-28,36.11812353869898,15.819086285827597,15.416529890137486,12.421142338714018,7.8973603345815535,3.9604396113641203,3.708662506046244,1.2100207958204359,3.1862814221816493,0.2623532766279152
2024-04-02,36.02902520296199,15.826488431072638,15.362643329844033,12.362072922875097,7.840230930971924,3.949684410959401,3.7012083750769045,1.2071694931177936,3.4590919334221106,0.26238496969810804
2024-04-03,35.758037294072246,15.728349938428307,15.347610125804573,12.29144658603981,7.793212995838634,4.474896175746714,3.68092281216187,1.2005069167724904,3.4615370324888,0.26348012264655857
2024-04-05,35.8669951484083,16.046740749628185,15.43894849530699,12.372024390130013,7.839237138259268,3.9512112025587047,3.702639115679536,1.2561950207534238,3.2609275639675452,0.26508117530803693
2024-04-08,35.84302015381209,15.68994511407394,15.42710045851267,12.355688188126349,7.831768127117056,3.950520184281699,3.716214465957543,1.2584806618230608,3.662389478707258,0.2648731675883398
2024-04-09,35.90430097034817,15.48104697945959,15.44062215281061,12.375879002370677,7.843788286988719,3.968886976470529,3.7272062120629994,1.2622029711892457,3.7304098440620908,0.2656566042373678
2024-04-10,36.04547183100092,15.556260779040512,15.4942930998497,12.415939097219324,7.872720885056078,3.986331168517037,3.742706870186069,1.2690944662373558,3.353611068368003,0.2635707345250025
2024-04-11,36.032027890514364,15.57436780345632,15.474309727612793,12.409269980098708,7.8599789967819715,3.9851271203907377,3.741488327783641,1.2635684715471052,3.396611292448412,0.26325038936594963
2024-04-12,36.02837345711332,14.801425519370268,15.476237693917561,12.416309917143574,7.867116091893169,3.9830302101518904,3.7404882099501524,1.2625741985158163,4.158855270261709,0.26558943168254645
2024-04-15,36.34490836088568,14.950404826436037,15.599472401626699,12.49976578179296,7.9307107385762725,4.018815734131563,3.770410190529303,1.2707833797814903,3.3473776021973682,0.26735098404262614
2024-04-16,34.6017546800439,15.351184734540604,16.028030800160778,12.851618182185407,8.155951886893483,4.131190037191062,3.8764312933045497,1.3044271299522012,3.425028545144425,0.2743827105835814
2024-04-17,34.59150702288591,15.362120256374794,16.03005830567401,12.84995911108032,8.153328438345937,4.131561033369337,3.876414602225026,1.299610308966702,3.4321771464855546,0.2732637745924105
2024-04-18,34.629781195516074,15.25299127354165,16.051120926716,12.872627618692631,8.165474384400738,4.132613970367284,3.8809632407595105,1.3050276936759022,3.437810127287838,0.2715895690423721
