date,EVERBRIGHT SECURITIES INVESTMENT,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CNCB (HONG KONG) CAPITAL LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DL SECURITIES (HK) LTD,PLUTUS SECURITIES LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,52.49987451123609,46.80671607959663,0.0,0.0,0.0,0.6934094091672803,0.0,0.0
2024-03-05,37.98573131153255,33.86444748701245,27.64525240709056,0.0,0.0,0.5045687943644487,0.0,0.0
2024-03-06,34.015490753192864,30.33362505962449,24.75921170794227,10.435982211632505,0.0,0.45569026760786435,0.0,0.0
2024-03-07,34.00754536923518,30.33413940485244,24.76027120615231,10.43668789780308,0.0,0.461356121956992,0.0,0.0
2024-03-08,33.998486448684424,30.277459758262022,24.75904402553201,10.43312353708269,0.0,0.5318862304388601,0.0,0.0
2024-03-11,33.99761574068749,30.213478375854237,24.757692855925896,10.432753901919565,0.0,0.5984591256128124,0.0,0.0
2024-03-12,34.010855317132346,30.16887992988136,24.71219955012177,10.437124136030727,0.0,0.670941066833794,0.0,0.0
2024-03-13,33.99859093664113,30.105140006616114,24.71066305368175,10.446576908537143,0.0,0.7390290945238664,0.0,0.0
2024-03-14,33.986251642332896,30.050669394318284,24.71442079082547,10.439331850361484,0.0,0.8093263221618687,0.0,0.0
2024-03-15,33.9860079819989,30.050556369373155,24.713116986994873,10.434648120043299,0.0,0.8156705415897691,0.0,0.0
2024-03-18,33.984998569262245,30.052429092765898,24.712382986842147,10.434338202305371,0.0,0.815851148824342,0.0,0.0
2024-03-19,33.963223784678746,30.048321928964604,24.745984884061876,10.427140983609185,0.0,0.8153284186855826,0.0,0.0
2024-03-20,33.957376362149446,30.056171046735702,24.744429523796775,10.426916870384835,0.0,0.8151061969332404,0.0,0.0
2024-03-21,33.948332652871535,30.06999028094683,24.741568057680052,10.42571109316949,0.0,0.8143979153320929,0.0,0.0
2024-03-22,33.94795049838388,30.073233539727855,24.741289543228064,10.42559373152107,0.0,0.8119326871391265,0.0,0.0
2024-03-25,33.94527565785729,30.057766039895306,24.73903313424245,10.424772273959789,0.0,0.8331528940451678,0.0,0.0
2024-03-26,33.945032511438065,30.05703910399401,24.738855931164704,10.424697602418597,0.0,0.8343748509846193,0.0,0.0
2024-03-27,33.93991615841511,30.062667092319266,24.73803731468103,10.424697602418597,0.0,0.834681832165997,0.0,0.0
2024-03-28,33.9418264004423,30.065996436055908,24.733699008987944,10.425284336203912,0.0,0.8331938183099299,0.0,0.0
2024-04-02,33.940437112189166,30.0683472932414,24.73217497960768,10.4248576141739,0.0,0.8341830007878543,0.0,0.0
2024-04-03,33.93620048536157,30.071449163847003,24.727655355282113,10.423556327708553,0.0,0.8411386678007615,0.0,0.0
2024-04-05,33.93515885389423,30.07942736275962,24.720655293433914,10.42323638899658,0.0,0.8415221009156547,0.0,0.0
2024-04-08,33.92997378866598,30.083662938065846,24.719990833740553,10.423215060447435,0.0,0.843157379080186,0.0,0.0
2024-04-09,33.92986964516412,30.08357060029904,24.719301085881316,10.424103877533781,0.0,0.8431547911217446,0.0,0.0
2024-04-10,33.92993907409433,30.083632158747264,24.717919294055793,10.423204396205595,0.0,0.8453050768970228,0.0,0.0
2024-04-11,33.90848631821783,30.11514410749551,24.712548498018645,10.42132782947512,0.0,0.8424932467928893,0.0,0.0
2024-04-12,33.90848631821783,30.11514410749551,24.711525558185237,10.42132782947512,0.0,0.843516186626295,0.0,0.0
2024-04-15,33.91091453598646,30.111776409883223,24.712169858772782,10.422074110307909,0.0,0.8430650850496277,0.0,0.0
2024-04-16,33.91178184090219,30.11070507746038,24.71259728891642,10.422340665080366,0.0,0.8425751276406559,0.0,0.0
2024-04-17,33.912198163020136,30.111279345558955,24.711468403589844,10.422468616214283,0.0,0.8425854716167797,0.0,0.0
2024-04-18,34.529906560922775,30.662254311964542,23.33759284031445,10.612313177754167,0.0,0.8579331090440696,0.0,0.0
2024-04-19,34.527892395264686,30.668694594875202,23.331752542819544,10.611694150398337,0.0,0.8599663166422342,0.0,0.0
2024-04-22,34.47173439425683,30.60581425206788,23.233072527281976,10.5944347265108,0.0,1.0949440998825124,0.0,0.0
2024-04-23,34.47172774086702,30.753002798137413,23.196210902237457,10.600828726533052,0.0,0.9782298322250563,0.0,0.0
2024-04-24,34.44073152975605,30.854786263089323,23.1567776066175,10.600174534497372,0.0,0.9475300660397621,0.0,0.0
2024-04-25,35.98032693514218,30.876534783647646,21.593514869725023,10.593872864389065,0.0,0.9557505470960866,0.0,0.0
2024-04-26,35.70022763825422,30.624817843196034,21.167468551561413,10.511401786625242,0.0,0.9415004727495707,0.0,1.0545837076135192
2024-04-29,35.697428410774684,30.667295543795948,21.165808826580324,10.51057759566972,0.0,0.9043886046658209,0.0,1.0545010185135018
2024-04-30,15.901408015167199,13.678752114525249,9.426464458218668,4.681933412698515,0.0,0.38888866622691914,0.0,0.4697271398611842
2024-05-02,35.70011713411014,30.759266919419055,21.15625982718708,10.511369250321291,0.0,0.8184064256381913,0.0,1.0545804433242503
2024-05-03,35.692862192417955,30.779011577738054,21.150722591301978,10.50923314049483,0.0,0.8138043654938835,0.0,1.0543661325532998
2024-05-06,35.69293583183232,30.779075079184793,21.150559914109536,10.509254822526652,0.0,0.813806044487195,0.0,1.054368307859503
2024-05-07,35.664839985322146,30.754847199101615,21.212626586812075,10.500982417818301,0.0,0.8131654535920468,0.0,1.053538357353823
2024-05-08,35.675945518113004,30.76823882310934,21.22180960119661,10.504252277002452,0.0,0.80578867323463,0.0,1.0239651073439682
2024-05-09,35.674069595116706,30.775487776503034,21.22017819713056,10.503699939338542,0.0,0.8026532269997928,0.0,1.0239112649113606
2024-05-10,35.675945518113004,30.777827862982765,21.221603385285352,10.504252277002452,0.0,0.7964058492724609,0.0,1.0239651073439682
2024-05-13,35.67841026583453,30.78016044410361,21.22544117120194,10.504977985361126,0.0,0.7869742833720222,0.0,1.024035850126776
2024-05-14,35.67793200457322,30.790574780972857,21.227322036453465,10.504837168436161,0.0,0.7753118864134079,0.0,1.0240221231508917
2024-05-16,35.67704909439149,30.79393726243518,21.226590508527426,10.50457720864667,0.0,0.7738491439908387,0.0,1.023996782008397
2024-05-17,35.6845135453321,30.772018557672453,21.233314179421757,10.506775005359575,0.0,0.779167686765275,0.0,1.0242110254488346
2024-05-20,35.68536002081408,30.793272401208654,21.23691191167516,10.507024237492875,0.0,0.7846523332006867,0.0,0.992779095608545
2024-05-21,35.69504213976774,30.803999955850298,21.24267389101956,10.509874993614073,0.0,0.7759931936834372,0.0,0.9724158260648869
2024-05-22,35.69202281661498,30.80768676913307,21.242527515660417,10.509295462019672,0.0,0.7761338638800399,0.0,0.9723335726918204
2024-05-23,35.68668133889529,30.81803140769554,21.238739952317548,10.50772269692736,0.0,0.7766365457275827,0.0,0.9721880584366791
2024-05-24,35.68572438566729,30.81926773369947,21.238170426657174,10.50744092796548,0.0,0.7772345372017334,0.0,0.972161988808856
2024-05-27,35.68230185764782,30.815899429985627,21.234896011264382,10.506433185749007,0.0,0.7884007641541149,0.0,0.9720687511990433
2024-05-28,35.67174400038738,30.81451365407593,21.226860295613694,10.503324489949781,0.0,0.8117764293196,0.0,0.9717811306536132
