date,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA MERCHANTS BANK CO LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,27.501359302402324,18.758932897641877,26.878161445929244,4.744801512815075,0.0,7.778755262027383,7.364201530302589,0.0,6.9737880488815085
2024-03-04,0.0,27.720702365518534,18.802342946388574,26.9402264111819,4.757339055044355,0.0,7.820582999612265,7.369664880861943,0.0,6.589141341392427
2024-03-05,0.0,27.859287823730867,18.80897668077065,26.959251691072268,4.764617738088852,0.0,7.8188620318225,7.372265003593665,0.0,6.4167390309212005
2024-03-06,0.0,27.698714817832233,18.919050946534927,26.858444865563474,4.775477733849452,0.3645914802867739,7.827622268217127,7.388285334108888,0.0,6.167812553607129
2024-03-07,0.0,26.83176750493747,18.44042283200008,25.94042408247998,4.619017236087672,0.40880553605971026,7.55137907586994,7.071485447503021,3.2706632914434284,5.866034993618699
2024-03-08,0.0,26.920988292577107,18.473531789253474,25.937013374251965,4.624869316645425,0.4093234737090409,7.563653488675201,7.137836607138301,3.3024201615850437,5.63036349616444
2024-03-11,0.0,26.892761610780646,18.495683148252738,25.893307292547128,4.666426040067673,0.4094542720615932,7.566070436344072,7.141742304564897,3.3029338359944185,5.631621059386833
2024-03-12,0.0,26.948713410301817,18.389962753339482,25.887970387440863,4.6750547272529985,0.41554101140919114,7.580471639319191,7.153287613605339,3.3082733442335095,5.640725113097609
2024-03-13,0.0,27.104357657171736,18.771756535518243,25.280723970630014,4.690819042573025,0.41694221843551116,7.606033039595454,7.150192997028157,3.319428863731349,5.659745675316508
2024-03-14,0.0,27.067888979959083,18.96619805259405,24.992914405101242,4.708379682649506,0.41724427559305777,7.709045544051062,7.1526494854897384,3.321833650780785,5.663845923781482
